ユーザーネーム,テキスト,URL,日付
フルバーストbot,"皆おはよう！今日も１日頑張ろうね！
今日で就職出来たらいいなぁ…",https://Twitter.com/fullburst_bot/status/1479936638537330690,2022-01-09
22卒NNTめうめう,たぶん就職できない,https://Twitter.com/lonelySn/status/1479934499656204288,2022-01-09
朝倉ちな@固ツイ,このままどこにも就職できないのではないか…という不安に駆られている   どこでもいいから雇ってほしい,https://Twitter.com/twin_twinkle7/status/1479916788632940549,2022-01-09
上田次郎,マジで就職やばいな,https://Twitter.com/disaster1379/status/1479909388563652608,2022-01-09
＆b,とにかく就職は失敗したってわかってるから,https://Twitter.com/IicFipABLZ69a3G/status/1479892797658640384,2022-01-09
木村,就職できないよ！？,https://Twitter.com/arumaittenno/status/1479883504259563520,2022-01-09
たんぐすてん (75.0%🎉),"就職←まぁ7,8年後に考えればいいや",https://Twitter.com/tungsten_256/status/1479851409642496000,2022-01-09
❆INTEGRAL❆,就職←なんも考えてない。ヤバい,https://Twitter.com/INTEGRA131072/status/1479851223864217601,2022-01-09
Ryusuke,就職先全然わからんし決まってない,https://Twitter.com/ryusuke__h/status/1479847456657780736,2022-01-09
u,就職先ずっと悩んでる、、,https://Twitter.com/Xaa0n/status/1479841897627947011,2022-01-09
✤,やだーーーーーー免許とか税金とかなんかよくわからん支払いとか扶養とか就職とかなんかもうやだーーーーーーめんどくさいーーーーーー考えたくないーーーーーー,https://Twitter.com/O1289_/status/1479838507707547648,2022-01-09
𝓨𝓾𝓶𝓮 ໒꒱· ﾟ,就職できんのかなこれ,https://Twitter.com/yumemoons/status/1479835026393300995,2022-01-09
いだ,やばい、ほんとに算数できなすぎて就職できない,https://Twitter.com/itsu_1884/status/1479829085446881281,2022-01-09
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1479825402923462656,2022-01-09
事故,うわああああ！！嫌だ！！就職したくない！！働きたくないいいあああああ,https://Twitter.com/Dead_or_ARIVEww/status/1479825019329204227,2022-01-09
やみぃ,ﾋﾟﾁﾋﾟﾁｼﾞｪｰｹｰ就職先決めなきゃでつらい,https://Twitter.com/Yammy_tyan/status/1479819804018376708,2022-01-09
