ユーザーネーム,テキスト,URL,日付
ふぁんも,"この時間に就職のこと考えるの気が病むことに気づいた
いつ考えても病むか…",https://Twitter.com/fan_moraru_003/status/1453418884032176130,2021-10-28
葉瑠,私が不安なのは人と上手く話せなくて怖いってのが就職とか面接で影響するからってところ,https://Twitter.com/HaR25u/status/1453377475069693963,2021-10-28
𝐌𝐞𝐚𝐫𝐢,"ガチ毎日しんどい
超健康体なのにこころしんどすぎて具合も悪かった今日。毎日実習しんどい一生立ちっぱしんどい就職したら腰が死ぬ。",https://Twitter.com/matsupaikitai/status/1453362508136267783,2021-10-28
府大高専_bot,Aに進んでも就職先がそんなになくてみんな悩む,https://Twitter.com/OPUCT_bot/status/1453359269244407815,2021-10-28
牡丹,選挙も就職も何もわからんけど行きゃわかるでしょう！！,https://Twitter.com/botan_somei/status/1453357462946418688,2021-10-28
𝑹𝒚𝒐𝒕𝒂@𝐋𝐮𝐱 𝐬𝐩𝐞𝐦,どこに就職しよう。ほんとに悩む。,https://Twitter.com/mr_69ry/status/1453348733664460806,2021-10-28
ゆあ,こんなダメな自分が就職なんか出来るわけないわ、もう無理,https://Twitter.com/yu_A_pO_/status/1453346468442480640,2021-10-28
るみさこ😟,"卒業→フリーランス→二十歳から就職
は無理？もうわからんわからん",https://Twitter.com/rumirumiko0827/status/1453341956709371904,2021-10-28
ぽ,就職できるかも分からないし、結婚できるかも分からなくて不安がやばすぎてちにそう,https://Twitter.com/pnpnpop/status/1453337325518262284,2021-10-28
狐,就職やだやだやだやだやだやだ((ヽ(*`З´*)ﾉ))ｼﾞﾀﾊﾞﾀ,https://Twitter.com/a_end_i_/status/1453335953876008967,2021-10-28
5,シンプルに就職悩む。何をやりたいのかわからん。迷走中,https://Twitter.com/1235_redox/status/1453332602333528068,2021-10-28
瑞,明日から就職先のサロンでインターンシップいきなり病みそう,https://Twitter.com/mzk_mmm07/status/1453325766310072326,2021-10-28
いちえぬ bot,立体無理＿|￣|○　就職できない＿|￣|○,https://Twitter.com/bot1nrt/status/1453321324261109762,2021-10-28
senri,就職できるか不安…,https://Twitter.com/senri1000r/status/1453313907410419715,2021-10-28
のん,まじでどうやって就職できたのか教えて欲しい,https://Twitter.com/_non_rabbit_/status/1453270296610410503,2021-10-28
かいぽんちぽん,障害者雇用で就職出来るか不安だし、出来ても給料安くて生活出来るか不安。,https://Twitter.com/kaipontipon/status/1453258844948377603,2021-10-28
やわらかごはん,"まあ就職できるかわからんけどね
多分できないんじゃないかな",https://Twitter.com/yarakai_gumi/status/1453258643600809999,2021-10-28
よう,"勉強がこんなに楽しいなんて！
でも就職出来るか不安！",https://Twitter.com/ChiUTaShi/status/1453215861179928589,2021-10-28
田端　誠海,"まじで課題やばい。
そんで就職先ない笑
あ詰んだ",https://Twitter.com/nu81game/status/1453198217638596613,2021-10-28
ありさ,こわい、就職のことなんも考えたくない,https://Twitter.com/lovebump0710/status/1453197876134252555,2021-10-28
犬判事　🐺👩‍⚖️,また就職活動をしようとするのがちとつらい,https://Twitter.com/SatoimoJAS/status/1453152530389553152,2021-10-28
ダメな就活生bot,"志望動機が思いつかない
#就活",https://Twitter.com/bbbot13/status/1453510781526417414,2021-10-28
だから死にたいbot,難関大学に入学出来たのに就活つらすぎて死にたい,https://Twitter.com/wannadie_bot/status/1453499011403448321,2021-10-28
ダメな就活生bot,"やばい間に合わない！！
#就活",https://Twitter.com/bbbot13/status/1453495681235128332,2021-10-28
えりんぎ@23卒,就活まじでしんどい、、、 #23卒 #就活,https://Twitter.com/eringi14/status/1453471242275672070,2021-10-28
リブカーブ,"就活って何すればいいんだ…
教えてみんな…",https://Twitter.com/revcarve2/status/1453470506821226504,2021-10-28
竹田＠22年卒NNT,就活の不安から布団で一睡もできず朝を迎えてしまった,https://Twitter.com/22NNT_Takeda/status/1453467798479380485,2021-10-28
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1453462076555292673,2021-10-28
らりっくま,今更単位不安になってる　足りそうだけど就活がどれくらい忙しいかわからなくて震えてる,https://Twitter.com/altdaske/status/1453424893597417474,2021-10-28
コミュ障botさん,（´-`）.｡oO（就活嫌だな…),https://Twitter.com/komyu_bot/status/1453413379666710534,2021-10-28
就活アカ23卒,"あー全然就活してないー
ただインターン行ってるだけ
やばーいやばーいやばい。",https://Twitter.com/zetainaitei/status/1453396933188329473,2021-10-28
なおみん♡,就活いやや...,https://Twitter.com/pop_and_sweet/status/1453387494188220421,2021-10-28
りー,勝利に浸っているところ申し訳ないけど、なんか就活突然不安になってきてつらい,https://Twitter.com/front_frontal_8/status/1453387101005770753,2021-10-28
(底辺×高さ)/2,誰か雇って......就活やだ......,https://Twitter.com/sec_stu_/status/1453380760056975361,2021-10-28
就活赤ワイン@23卒,もう就活嫌や,https://Twitter.com/uWKe4sqWGn0QLZV/status/1453378857562562561,2021-10-28
こ,ていうかそろそろまじでちゃんと就活しなきゃいけない,https://Twitter.com/matsu_agrs/status/1453378701727465473,2021-10-28
深夜ぱすた,"就活ももちろん辛いんですけど卒論辛い者同士傷舐め合いたいです…
#卒論鬱の人と繋がりたい",https://Twitter.com/naga_choco/status/1453375045808492545,2021-10-28
ﾀﾋ芥,たひじぶんの長所わかんないから就活できない、つらい、死にたい,https://Twitter.com/ochayori_mizu/status/1453372282051592201,2021-10-28
ひーす,"クローズ就活。辛いね。
こんな辛い事もない。
嘘を付く感じがしんどい。
雇用側の考えも良く分かる。
出来る事なら自分で生きていけたらと思う。",https://Twitter.com/gc77194409/status/1453368928864899086,2021-10-28
さだをです,就活とかいうのガチでだるいな、金貰えればなんでもいいんだけど甘すぎるかこれ,https://Twitter.com/naoki_tamaran/status/1453363550680879117,2021-10-28
ぷらむ@23卒,就活ってしんどいね,https://Twitter.com/Yu_kari23/status/1453357602142785539,2021-10-28
桜もちもちこ,"ああああああああああああ
しんどいいいいいいいいい
就活したくないいいいいい",https://Twitter.com/raburaibuumich1/status/1453352950386941960,2021-10-28
笹餅,就活って難しいっすね,https://Twitter.com/sasamochi37/status/1453337215530987531,2021-10-28
種市はいいぞお兄さん,早川君分かったから就活はおしまいだ！,https://Twitter.com/EY0vCrgbHqCMCRR/status/1453309099471523840,2021-10-28
ぽてと@23卒,就活まじ無理,https://Twitter.com/potetomaru23/status/1453303504139952128,2021-10-28
謎のバショウ科バナ・チー,え？わかんない 就活したことないから……,https://Twitter.com/Ver7_gogo/status/1453298705143115784,2021-10-28
さくぽん☁️,"←就活で現実が見えてきて悩んでる
(何がしたいか分からんくなった)",https://Twitter.com/maarshmallowpie/status/1453283443861766151,2021-10-28
きー,就活に関して必要以上に悩みすぎてる,https://Twitter.com/KarcKsu/status/1453278060078321679,2021-10-28
メカ健康犬メイド,就活やだすぎる～,https://Twitter.com/contents_conten/status/1453267960806653952,2021-10-28
TLC,就活まじ病みそう,https://Twitter.com/leaf_hobby/status/1453266063232323586,2021-10-28
はしもと,就活しないともうやばいらしい,https://Twitter.com/_viewoftheworld/status/1453257391013875716,2021-10-28
廃陣(はいじん),はぁ就活嫌や,https://Twitter.com/haiginn_1107/status/1453252909093826565,2021-10-28
まどんこ,就活嫌すぎて就活始めそう,https://Twitter.com/mdk_rose/status/1453233143696269316,2021-10-28
宵姫🦋☄️🐑,まじで余計なことに絡まれたせいで就活が上手くいくのか不安でしかない,https://Twitter.com/IBptt/status/1453233131134271496,2021-10-28
残念な女,"はああああもう就活嫌だなあ
面接わけわかんないこと言っちゃったよ！！",https://Twitter.com/Miyabinn_owo/status/1453223970199818251,2021-10-28
真空,就活鬱,https://Twitter.com/SprechchoR22/status/1453211133473484804,2021-10-28
ぴーなっつ,そろそろ就活をしなければいけないのだけど、自分が何をしたいのかよくわからない。。,https://Twitter.com/peannnuts/status/1453209364806782979,2021-10-28
ﾐ,名古屋嫌すぎて就活は名古屋でしない絶対関西行ってやる,https://Twitter.com/mmk_48mi/status/1453202846631874560,2021-10-28
姪🥺,私はもう就活無理です...,https://Twitter.com/__salxd_/status/1453195943197634560,2021-10-28
田中タカシ,もう就活嫌だ、、,https://Twitter.com/TanakaRily/status/1453183249274970114,2021-10-28
りん23卒,経験も全然無いので、色々教えて下さい。 #23卒 #就活,https://Twitter.com/rinno23dayo/status/1453177943144939523,2021-10-28
さけもち,就活考えてるけど、どの業界が今後いいとかわかんない,https://Twitter.com/nemuli_nu/status/1453173337438318592,2021-10-28
まり,就活辛いー,https://Twitter.com/jtmjdjgt/status/1453173190021115906,2021-10-28
けんちゃみ,まじ就活したくなさすぎて病む,https://Twitter.com/yasui__sumo721/status/1453166198376464384,2021-10-28
なんちゃってセンチメタル,就活失敗したんじゃ…って不安になる,https://Twitter.com/R2_9_27/status/1453163928893071362,2021-10-28
さくやねこ3号,"就活…難しい…
#さんたのすぱいす",https://Twitter.com/sakuyanekomk03/status/1453161892189401092,2021-10-28
気流＝風向+相当温位,まじで就活無理,https://Twitter.com/L3KMtp0O6s2LD8e/status/1453161687796764674,2021-10-28
★4月内定★裏ワザ就活★メロン,"ESは、書くものではなく、出すもの！
(`･ω･´)

悩んでないでエントリーシートは早く出す！",https://Twitter.com/saranarutakamim/status/1453499265561464832,2021-10-28
タカボン,エントリーシートを書け！,https://Twitter.com/okmttky0628/status/1453386994860527620,2021-10-28
ぱいなぽー,"esをエントリーシートって読んだわ
もうダメだ今日",https://Twitter.com/teardream_song/status/1453269577383698441,2021-10-28
ふぃりな❄🐎 ,エントリーシート書かないと,https://Twitter.com/filina_yami/status/1453210098851979269,2021-10-28
しがないアラサー,全部書類選考通った〜面接だり〜がんばるかぁ。,https://Twitter.com/xox_sakeno1/status/1453509239352164354,2021-10-28
梓,嫌だグループ面接ほんとに嫌だ,https://Twitter.com/Azusachanchan/status/1453508076326121476,2021-10-28
めりーさん🐑🐺,面接ノート何書けばいいか分からないから誰か教えて,https://Twitter.com/merrysan0530/status/1453506454321709062,2021-10-28
風俗店　店長,"面接して当日に
辞めますって
やっぱり不安なのかなぁ⁉️",https://Twitter.com/Calm97393696/status/1453420330257510401,2021-10-28
エロメンコ会,今度までに面接のやり方決めとかなきゃな,https://Twitter.com/eromenko_sv/status/1453392759851679748,2021-10-28
推薦入試あるある,"面接って

結局何したらいいか

わからない。",https://Twitter.com/sr4454/status/1453378530570489868,2021-10-28
ひじき,明日面接なのに履歴書の志望動機が上手く書けなくて詰んでる,https://Twitter.com/hzk_agepan11/status/1453374392658845699,2021-10-28
じゅん,誰か助けてほしい　面接ってどうすればいいんだ❓(？),https://Twitter.com/_jun_san_/status/1453368406065827847,2021-10-28
♯,面接だる,https://Twitter.com/Tuna_kami/status/1453360994256781319,2021-10-28
たかはし,面接無理……まじで無理……,https://Twitter.com/waaaaalnut/status/1453356302852243457,2021-10-28
シロミ～ト。,"面接練習やってるけど不安しかない
めっちゃ噛むしノートに書いてないやつ言われたらワケわからんことしか言えないしあ～～～もう無理かもしらん",https://Twitter.com/Siromi_to/status/1453354435405508610,2021-10-28
キョノ,性癖聞かれる面接なんて嫌だな笑(わからなくてもいいんじゃないか…),https://Twitter.com/KyoNorukue/status/1453353432224452614,2021-10-28
りんご@3y4m♀8m♀,そろそろ幼稚園の願書読まなきゃ〜〜もらったまま開けてない…やばいやばい。果たして面接ちゃんとできるのか…いや無理だろうな…,https://Twitter.com/09ymgstym22/status/1453351574365872141,2021-10-28
人権がない,明日面接です無理です〜〜〜〜〜！！！,https://Twitter.com/3___Sand/status/1453314139581861891,2021-10-28
kou,面接無理すぎて病みそう,https://Twitter.com/kou_01122/status/1453312378599211015,2021-10-28
うい@ひかる,面接いややなー,https://Twitter.com/mrk_ui/status/1453307714319392770,2021-10-28
鮭,面接結果を教えてくれ〜,https://Twitter.com/sake_sa1mon/status/1453302217180696576,2021-10-28
SamiKo🌻推しはいいね,面接へのメンタルが無さすぎて泣いてしまった,https://Twitter.com/SaMi_X_rabui_25/status/1453301402579705862,2021-10-28
𝐴𝑖𝑟𝑢,面接練習ダメダメすぎて嫌になりそう、ぼむぎゅ助けて,https://Twitter.com/Ai_gyu3/status/1453300893672148996,2021-10-28
ひまわり(・ε・),もーやだ、面接やだ。できない,https://Twitter.com/sunny_marinba12/status/1453300649404293131,2021-10-28
Ignes@10月後半までゲームとお別れ。,面接難しすぎて無理😇,https://Twitter.com/Ignes_xx/status/1453296041332248585,2021-10-28
しんちゃん？,面接結果不安すぎて震える,https://Twitter.com/KONLosLos/status/1453295585474322437,2021-10-28
もも,なお行けるかは分からない、全ては面接次第…,https://Twitter.com/chipm_dale/status/1453295089682419712,2021-10-28
あんず💎🐇,いいから面接いかせてくれ,https://Twitter.com/annzu_1234/status/1453292326131015687,2021-10-28
ゆずきち,嫌だ嫌だ自分が応募したオシャレすぎるイタリアン面接嫌だ嫌だ人見知りなんだもの,https://Twitter.com/gyouzahaumaiyo/status/1453290338639130627,2021-10-28
bb,"明日面接だけど、志望動機が…
同業他社の中からなぜ御社なのかがどうにも難しい",https://Twitter.com/Rs12825674/status/1453287920069132302,2021-10-28
死=͟͟͞͞願=͟͟͞͞ちゃん💉病み垢長女💊,"面接明後日だわー
何聞かれるんやろ…誰か教えてください！",https://Twitter.com/shigan_4274/status/1453284694246797313,2021-10-28
R̶h̶y̶e̶,校長面接やだな……怖い,https://Twitter.com/Rhye_dope/status/1453282990876934151,2021-10-28
うっち,面接苦手すぎてダメ(´；ω；｀),https://Twitter.com/hiro_piroki/status/1453282372628144131,2021-10-28
Yu,来週ウェブ面接だ怖い怖い怖い,https://Twitter.com/yuukn821/status/1453281711547166726,2021-10-28
ｹｹﾞ,面接オワタけど10000%無理無理左衛門,https://Twitter.com/kagetukiiiiiiDX/status/1453278394414678027,2021-10-28
無名の無職さん,面接？終わった、うーん悩む…,https://Twitter.com/change18mu/status/1453268683468517378,2021-10-28
はあ、好き,やべえやべえ面接の電話きたやべえ髪の毛どうしよ！！！！,https://Twitter.com/YLUVNYN/status/1453267080795631616,2021-10-28
まる@11月まで低浮上,あーーーー面接嫌すぎる,https://Twitter.com/onlh_/status/1453266611847172098,2021-10-28
シェリーさんだよ,こんばんわ 明日面接です いやです,https://Twitter.com/jirasama_shelly/status/1453264257232130057,2021-10-28
🥀はる🥀,明後日面接〜いやだな🥲,https://Twitter.com/cosme_pien/status/1453261432213151749,2021-10-28
ｴｰﾝ；；；；,"図書室で志望理由書書きます
はい。面接練習しんどい。
一番できなかったのは何かって？志望理由です！！！！！！！ﾀﾞﾒﾀﾞｺﾘｬ",https://Twitter.com/ponkotsu_e____n/status/1453260956289708039,2021-10-28
えり,しみじみ面接は苦手や,https://Twitter.com/simeno_yuki/status/1453258883703713794,2021-10-28
せおいもみじ@禁酒とは？,SSAのチケの日に限って面接、、また取れるかわからない不安、、,https://Twitter.com/momizi_cos__/status/1453257018706472960,2021-10-28
べにさん,面接やだぁぁぁぁぁぁぁ,https://Twitter.com/Mad_kurenai/status/1453253304331509763,2021-10-28
\エビ天/（けいけい),もう面接練習で病みそう,https://Twitter.com/ebi_cps/status/1453253124513271808,2021-10-28
はっつぁん,4時から面接だわ 不安だわー,https://Twitter.com/hattsan_1019/status/1453245925883850768,2021-10-28
そうてぃー,面接きつかった....,https://Twitter.com/jGffa2EbF9K9tTT/status/1453244560642019343,2021-10-28
YuSa,"検証結果
対策0で面接はきつい",https://Twitter.com/AOooooots/status/1453244270006185991,2021-10-28
