ユーザーネーム,テキスト,URL,日付
ちさ,"就職できる気がしねぇ〜
どこ受ければいいのか分からない",https://Twitter.com/cs_knk/status/1418975834099040270,2021-07-25
もじお,やだよ〜就職怖いよ〜……面接もやだよ、一般常識もいやだよ、(わがまま),https://Twitter.com/toki_sousa/status/1418961213778796561,2021-07-25
ちゃこ,"自分の将来に漠然と不安を抱いています。
就職とかどうなるのやら…",https://Twitter.com/chac_o0o0o/status/1418953454756696068,2021-07-25
うりゃりゃダゾ,関西にいい就職先ないですかね。,https://Twitter.com/mikim_0705/status/1418952774935588868,2021-07-25
サトリ,就職きつくね,https://Twitter.com/satori_up10/status/1418950721047760906,2021-07-25
東尾 神沙映月ちゃんラブ💕🇸🇻,就職が運ってのはなんとなくわかるな,https://Twitter.com/higasio124/status/1418937269919043586,2021-07-25
あいあい,……就職、不安だぞ！！！！これはやべぇ頭が足りない,https://Twitter.com/syumiaka_I_1412/status/1418934738857852928,2021-07-25
社不,就職って僕には無理じゃね？,https://Twitter.com/1818610f/status/1418925671473192970,2021-07-25
よぎこっぺぱん,就職が嫌なんじゃない、そこまでの準備が面倒なんだ。,https://Twitter.com/yogi_mar/status/1418914506416267272,2021-07-25
はし,"普通に就職する方がいいんかな、
わからん🌀🌀🌀",https://Twitter.com/bhxx33m__p/status/1418914019570749447,2021-07-25
いちえぬ bot,立体無理＿|￣|○　就職できない＿|￣|○,https://Twitter.com/bot1nrt/status/1418902302270832656,2021-07-25
たかき,就職に関しては無理に早く決めようとして失敗するなんて嫌だな,https://Twitter.com/nyoronyoronmun/status/1418876107441405952,2021-07-25
たま。,就職難ってつらいね,https://Twitter.com/daiana_orion/status/1418869062185148419,2021-07-25
アミカ・ジ・エンド,就職できる気がしない,https://Twitter.com/a_y25k/status/1418844242374451202,2021-07-25
就活❗❗❗,就職無理だろこれ,https://Twitter.com/2sai_na/status/1418834859565281280,2021-07-25
ぐれーすくん,モニター欲しいけどどうせ就職で引っ越すしなーでめっちゃ悩んでる,https://Twitter.com/DJSOUMMK/status/1418806560495652868,2021-07-25
さやか,本当、嫁ぎ先、働くところ無さすぎてヤバい。どうしよう。まじで就職出来なさそう。つらい。,https://Twitter.com/pnkt1213/status/1418799766981341187,2021-07-25
オサダ@吃音,就職決まった！が、しかし！将来への不安でいっぱいなのである！,https://Twitter.com/he1p333/status/1418787687482368001,2021-07-25
もしもし鉄朗だbot,"もしもし黒尾です、…はい。
…進学か、就職、…はい…分かってます…",https://Twitter.com/tetsurouda_bot/status/1418787676954644481,2021-07-25
ももうさぎ🐰,就職も就活もわからん,https://Twitter.com/egg7MTR26/status/1418777842372866048,2021-07-25
ぴよまめ₍ᐡ o̴̶̷̤ ̫ o̴̶̷̤ ᐡ₎🛥🦈,どうしようまだ初日だし半日しかいてないから分からんけど実習先が良すぎて就職悩む,https://Twitter.com/piyomame_prsk/status/1418774420345163777,2021-07-25
赤井,就活垢とかの馴れ合い苦手すぎて無理,https://Twitter.com/yamauch_19/status/1418981964351221760,2021-07-25
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1418967299990622213,2021-07-25
ヨダーランドஐ 与愛団 🐹,ペレイラはマジで就活頑張らんとヤバいよ？,https://Twitter.com/yodaaland/status/1418962690677125126,2021-07-25
そよこ,"マジ就活不安
何をどうしたらいいのかわからない。月曜日相談に行こうかな…",https://Twitter.com/VIJ88PgdVsBMCfC/status/1418938643864068106,2021-07-25
コミュ障botさん,（´-`）.｡oO（就活嫌だな…),https://Twitter.com/komyu_bot/status/1418933760083496972,2021-07-25
ほむら,就活嫌すぎる,https://Twitter.com/Homura_2425r/status/1418932125647052803,2021-07-25
ㅇ,なんで就活で悩む前にバイトで悩んでんの,https://Twitter.com/Q1nYy/status/1418917309436076033,2021-07-25
人間やめたい,"来週からまた就活って考えたら病む病む
一生ニートでおりたい〜",https://Twitter.com/ningenyametai9/status/1418914327420145673,2021-07-25
なおみん♡,就活いやや...,https://Twitter.com/pop_and_sweet/status/1418893484094808066,2021-07-25
就活イレブン,就活が辛いなら、辛いのごと楽しめばいいんだ！,https://Twitter.com/syuukatu_eleven/status/1418891112354308101,2021-07-25
@22卒 みずき,そろそろ本気で就活しないとヤバい、、,https://Twitter.com/mizuki_mizu_333/status/1418888316104052736,2021-07-25
