ユーザーネーム,テキスト,URL,日付
𝒴𝒰,就職いやだな,https://Twitter.com/__live_in_jpn/status/1464227444232429570,2021-11-27
はるたす🏰🕛,将来不安すぎて今すぐ就職したいとかか思う程度には不安。,https://Twitter.com/harutas_2nd/status/1464217226681090048,2021-11-27
柘ダイセン@（、ン）,誰か講談社に就職しろ,https://Twitter.com/shaul_shanfro/status/1464203898235719690,2021-11-27
イツキ@24卒,何で就職するのかとか分からん、金がないから,https://Twitter.com/cp0widp/status/1464191041540530195,2021-11-27
あかぱた,なんかいい就職先ないかなぁ,https://Twitter.com/poizunmisuto/status/1464179744421801993,2021-11-27
いちま,"別に

就職の為じゃないから

どうでもいいんだが",https://Twitter.com/ICHIMA_88/status/1464150302924230657,2021-11-27
A ショータロー,"就職先どうしようか…
めっちゃ悩んでます😓",https://Twitter.com/A70242958/status/1464147386280775688,2021-11-27
花浜紫檀,就職できるのかという不安と、就職できてもそもそも週5で活動できるのかという不安がある,https://Twitter.com/ruri_murasaki/status/1464139641653645312,2021-11-27
うみ,ダメだ、就職できる気がしない,https://Twitter.com/umithe390/status/1464138688187666434,2021-11-27
み,"せっかくの就職も喜んであげられない
死にたい
全てにおいて不安",https://Twitter.com/4fJkyGAKz6E6KqY/status/1464133886787534849,2021-11-27
ソロ,とりあえず就職まで1歩進んだ,https://Twitter.com/sorobakiumu/status/1464129874621198338,2021-11-27
弟切墨,就職できる気がしな〜〜〜い,https://Twitter.com/otogiri_sumi/status/1464106087456542723,2021-11-27
ぴのっくす！,あーーーーーもうわからん就職むり,https://Twitter.com/2n_oxx/status/1464105143196995584,2021-11-27
"推しのデート現場目撃したい🐶18,19,25,26a!",まじ就職…わからんんん,https://Twitter.com/wanko03moti/status/1464096075367665671,2021-11-27
吉田ランキング,Cygamesさんに就職しよう！,https://Twitter.com/unkeiknown/status/1464086569204125698,2021-11-27
🐑,"パンプス脱げそうで笑ってるヤバいかもね
就活時やばいか…？",https://Twitter.com/kuma46_/status/1464381318720999428,2021-11-27
コミュ障botさん,（´-`）.｡oO（就活嫌だな…),https://Twitter.com/komyu_bot/status/1464375424734363648,2021-11-27
ぴえこ🥺ྀི,就活が不安だな……,https://Twitter.com/pieko0000/status/1464303802173984768,2021-11-27
みむちん,就活結局、何したらいいのか分からない,https://Twitter.com/Kyuen_man/status/1464289286686007299,2021-11-27
ゆきみ@23卒就活垢作った,就活しんどい！,https://Twitter.com/yuuuumiki0422/status/1464268639566061572,2021-11-27
帆,就活進んでる？？,https://Twitter.com/i2m3v1/status/1464266164557664256,2021-11-27
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1464265699061551107,2021-11-27
JDさや,就活嫌だなぁ,https://Twitter.com/saya_off/status/1464252513733939209,2021-11-27
神丸(若干多忙),わからん！！もうわからん！！就活の時期がわからん！！,https://Twitter.com/gamimonyu_510/status/1464249194072338435,2021-11-27
🌻マユユン🌻,就活、ムズイ,https://Twitter.com/mayuhasu0726/status/1464247424772231177,2021-11-27
OBちょます,やばい、就活動機が不純すぎて志望動機が何も書けん,https://Twitter.com/sin45cos90secon/status/1464246245665378312,2021-11-27
悠太,就活よりしんどいな,https://Twitter.com/yuuta_0924umi/status/1464236411217801217,2021-11-27
石榴ちゃん。,就活辛いもうわからん,https://Twitter.com/zakurochan_ote/status/1464232160349794304,2021-11-27
兄さん,ES書いてるとおかしくなる、就活やめたい,https://Twitter.com/nisan23_0612/status/1464230815332593665,2021-11-27
清水光樹,就活はいやだー！,https://Twitter.com/mi_tsu_ki_0123/status/1464230804003848200,2021-11-27
カトウリョウセイ,うーん本格的に就活やばいぞ、焦ってきた,https://Twitter.com/xsSXy3aCBxKQX1A/status/1464230410758463492,2021-11-27
みずたま,う〜〜就活よりしんどい、、🥲,https://Twitter.com/mizutama_o0/status/1464227668337909770,2021-11-27
ラパラパ,就活、僕は嫌だ,https://Twitter.com/rapanogi0812/status/1464221196380098560,2021-11-27
紬,就活しんどすぎるう,https://Twitter.com/i9um_0/status/1464201690945495047,2021-11-27
ひなこ,マジで就活できねえ,https://Twitter.com/h_bijin3/status/1464199690753220614,2021-11-27
就活おじさん（就職活動のエキスパート？）,今日も誰かの役に立てているといいな。 #就活,https://Twitter.com/shukatu_ojisan/status/1464193065942667266,2021-11-27
大塩平八郎,就活の時並みにしんどい,https://Twitter.com/nobu_oyama/status/1464185621321175043,2021-11-27
おもち,就活も将来も心配すぎて不安不安マンになってしまった、、何もかも投げ捨てたい🥲無理無理うわん😢,https://Twitter.com/mounetaindaga/status/1464185591256412163,2021-11-27
Danger!!/でんじゃー a.k.a. 危険さん,就活無理すぎて死ぬしかない,https://Twitter.com/Danger_2405/status/1464178128612298756,2021-11-27
con,初めてES書いてるんだけど難しすぎる…就活生ってすごい,https://Twitter.com/qzcllx/status/1464174403399213058,2021-11-27
なおみん♡,就活いやや...,https://Twitter.com/pop_and_sweet/status/1464168518707212288,2021-11-27
えま,"就活辛く苦しすぎる
てか始めるの遅すぎたうううう🥺",https://Twitter.com/EMMA_TiN/status/1464167425889374213,2021-11-27
あんこ☻,もう就活しんどい…,https://Twitter.com/koji_snowisland/status/1464166056243576833,2021-11-27
リソリソ,やだやだー就活やだー,https://Twitter.com/rinrin5_3/status/1464152143342948361,2021-11-27
どこにでもいるおたく,"既に就活しんどくて無理＿(　_ ll""._.)_ﾍﾟｽﾞｰﾝ",https://Twitter.com/emptyworld_93/status/1464146802488197123,2021-11-27
𝔂♡,IT業界やだむりやめたい無理無理無理無理無理20卒で就活失敗って人生失敗ではないか☆,https://Twitter.com/rarakoooo/status/1464145756156153859,2021-11-27
てー,就活しないとやばそうで焦る,https://Twitter.com/1016funcargo/status/1464142333063012354,2021-11-27
モリモリ添加物,アンケートで就活の選考に進む上での不安点の欄、選考日とINIの供給日被らないか不安 って書いてもいいー？,https://Twitter.com/kyosukedog/status/1464124370213748739,2021-11-27
さちにゃん♡,就活つらい〜,https://Twitter.com/5O96O/status/1464122260646547459,2021-11-27
サク,就活しんどい〜,https://Twitter.com/makersaku/status/1464121611523559426,2021-11-27
IC@22卒NNT,"ゼミしんどいけど楽しい
就活しんどいだけ",https://Twitter.com/IC22NNT1/status/1464121382422253568,2021-11-27
おにく,人格否定され続けるから就活めっちゃつらい、、助けて、、,https://Twitter.com/dios_muchu/status/1464106186500833286,2021-11-27
もぢゅ！,誰か一緒に就活しよどの地域でもいいからとにかく就活始めよ誰かトゥギャザー,https://Twitter.com/hiromzk/status/1464089784431693826,2021-11-27
ダメな就活生bot,"志望動機が思いつかない
#就活",https://Twitter.com/bbbot13/status/1464080426503647232,2021-11-27
Egoista,"あ""あ""あ""やだ就活やだ｡ﾟ(ﾟ´ω`ﾟ)ﾟ｡",https://Twitter.com/f_Ego_0819Q/status/1464027576196689926,2021-11-27
𝑺𝒊𝟏𝒗𝒆𝒓𝒚_𝑻𝒓𝒆𝒆🌴🐴@11/27 #KTDI,就活、何もわからん,https://Twitter.com/Si1very_Tree/status/1464024487418945538,2021-11-27
モラトリアム期bot,エントリーシート書かなきゃ,https://Twitter.com/fuck_relations/status/1464295063744581632,2021-11-27
コバ🤜💥🤛,"もっとインターン行こ！
エントリーシート通るコツ誰か教えて〜笑",https://Twitter.com/r9sKMFXSoEbB2rf/status/1464272367513849856,2021-11-27
★4月内定★裏ワザ就活★メロン,"ESは、書くものではなく、出すもの！
(`･ω･´)

悩んでないでエントリーシートは早く出す！",https://Twitter.com/saranarutakamim/status/1464265163184701440,2021-11-27
PeeKaBoo,エントリーシートを書かないといけない,https://Twitter.com/exit_step/status/1464237923109244929,2021-11-27
