ユーザーネーム,テキスト,URL,日付
いちえぬ bot,立体無理＿|￣|○　就職できない＿|￣|○,https://Twitter.com/bot1nrt/status/1445892453068783624,2021-10-07
メンヘラ辛いさんbot,就職先が見つからなくて辛いです…,https://Twitter.com/tsurai__desu__/status/1445878788831604746,2021-10-07
ニカワ,就職先の決め方わからなすぎる,https://Twitter.com/0803amatou/status/1445795055126532102,2021-10-07
府大高専_bot,Aに進んでも就職先がそんなになくてみんな悩む,https://Twitter.com/OPUCT_bot/status/1445786842884833283,2021-10-07
のどか,後半年で就職決まるのか超不安すぎる,https://Twitter.com/nodokabuchi/status/1445757263889657858,2021-10-07
Hoshi🌟D−28,あーもう色々悩み過ぎてやばい。就職😡,https://Twitter.com/hoshi___diary/status/1445755973914660874,2021-10-07
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1445753373727215623,2021-10-07
りんごあめ,わかってるけどわかってるんだけど知らない街で就職するの怖い,https://Twitter.com/palette_kinako/status/1445752240182992909,2021-10-07
のん,こんなんで就職できるんかなあ(；；)不安しかない,https://Twitter.com/neko_kawaii0422/status/1445726586704044044,2021-10-07
ジル,私も難病持ちじゃなければ、海外に就職できたんだ。。。つら。。。,https://Twitter.com/CosZr/status/1445704736884203534,2021-10-07
☪·̩͙いらくん໒꒱· ﾟ,"就職先を決めないけんのに、何も無い
誰か助けてぇぇぇぇぇ！",https://Twitter.com/ira_dayo/status/1445673206359027714,2021-10-07
c,今回で無理なら東京に就職は諦めます,https://Twitter.com/c109_oor/status/1445669962245296130,2021-10-07
𝚉𝚘𝚝𝚝 𝙱𝚘𝚖𝚖𝚢,就職・活動難しすぎるな,https://Twitter.com/zobomi/status/1445667673820393475,2021-10-07
macaron,"自分は何をしたいのか、何ができるのか、何がしたくないのか、何ができないのか
それがわからないから就職できない",https://Twitter.com/macaron86896917/status/1445649772992352260,2021-10-07
