ユーザーネーム,テキスト,URL,日付
マンボウ系男子,就職活動が辛くて辛くて泣いちゃう。#マンボウ系男子,https://Twitter.com/manbou_boy/status/1435379607197388806,2021-09-08
あお,今辞めたら次の就職難しいかな……,https://Twitter.com/ao_109n/status/1435376389184622593,2021-09-08
森野@人権はない,"やばいマジで進路どうしよう
12月までには就職決めなきゃ
最近ほんとに焦りがやばくなってきた",https://Twitter.com/MORINOYURINE/status/1435375619861217284,2021-09-08
saki,就職試験17日で少し焦ってる,https://Twitter.com/abGGsaki/status/1435372104736591881,2021-09-08
🍮ポンキチ🍮,"北海道から上京するならどこ住めばいいんだろう
家どうしよう 就職先どうしよう
他にもいろいろ難点しかない
誰か教えてーな",https://Twitter.com/ponkiti1111/status/1435360786470215683,2021-09-08
メンヘラ辛いさんbot,就職先が見つからなくて辛いです…,https://Twitter.com/tsurai__desu__/status/1435331790982451202,2021-09-08
すけit,就職まじで怖いよな,https://Twitter.com/sukeltA/status/1435300252391657476,2021-09-08
ZYU,長友はこれで中国にでも就職できるといいな。,https://Twitter.com/scsyw_panda/status/1435282422069821440,2021-09-08
🦕はるた🦖,就職とか無理やめてほしい,https://Twitter.com/haruta_auo/status/1435267100881219584,2021-09-08
さのすけ,就職試験しんどい,https://Twitter.com/SanosukeRoad/status/1435247228910669827,2021-09-08
ふる👍,どこに就職するか延々と悩んでしまう,https://Twitter.com/hurukami739/status/1435239784633417732,2021-09-08
Nao*,俺の就職先誰か決めてくれ。,https://Twitter.com/nao531095/status/1435228642938740742,2021-09-08
山,いいとこに就職できそうですわぁ,https://Twitter.com/yamaMGS/status/1435215278783139845,2021-09-08
クスノ,小野は就職先探した方がいいよ,https://Twitter.com/kusuno18/status/1435209137973911558,2021-09-08
口悪さん,まぁ、私は就職できればどこでもいいんで？？(嫉妬),https://Twitter.com/hibinohakidashi/status/1435201184449527812,2021-09-08
越川@奇数,"就職かぁ。
俺には難しそう",https://Twitter.com/dendaikoshikawa/status/1435171718390116352,2021-09-08
