ユーザーネーム,テキスト,URL,日付
マンボウ系男子,就職活動が辛くて辛くて泣いちゃう。#マンボウ系男子,https://Twitter.com/manbou_boy/status/1431031116425666562,2021-08-27
天鰤ッジ,マジで大阪か名古屋かどっちに就職するか悩んでる,https://Twitter.com/TEN_bridge246/status/1430979342939475970,2021-08-27
餃子食べるマン,就職するの嫌すぎて死にたい,https://Twitter.com/q0qbFGCLzCUnMQW/status/1430951922836467713,2021-08-27
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1430925669781819393,2021-08-27
なゆ,進学か就職か…悩む,https://Twitter.com/nnayu_n/status/1430914025919967232,2021-08-27
観凪＠省エネ運転,やっぱり就職できるか不安だよフォロワー（深夜の泣き言）,https://Twitter.com/Minagi_Ttekita/status/1430906221037453318,2021-08-27
Mr.ゆうて,就職やだな,https://Twitter.com/yuu_teya/status/1430885728620212224,2021-08-27
自称名探偵約100人のバカ顎たち,一留慶應と無留MARCHどっちが就職いいのかな,https://Twitter.com/IlIlIIIlIllIlll/status/1430884758347608065,2021-08-27
Yuri Mikawa,就職先超悩むな…,https://Twitter.com/yurimik217/status/1430875230877020169,2021-08-27
☆𝐚𝐲𝐚𝐧𝐨☆,"就活が大学受験の時みたいになりそうで不安しかない
国家試験落ちるのも嫌だけど就職できないでフリーになるのも嫌だ",https://Twitter.com/moririn_love/status/1430874520055816197,2021-08-27
ピヨ🐥,"就職、どうやって決めたらいいの！？
助けてー",https://Twitter.com/iNi2TcWvvwt65nI/status/1430849133095440385,2021-08-27
戯言広場,こんな大変な事しないと就職出来ないの死,https://Twitter.com/zaregotohiroba/status/1430842033749467137,2021-08-27
aaa_,ｲｿﾀｰｿﾂｯﾌﾟで十分つらいので就職できるわけない,https://Twitter.com/kwr_265/status/1430815155114237954,2021-08-27
いちえぬ bot,立体無理＿|￣|○　就職できない＿|￣|○,https://Twitter.com/bot1nrt/status/1430762876025798659,2021-08-27
Aです。,この時期の就職活動ほんとにしんどいな,https://Twitter.com/aukt_l/status/1430748600519204867,2021-08-27
かすてら屋さん@ニキ好き,え？おれ就職できるの？無理やろ。,https://Twitter.com/KastellaFleet/status/1430738523309576193,2021-08-27
