ユーザーネーム,テキスト,URL,日付
ひよこ,就職できる気がしない,https://Twitter.com/patapatayarou/status/1481044073431846915,2022-01-12
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1481033326584803330,2022-01-12
えるまりん❤️‍🔥,就職どうしようか,https://Twitter.com/S_elmalin/status/1480909734513635333,2022-01-12
なな,就職もできるか分からないのにな,https://Twitter.com/na_rr24/status/1480900720304205827,2022-01-12
府大高専_bot,Aに進んでも就職先がそんなになくてみんな悩む,https://Twitter.com/OPUCT_bot/status/1480878227862482948,2022-01-12
Hagane Nitta,今年はもっちゃんの就職祝いできるといいなあ,https://Twitter.com/mobile_NEET/status/1480841236856840192,2022-01-12
d('∀'*),"うーん、
就職できるならしたいけど
難しい",https://Twitter.com/Kira__314/status/1480804406740545537,2022-01-12
生きてない,就職ってこんな難しいとは、昔思わなかったんだわ…,https://Twitter.com/Ghost_ship0/status/1480784660682932226,2022-01-12
ハム羽,就職のことなんもわからんくて怯えてる,https://Twitter.com/popopopo_hato/status/1480781082463457282,2022-01-12
くそショタP,今の段階で就職向いてないことくらい自分が1番分かってる,https://Twitter.com/KENZOKUCHANWWWW/status/1480774740214415361,2022-01-12
めいぷる,就職先とかマジでわからなすぎる,https://Twitter.com/YzMaple_/status/1480743740402995200,2022-01-12
宙,就活の前に自分の特性がわかってよかったな〜,https://Twitter.com/_mypace1/status/1481046888791310338,2022-01-12
コミュ障botさん,（´-`）.｡oO（就活嫌だな…),https://Twitter.com/komyu_bot/status/1481045469577216002,2022-01-12
マイル,"23卒なのに就活全く手をつけてない
もう分からんしできない無理かも",https://Twitter.com/kaitei5manmairu/status/1481027017219129344,2022-01-12
小熊猫(レッサーパンダ),就活やだ就活やだ就活やだ,https://Twitter.com/lesserpanda_v/status/1481015834894282752,2022-01-12
r❤︎,就活しんどいしだるすぎて無理。バヒエのメンタル欲しい。,https://Twitter.com/_VoV_1103/status/1481001529373241344,2022-01-12
ダメな就活生bot,"志望動機が思いつかない
#就活",https://Twitter.com/bbbot13/status/1481000425906409472,2022-01-12
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1480995976504811520,2022-01-12
·͜·,ううう就活むずい何が正しい結局運とはわかってるけど不安しかない,https://Twitter.com/pmgt369/status/1480993529824686081,2022-01-12
しゃらら🐧,そして襲いかかる就活(ES締切やばい),https://Twitter.com/pengintoissho/status/1480951028996800512,2022-01-12
つきの,就活もだよーなんでこんなに悩まなきゃいけないんだよー,https://Twitter.com/b_I_a_c_k_/status/1480939185603489793,2022-01-12
白犬さん@多忙,"あ病んでないです！元気です！

就活は嫌だけど……",https://Twitter.com/shiroinu53/status/1480937660898476035,2022-01-12
るーあ,就活しんどーーーーい,https://Twitter.com/kuromuzu_cc/status/1480930975576391680,2022-01-12
なかつ,あー就活どうしよう、、,https://Twitter.com/nakatsu420/status/1480919006463012871,2022-01-12
アカディア,出願が1番難しい 就活なんてもう出来ないかもしれない,https://Twitter.com/akzw_quiz/status/1480917228669538304,2022-01-12
