ユーザーネーム,テキスト,URL,日付
🌗 原稿,ヤバイヤバイ 無事就職できるように祈っといてください 本当に,https://Twitter.com/urauraalola/status/1455215316795944962,2021-11-02
きぬ,"就職活動が不安で不安で仕方がない
という同士いませんか😭
本当に辛いです😭
DMくれたら喜びます、、、

 #23卒  #就職活動  #23卒と繋がりたい",https://Twitter.com/L8Xm3uXLPWLZvTF/status/1455180077042311169,2021-11-02
@なチは短足,無理無理無理、、就職とか考えられない。,https://Twitter.com/8mu_j/status/1455174445245480965,2021-11-02
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1455152809708437505,2021-11-02
続·ふりお🥞,就職先！！滅ぶからやめな！！！って教えてあげたい,https://Twitter.com/foorio/status/1455145004532260871,2021-11-02
hano,どこに就職しよう(´Д｀),https://Twitter.com/hn96533324/status/1455143225279205384,2021-11-02
yuduki,"分かってるよ今辞めたらきっと何にも残らないもの
次の就職なんて無理だよねぇ",https://Twitter.com/yuduki_sayama/status/1455142087620382725,2021-11-02
小骨ちゃん卍,就職先探すのやだよー,https://Twitter.com/sanpojjsato/status/1455119729664741376,2021-11-02
あやと,"で、就職どうしよう

ずっと悩んでる",https://Twitter.com/Ayato_daytrader/status/1455101985741426693,2021-11-02
ビッビレ:Q,就職かぁ…なんがいいんやろな,https://Twitter.com/p5llsm1s1t5/status/1455094337042219015,2021-11-02
きぬ,"どこにも就職出来ないのではないかと
不安すぎて気持ち悪い",https://Twitter.com/L8Xm3uXLPWLZvTF/status/1455092343409831938,2021-11-02
たに,就職先なんでもいいけどなんでも嫌だ,https://Twitter.com/me2bT7okSX5KQD6/status/1455031047679143937,2021-11-02
てぃもしー,就職するより辞める方が難しい,https://Twitter.com/timothee8192/status/1455016611635597320,2021-11-02
もしもし鉄朗だbot,"もしもし黒尾です、…はい。
…進学か、就職、…はい…分かってます…",https://Twitter.com/tetsurouda_bot/status/1454966029470167041,2021-11-02
だから死にたいbot,難関大学に入学出来たのに就活つらすぎて死にたい,https://Twitter.com/wannadie_bot/status/1455310946528677890,2021-11-02
暴言封印=嶋直紀,就活ｗ無理ｗ助けて♪,https://Twitter.com/TJSNaspe/status/1455239529887985668,2021-11-02
💎,就活しんど,https://Twitter.com/NfssdHq6WQlAdlC/status/1455202255703928834,2021-11-02
