ユーザーネーム,テキスト,URL,日付
国家,ﾁﾝﾎﾟｩの出し方わかっても元気の出し方わかんないから就職先もないし人生もない,https://Twitter.com/MhoXf/status/1481665186134040578,2022-01-14
しおん,就職関係の不安がどっどどどどうど,https://Twitter.com/shi_pkmn/status/1481634574396686336,2022-01-14
畠山美友,悩むなあ、就職、どう決めよう、,https://Twitter.com/h_miyu1120/status/1481602803546357761,2022-01-14
ラン子,就職できるといいな…,https://Twitter.com/miran_0x0/status/1481598602338131970,2022-01-14
ぴらさら,就職ほんとに考えたくないなにもわからない腐りたい,https://Twitter.com/pirasara_/status/1481597183787167750,2022-01-14
❤︎,そもそも就職できるかどうかもわからんのに大阪で就職するか東京でするか一生迷ってる,https://Twitter.com/__hsx0/status/1481566439249104901,2022-01-14
ずみちゃん,就職のこと考えるとつらくなるな,https://Twitter.com/zumi_0303/status/1481560350122147840,2022-01-14
チアシード大好き,"2年半後とか就職しとるわ
できるか分からんけど",https://Twitter.com/temple24324440/status/1481558712523583489,2022-01-14
はゔぁヲ┋‎𓊆飛躍教𓊇毎日跳んで空への1歩を掴みませんか┋把握大会よろしく🦛,"テストが3週間後らしいんですけどｵｵｵｵ
数学分からないんですよね、、、
就職の数学みたいなやつなんですけど、、、
だれか助けてくれたら飛んで泣きます",https://Twitter.com/Pa_ztmyoO0/status/1481525855352356864,2022-01-14
平戸銀杏,ここで死んでも頑張った結果ならそれでいい。ここで死ななくても就職できねばどうせ死ぬ。,https://Twitter.com/Icho_hirado/status/1481514501044604929,2022-01-14
¥310,関東就職悩まれてきた,https://Twitter.com/mitomito_com/status/1481499166279106560,2022-01-14
がおー🦖🦕,"就職嫌
大学嫌",https://Twitter.com/Gb3aJ/status/1481497662461718540,2022-01-14
中綿,絵の道に進むか就職か永遠に悩んでるまだ時間はいっぱいあるがな,https://Twitter.com/ZCo8o/status/1481493389900017664,2022-01-14
ああああ,就職つけたら変われると思うんだけどな、、なかなか難しいってのはわかってるんだけどなぁT^T,https://Twitter.com/ktktktk59/status/1481467665881661443,2022-01-14
Kenyu,"一浪一留は就職にどのくらい響きますか？
誰か教えてください。",https://Twitter.com/kenyu_0531/status/1481437010938060801,2022-01-14
鬱だ…死のうbot,就活…鬱だ…死のう,https://Twitter.com/utsu_shino_bot/status/1481769489540988929,2022-01-14
くれは観音,就活はしんどさしかなかった,https://Twitter.com/kureha_kannon/status/1481762569618862081,2022-01-14
メンヘラ辛いさんbot,就活から逃げてて辛いです…,https://Twitter.com/tsurai__desu__/status/1481755209785569283,2022-01-14
玲夢,就活の仕方が分からん,https://Twitter.com/ReReLove_0/status/1481739095596765185,2022-01-14
さやぴ。,結構がちで就活の仕方分からなくて困ってる,https://Twitter.com/nemu_nemu__2/status/1481717433551699968,2022-01-14
