ユーザーネーム,テキスト,URL,日付
けい,日本の就職面接を準備をして､今履歴書をどう書いた方がいいのか悩んでいる😭むずい……,https://Twitter.com/choco43403694/status/1482045418020442112,2022-01-15
かなめん@くそいんきゃが〜る,就職対策動画見る度鬱になるの分かってるのに不安で見ちゃうんだよな〜,https://Twitter.com/spm9z/status/1482012078709751811,2022-01-15
ポン酢♂,就職に不安しかない,https://Twitter.com/jiyuakadesu/status/1482007090218422274,2022-01-15
ﾅﾅｼ,今まで就職事務しか考えてなかったけどちょっと迷ってきてしまった。初めて進路で悩んでる,https://Twitter.com/774_na__/status/1481958716253814784,2022-01-15
🐑,"大学合格も就職もできる気がしなくて無理
勉強も苦手だし人付き合いも苦手だし何も出来ない無能でもう嫌",https://Twitter.com/2_iccp/status/1481911231544197122,2022-01-15
メンヘラ辛いさんbot,就職先が見つからなくて辛いです…,https://Twitter.com/tsurai__desu__/status/1481891083638689792,2022-01-15
ちゃらだ:v),あたいは就職で悩んでいる。,https://Twitter.com/kim_t9804/status/1481878447270301698,2022-01-15
錆 --sabi--,就職難しい,https://Twitter.com/_____sabiiiiii/status/1481873474188898310,2022-01-15
マンボウ系男子,就職活動が辛くて辛くて泣いちゃう。#マンボウ系男子,https://Twitter.com/manbou_boy/status/1481856012848365568,2022-01-15
ふろーらぁ,よく分からんけどseiraだるいから粘着マンに就職しようかな,https://Twitter.com/Flora_playerrr/status/1481833079497162753,2022-01-15
蘭 麺,無理だと分かってはいるがとりあえずフロム・ソフトウェア就職にむけて作ってる。無理だけど。,https://Twitter.com/noodle_mugi/status/1481828997080096773,2022-01-15
とんじる。1/30(日),"どこで就職すればいいんですかって！！！！！
聞いてるんですよ！！！！！
一生悩んでる！！！！！！！！！！",https://Twitter.com/d_mx8h/status/1481783145192366081,2022-01-15
超巨大あひる,ほんで就活全部無理なら多分教採も無理なんちゃうか……？？？？,https://Twitter.com/tagamochi_/status/1482106724438130689,2022-01-15
コミュ障botさん,（´-`）.｡oO（就活嫌だな…),https://Twitter.com/komyu_bot/status/1482087273869225984,2022-01-15
ダメな就活生bot,"志望動機が思いつかない
#就活",https://Twitter.com/bbbot13/status/1482057388496920576,2022-01-15
ケロ,就活なにもしてません助けてください🥺,https://Twitter.com/kerochan_dayo/status/1482052686933417984,2022-01-15
ダメな就活生bot,"やばい間に合わない！！
#就活",https://Twitter.com/bbbot13/status/1482042293200642056,2022-01-15
