ユーザーネーム,テキスト,URL,日付
いちえぬ bot,立体無理＿|￣|○　就職できない＿|￣|○,https://Twitter.com/bot1nrt/status/1479594496661016576,2022-01-08
Yosuke OKADA,もっとも、学芸員さんも就職難しいらしいですし。,https://Twitter.com/ellhgj/status/1479591493648236552,2022-01-08
sawa,もう就職栃木でいいか？,https://Twitter.com/nasuno_U389/status/1479510737169305601,2022-01-08
あらいさん,今年から就職やわ、半年もてばいい方やろ,https://Twitter.com/Panda_Araisan/status/1479442788156870660,2022-01-08
むらちゃん@ポカ坂46 NO.3 キャプテン(１ヶ月メッセ全員購読中),"コロナでひな誕祭行けるか不安！
加えて2月に就職先を決めるために関東行けるかどうかわからなすぎて不安！

マジやばくね？",https://Twitter.com/muratya_0215/status/1479401933857521670,2022-01-08
ちきん,就職つらいただ単に,https://Twitter.com/tikinmamasannda/status/1479369139563417602,2022-01-08
本髙雄登ｸﾝ,就職できたとしてもやっていけるかすごく不安,https://Twitter.com/nasu____yuto_/status/1479349140023046152,2022-01-08
上白石もも🎀,就職どーしよ…誰か助けて、,https://Twitter.com/sarapi_serapist/status/1479335995782828033,2022-01-08
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1479584191285436420,2022-01-08
チャーハン,はあ、就活つら、、,https://Twitter.com/OTDZXOKbIDZOWo8/status/1479529695159140352,2022-01-08
ほっしーメモ@心が元気になるツイートまとめ,"・焦って就活
・焦って断薬
・焦って筋トレ",https://Twitter.com/hossymemo/status/1479520576452829184,2022-01-08
とくりん,就活死ぬほど泣きたいわわかる,https://Twitter.com/hamham_603/status/1479517546458263554,2022-01-08
suekichi,"#23卒 
この時期の就活って何したらいいんだろ
ESもなにが完成と言えるのかわからないし自己分析もできてない気がするし不安しかない……",https://Twitter.com/SuekichiVlog/status/1479488644625104898,2022-01-08
®️,昼職の就活初めてすぎてまじでわからん、夜でしか生きてないけど夜動けないから辛い,https://Twitter.com/MgrnQv/status/1479487032678567938,2022-01-08
はる,就活無理死ぬ,https://Twitter.com/_haru_r/status/1479485608544567300,2022-01-08
みょんたこす　@福岡永住,就活どうしようねまったく,https://Twitter.com/Myon_Takoyakist/status/1479482608694468608,2022-01-08
コミュ障botさん,（´-`）.｡oO（就活嫌だな…),https://Twitter.com/komyu_bot/status/1479482597004967937,2022-01-08
なおみん♡,就活いやや...,https://Twitter.com/pop_and_sweet/status/1479471825809965057,2022-01-08
べっかむさん無能でごめんなさい𓀃𓀃,はあ就活やばーーーーい🥲🥲,https://Twitter.com/E_G_O_I_S_Ts/status/1479468860818747394,2022-01-08
soory,就活めっっっっちゃヤバい,https://Twitter.com/nogi_looooove/status/1479462376240193537,2022-01-08
ぽってゃま@23卒,ガチ単位やばすぎて就活できひん,https://Twitter.com/onsha_biglove/status/1479447273872723971,2022-01-08
𝚖𝚎𝚛𝚞️🦁🐾,就活つらくなったらやっぱりそくんだわ…( o̴̶̷᷄﹏o̴̶̷̥᷅ )本当に助けられてる。,https://Twitter.com/soma_kuunn/status/1479436763357925381,2022-01-08
丁_スエキチ❌1/23フレチ17,就活時に見るとつらいンゴ,https://Twitter.com/Daikichi_3141/status/1479434675513073675,2022-01-08
🥒れもねーど🌸🍋,"えーーんわかるぅ受験ってほんと辛い。でも就活もっと辛い(煽るな)

#VICTORYROADS #佐藤勝利",https://Twitter.com/H_somari_L/status/1479434452430655494,2022-01-08
就活イレブン,就活が辛いなら、辛いのごと楽しめばいいんだ！,https://Twitter.com/syuukatu_eleven/status/1479432337096327175,2022-01-08
大野 葵,夜は就活のこと考えない方がいい,https://Twitter.com/o_fion467/status/1479431876607897610,2022-01-08
53,就活進んで無さすぎて焦る,https://Twitter.com/tanaotama/status/1479425770896650240,2022-01-08
のん🐍🦦,就活死ぬほど嫌なんだが,https://Twitter.com/skrba_nn/status/1479422468800811011,2022-01-08
そらさん,就活の仕方がわからない...(？？？？),https://Twitter.com/Poco_00c/status/1479417553521098755,2022-01-08
たさき,就活したことないのでわからん,https://Twitter.com/tasaki_ku/status/1479415917113413634,2022-01-08
ダメな就活生bot,"志望動機が思いつかない
#就活",https://Twitter.com/bbbot13/status/1479414990138667014,2022-01-08
ゆかち,就活したことあるひとこの時期何したらいいか教えて😭😭なんもわかんないです,https://Twitter.com/okutaaaan_/status/1479410576925540354,2022-01-08
snn 顎変形症,就活無理すぎる,https://Twitter.com/pi02___/status/1479401248734707716,2022-01-08
𝙬𝙖𝙩𝙖,8月って就活だから無理だわ；；；；,https://Twitter.com/f_wata39/status/1479399795538423809,2022-01-08
夜野 しじみ,頭痛がしんどすぎて、就活に進めない。辛い。,https://Twitter.com/BibendumBBA/status/1479399753368862722,2022-01-08
からし@💛,もう就活何すればいいのかわからん,https://Twitter.com/karashi_inaba/status/1479398207176470532,2022-01-08
からし,"あぁ就活
なにをすればやら
わからない",https://Twitter.com/karashi_daigaku/status/1479398000485367810,2022-01-08
ひきこ森子,ただ分かる。就活は二度としとうない。,https://Twitter.com/tnk1636/status/1479395996602081281,2022-01-08
てるこ,就活無理吐く,https://Twitter.com/pad_milkyway/status/1479373392948396032,2022-01-08
ゆーり@母乳,就活って何から始めればいいんだ,https://Twitter.com/yuuri_0308/status/1479371042338787331,2022-01-08
ゆーり@母乳,俺多分就活無理だ,https://Twitter.com/yuuri_0308/status/1479364803194155010,2022-01-08
YUI.,就活きつかったから内定もらえるといいな〜,https://Twitter.com/y___sgak/status/1479356053641129985,2022-01-08
ばたりょう,もう就活しよう,https://Twitter.com/IAMBataryo69/status/1479346121516658688,2022-01-08
𝗺𝗼𝗰𝗵𝗶,やだやだやだやだやだ就活やだーーーーーーーー！！(T ^ T),https://Twitter.com/ugokumochi/status/1479324153077694466,2022-01-08
takumi H bot,就活やだなーww,https://Twitter.com/takumi__h__bot/status/1479315250772348929,2022-01-08
しおん🔰,ｱﾞｱﾞｱﾞｱﾞｱﾞ就活面談無理怖いやだｱﾞｱﾞｱﾞｱﾞｱﾞｱﾞｱﾞｱﾞｱﾞｱﾞ,https://Twitter.com/uni_ruqy_3531/status/1479293258060939265,2022-01-08
しぐ,さて、就活しよう,https://Twitter.com/yukisigusigu/status/1479292355970990081,2022-01-08
ゆき,就活嫌だなーー,https://Twitter.com/3mejRt/status/1479289917671100417,2022-01-08
