ユーザーネーム,テキスト,URL,日付
道倫～詩の道標～,"どうやったら就職できるの
誰か教えて
このままじゃあかん",https://Twitter.com/OurDreamticket/status/1441902654305669122,2021-09-26
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1441835044461371402,2021-09-26
トシ子,就職のこと考えると辛いな,https://Twitter.com/a2t1d0/status/1441775766434291712,2021-09-26
早く痩せろやでぶ,もう僕就職出来る気がしない,https://Twitter.com/furan_pipi/status/1441759284006567954,2021-09-26
ZANYA@DJ＆P,就職道内か道外で一生悩んでる,https://Twitter.com/p_zanya/status/1441737637585326085,2021-09-26
すっくそ．,自分がどこに就職すべきなのかわからんな,https://Twitter.com/XeKendai/status/1441726526328688646,2021-09-26
ゆう,"就職先のことでずっと悩んでる…🤔💭
正解なんてないのはよくわかってます",https://Twitter.com/sw_study27/status/1441718107786006535,2021-09-26
は。,就職試験めっちゃ不安なってきた、、,https://Twitter.com/yy_h_a/status/1441709578618490883,2021-09-26
ケンイチ,いい就職先ないかな,https://Twitter.com/78926Keniti/status/1441705735423860742,2021-09-26
まっちゃん🥳🥳,明日検定つらい、明後日テストつらい、就職決まらない、ﾂﾗｲ,https://Twitter.com/Matchaoisikunai/status/1441676961118502913,2021-09-26
なっかんゆっきーのアライさん,４社目の就職はきつそうなのだ。,https://Twitter.com/favevyx/status/1441644758066089992,2021-09-26
アベレージ,就職どーしよう…,https://Twitter.com/futsunokao/status/1441630525760815117,2021-09-26
〰️🤍🌊,どういうところに就職するべきなのかわからん,https://Twitter.com/Meepop01/status/1441629101131919360,2021-09-26
シルバー好きなcrazy sheep,"いい就職先なかなか無いな、、
自分で会社作った方がいいのかしら？",https://Twitter.com/xdhjhJpBkus3KQV/status/1441615587214381059,2021-09-26
ryaw,新卒の就職先ほんまに悩む…,https://Twitter.com/ryaw0156/status/1441585980243210240,2021-09-26
UTaNo / Koi Hiyori,就活以上に難しい団活というやつ,https://Twitter.com/Utano_Melody/status/1441861525287751681,2021-09-26
ダメな就活生bot,"志望動機が思いつかない
#就活",https://Twitter.com/bbbot13/status/1441853980267593729,2021-09-26
ダメな就活生bot,"やばい間に合わない！！
#就活",https://Twitter.com/bbbot13/status/1441838879355518981,2021-09-26
鬱だ…死のうbot,就活…鬱だ…死のう,https://Twitter.com/utsu_shino_bot/status/1441823759741034497,2021-09-26
あお,就活、マジで辛いですわ,https://Twitter.com/XYZ7ll/status/1441822921379307527,2021-09-26
もみ,就活どうしよう,https://Twitter.com/momi_kasu1213/status/1441803766437531649,2021-09-26
イチ〜就活〜,"就活始める時って、
まじで何からしたらいいか分からないよね。。
#就活",https://Twitter.com/zyukenshukatsu/status/1441785382794719236,2021-09-26
だから死にたいbot,難関大学に入学出来たのに就活つらすぎて死にたい,https://Twitter.com/wannadie_bot/status/1441766700592943109,2021-09-26
リン,就活で自分の長所分からない時に魘夢くんに聞いたら沢山教えてくれそう,https://Twitter.com/hy_ciel666/status/1441760141976608778,2021-09-26
Julie@投資その他でブログ更新中,就活しよう。,https://Twitter.com/Julie10M2014/status/1441759161499357199,2021-09-26
かえで@23卒,"面接のコツ誰か教えてください。、。
#23卒とつながりたい 
#23卒
#就活",https://Twitter.com/WlJ1zS3Z9N4fUl6/status/1441754255832932357,2021-09-26
yui@23卒,就活って難しい #23卒 #就活,https://Twitter.com/yui002911/status/1441746368230531072,2021-09-26
のん@23卒,就活不安だなぁ,https://Twitter.com/nonfuji2000/status/1441728259176030218,2021-09-26
