ユーザーネーム,テキスト,URL,日付
河瀬スイカ@睡眠！！！！！！,いいとこ就職できたね修くん…,https://Twitter.com/suicappasuisui/status/1422705930383204357,2021-08-04
おじゃる,"2年ぶりに就職した
色々と不安しかないがこう思う
今度こそ
今度こそは…",https://Twitter.com/ojaru0930/status/1422704846537330691,2021-08-04
地毛,就職活動つらい！！！,https://Twitter.com/gigechan/status/1422695746885857281,2021-08-04
ペス,就職してからもそうなりそうなのは今から不安,https://Twitter.com/JfhbgxBvWN145d6/status/1422617577033928709,2021-08-04
𝕜 𝕚 𝕕 𝕒,こわ、、就職できるんかな私、、、,https://Twitter.com/ki_ddda/status/1422611254888177668,2021-08-04
みつは,"もう嫌だ〜から😂😂😂
就職できるのかな",https://Twitter.com/WELN8SS8THysrue/status/1422576702429949958,2021-08-04
ジャンヌ₍₍⁽⁽🎤₎₎⁾⁾,GAFAとか就職できたらいいよなあ,https://Twitter.com/me7g29/status/1422564277458587654,2021-08-04
✝ShinonP✝,"就職って結構大変…
誰か面接のコツを教えてくれたら
助かります🙇‍♀️🙏",https://Twitter.com/EaKVrUUbNir983N/status/1422559349285687300,2021-08-04
まる。,どうしよう就職先,https://Twitter.com/_maru_73/status/1422540120008261633,2021-08-04
KAWA,いや俺は就職してないのでわかんないが……,https://Twitter.com/kemoimoi/status/1422538205409071108,2021-08-04
K,帰国してからのこと考えたら不安で嫌になってくるけど考えないとな〜🙄果たして就職できるのか、、,https://Twitter.com/202106_sel_k/status/1422535978174926853,2021-08-04
窺破,どうしよう…どうしよう…就職…,https://Twitter.com/kiha_riri/status/1422534246690811904,2021-08-04
momo🌸🐠原稿58枚目,就職嫌だ〜...珍しく焦る...,https://Twitter.com/momo17086823/status/1422516922722050049,2021-08-04
亜樹,"しごおわ。
今後を考えると就職した方がいいの分かってるけど、今の俺の条件じゃねー。年齢的な問題もあるし・・・悩むよねー。",https://Twitter.com/raki71524051/status/1422494930312724481,2021-08-04
まぐめろのワイ,なんとなくわかってきたが、就職活動が辛いんじゃなく一生自己反省を促されるのが辛いんだな（要は自分のせいです）,https://Twitter.com/yurufuwan_/status/1422485835417407492,2021-08-04
紅,就職どうしようかなぁ,https://Twitter.com/kou314_/status/1422476270760198147,2021-08-04
翠蓮,就職で一生悩んでる,https://Twitter.com/sui_mkr/status/1422473182041186315,2021-08-04
弥助,ずっと面接落ち続けてると病んでくるな…もう就職無理なんじゃないかこれ,https://Twitter.com/8suke_zzz/status/1422467131468255233,2021-08-04
むゆ@22卒,もう就職出来ればどこでもいいやとも思い始めた,https://Twitter.com/muyu___816/status/1422451424059817989,2021-08-04
でこひろし（呪い持ち）,"まじで就職どこ行けばいいのかわからん…
みんな何系のところ行っとるんやろ？？
職種がまじでわからんのよね…",https://Twitter.com/hage_tarosu1gou/status/1422415567391129601,2021-08-04
こっぷ@２人目妊活,辛いことは人それぞれにあるけど、わたし的には就職や結婚より断然キツイ,https://Twitter.com/koppunncap/status/1422399858913124356,2021-08-04
松田のオキニ🌟,"無理無理無理無理

昨日今日とインターンでこんなに疲れてたら就職できないよ💦💦💦💦💦",https://Twitter.com/PuLn99UhkN0BMNn/status/1422391097171406850,2021-08-04
ゆ/雨,"只今車の中。学校帰り！！就職先決めてきたよ！
ヤバい不安に駆られる",https://Twitter.com/ame_yume_0101/status/1422380554998075394,2021-08-04
質素ﾅ倹約ﾅ節制生活,株式会社｢無理なもんは無理｣に就職した,https://Twitter.com/7na_ota_na7/status/1422376233539567618,2021-08-04
Yuna.,"そろそろ就職のことも考えないといけないけど、どうしよう
やりたいことが見つからない...",https://Twitter.com/Yuna__0706/status/1422355369838354449,2021-08-04
YU765,就活嫌すぎて吐きそう,https://Twitter.com/YU76513/status/1422701886562463749,2021-08-04
院生の毒舌な妹bot,もう就活辛くてさー! あ、ごめんね、お兄ちゃんの前で……。,https://Twitter.com/grad_bot/status/1422651952266047488,2021-08-04
あちゃん,将来が不安すぎて就活してたら永遠に涙が止まらないｗｗｗ企業説明会で泣いてるのは私だけだろうな,https://Twitter.com/89smeg/status/1422604782720622597,2021-08-04
くぅ。,就活が進まないんだが！！,https://Twitter.com/Sickness_Coo/status/1422592585848168451,2021-08-04
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1422591218744127491,2021-08-04
永島聖也,"誰か就活ガチ勢いませんか？
色々教えてください",https://Twitter.com/anpontanseiya/status/1422587745076056070,2021-08-04
彼女のワキしゅきしゅきアカウント,就活辛いワキ！！！！！！,https://Twitter.com/kanojonowakiman/status/1422582286407532546,2021-08-04
ナビるく,"就活不安なのかなんなのか
最近またすんなり眠れなくなってる😂",https://Twitter.com/yjN8r4pnmmayiJQ/status/1422582016214650880,2021-08-04
あい,就活どうしよう…,https://Twitter.com/pm_ai_0421/status/1422580837887856640,2021-08-04
🐧🐱🎷🥁🎵🛠🔨🗜,いやまじで就活やばい,https://Twitter.com/yyyy_622429/status/1422571027062611972,2021-08-04
楪,"おれは最近毎日フォロワーと遊びたくて困っています
そんなに就活が嫌か？嫌だよ",https://Twitter.com/3AchJbJJMI6v1to/status/1422558815703093253,2021-08-04
り ん 🔔,つらいよ〜〜就活終わりたいよ〜〜,https://Twitter.com/rin___end___/status/1422553421668880387,2021-08-04
森を彷徨う年貢,オリンピックメダリストでも就活に悩むんだから俺が悩むのも当然だった。,https://Twitter.com/tschd1103/status/1422552512041717766,2021-08-04
うみのひと🐋,"就活ナニソレオイシイノ

状態だからまじやばい",https://Twitter.com/gaigaikakai/status/1422551736900784142,2021-08-04
takumi H bot,就活やだなーww,https://Twitter.com/takumi__h__bot/status/1422541524475138050,2021-08-04
TINT,"就活嫌すぎる
やりたくない",https://Twitter.com/Shike_mokuR/status/1422536956165038083,2021-08-04
summer night(サマナイ),就活うまくいかなすぎて不安からか吐き気がしてくる,https://Twitter.com/Sakura2_again/status/1422536533253378051,2021-08-04
こむぎ,"就活が不安です
#ぼくたちのあそびば",https://Twitter.com/9BkXPveHjmHABuW/status/1422531024395726850,2021-08-04
あるばろ,"就活マジでやばい
何にも手につかない
どこにも通る気がしない
受けたとこ全部ダメだった
もう無理かも…",https://Twitter.com/iu_mani_sgnwk/status/1422523427932426240,2021-08-04
せーや(脇役),自分のやりたいことがなんなのかわからなくて、どうすればいいのかもわからない。そんな状態で就活なんてできないよねぇ、w,https://Twitter.com/I_am_JOKER_041/status/1422515664279916546,2021-08-04
刹那,今抱えてる不安を書くと、とりあえず就活、卒論、国家資格、家庭環境、人間関係、人に嫌われているんじゃないかって不安,https://Twitter.com/setsuna_GN00QT/status/1422512666061336578,2021-08-04
うみうり。,就活がまじ嫌すぎて2ヶ月経った,https://Twitter.com/xxx1056xxx/status/1422508930345828354,2021-08-04
彼岸,来年には就活なんて嫌だ,https://Twitter.com/5m9zash/status/1422498437488996354,2021-08-04
AO,就活が今から不安だぁ,https://Twitter.com/aooiii15/status/1422495607042711556,2021-08-04
ヲ,確かに…関東からの就活きつそう,https://Twitter.com/naruwomain/status/1422487854542819329,2021-08-04
B U D D H A,もうマジで就活いやや,https://Twitter.com/pakipakisamurai/status/1422486930835460098,2021-08-04
"あ,い;く*ん💍💍ホール書類提出",就活だるだる,https://Twitter.com/esbasgfesfb/status/1422477906408660998,2021-08-04
電気女子@走る危険物,就活何したらいいのか分からん,https://Twitter.com/Denki_Josi/status/1422477218492547075,2021-08-04
G-dur(♯),とにかく就活1人でするのしんどい〜…,https://Twitter.com/to__tyoutyou/status/1422475838960721923,2021-08-04
北原猫肉,就活も嫌だ,https://Twitter.com/o_iu9/status/1422462330965676035,2021-08-04
22卒nnt社不ちゃん,え、本気で就活無理,https://Twitter.com/t_il1e/status/1422462115357491200,2021-08-04
元くま,就活が辛いから、あぺってみる,https://Twitter.com/h129k317/status/1422456191142141953,2021-08-04
乃紅,就活やだ,https://Twitter.com/ponth__/status/1422455860366741504,2021-08-04
みとぅー,就活しようかなあ,https://Twitter.com/mi2__/status/1422453850942836740,2021-08-04
さくらの,就活つらいつらいのじゃ,https://Twitter.com/sakurano_028/status/1422453357470392323,2021-08-04
あめ,自分が思ってる以上に就活きつい,https://Twitter.com/amenoameano/status/1422448213651464192,2021-08-04
荒ぶる乳酸菌,むり…就活永遠に終わらん……,https://Twitter.com/nyu_san0330/status/1422442135047921667,2021-08-04
卆,就活つらくてな,https://Twitter.com/90kuju06/status/1422439495656345601,2021-08-04
メンヘラ辛いさんbot,就活から逃げてて辛いです…,https://Twitter.com/tsurai__desu__/status/1422436914867576841,2021-08-04
Ree,ちゃあんと就活しようね私,https://Twitter.com/Ree_sc1251/status/1422433318641963010,2021-08-04
日堯太郎,就活費1万はなんもわかってなさすぎ,https://Twitter.com/gyo_taro/status/1422425638942564355,2021-08-04
ぶらっど,就活辛くなってきた,https://Twitter.com/blood_prsk/status/1422422328143618052,2021-08-04
はせ,就活しんどいのでご褒美が必要,https://Twitter.com/Hase_the_origin/status/1422419522053574656,2021-08-04
シンク,就活終わってないのに卒論あと4ヶ月書かないといけないって意味わからんな,https://Twitter.com/shinNK_1218/status/1422412738261749762,2021-08-04
👶,手帳に就活セミナーとだけ書いてあって時間も内容も参加の仕方もわからん、詰んだ,https://Twitter.com/k8wii/status/1422403580942635018,2021-08-04
