ユーザーネーム,テキスト,URL,日付
凛希,"就職出来ないのではと不安になってきた
ねれない",https://Twitter.com/Lynne__moon/status/1433823835166425093,2021-09-04
𝖯𝖾𝗍𝖺𓎩𓌉𓇋 ‎,"就職とか将来のことが本当に分からなくてめっちゃ涙出る。

うわぁ、辛い🥲🥲",https://Twitter.com/petapeta_tae/status/1433802493239066630,2021-09-04
おいも,"正論なのは分かるし言ってることもわかる
でも就職できるかも卒業できるかも不安で不安でしょうがないんだよ、なんでこんななの",https://Twitter.com/imo_stmimo_oimo/status/1433795016040718342,2021-09-04
だい,大阪行くのも不安だし、大阪で就職できるかも不安。友達大事だ,https://Twitter.com/dai____77/status/1433791056173096972,2021-09-04
け,関西就職もいいなぁ、、,https://Twitter.com/3Hhkn/status/1433787026222948362,2021-09-04
十六夜 竜,"誰かに教えてもらいたいです、
今の高卒就職者用のおすすめのspiの問題集を教えてもらいたいです",https://Twitter.com/1341ryuu/status/1433772190386700300,2021-09-04
燗夜桜,就職に悩んでる,https://Twitter.com/parupani___Aruz/status/1433767621208403972,2021-09-04
mil,初めての就職の新人、教えるの難しい…積極的に動けない聞こえない気持ちがわからん🙄,https://Twitter.com/atanacia_zr/status/1433763939679014919,2021-09-04
つっくん,就職先どうしよう,https://Twitter.com/69o6LNgcW1tNuY5/status/1433721795283066881,2021-09-04
moyashi,就職の不安がずだだだーん（白目）,https://Twitter.com/moyashi_0en/status/1433709153323610112,2021-09-04
はらる,しんどいしにたい就職しても厳しいしんどい,https://Twitter.com/gdihans/status/1433704795676626948,2021-09-04
ごてん,就職活動つらすぎて8月死んでました😉,https://Twitter.com/gotenzoro/status/1433690820507435009,2021-09-04
突発！社食マン,流石に就職してからじゃないと無理だけど癒やしほしいな,https://Twitter.com/waiwaiwaiyaho_/status/1433654990355120130,2021-09-04
ティラミス,就職について教えてください,https://Twitter.com/dementia121211/status/1433650684847480835,2021-09-04
ねするや,就職どうしよういろいろ情報教えて欲しい🥲,https://Twitter.com/rikanyou16/status/1433649840861302786,2021-09-04
けいと,就職できなかった場合どうするのが一番いいんだろうか,https://Twitter.com/univ_bt_5/status/1433647773665009668,2021-09-04
やけくそうさぎと踊る妖華,それは分かる 彼奴をなぞる必要が無いのならまず就職します,https://Twitter.com/Theith_TLblack/status/1433639622848909321,2021-09-04
kui@禁禁煙中,"やだ！
小生就職活動もうやだ！",https://Twitter.com/kui_eleph/status/1433632663445774336,2021-09-04
私です。,時間が無くなるのは嫌だけどこの状況も死ぬほど嫌だから早く就職したい,https://Twitter.com/torasaki_002/status/1433619108445130756,2021-09-04
Nagi*🧣Skeb募集中,なーー！やだもうーーー！！！俺も無理じゃないのーー就職できんとちゃうの,https://Twitter.com/nagi_create/status/1433586992378384385,2021-09-04
💙,就活する前からそれがわからない。一生前に進まん。,https://Twitter.com/s_6122_rin/status/1433927346860400640,2021-09-04
とうふ@22卒,親の言うことは分かるけどもう就活辛いんだよ、、、興味無いとこの志望動機とか考えられないんだけど,https://Twitter.com/NNT20221/status/1433915854521987073,2021-09-04
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1433915788151296005,2021-09-04
Miyu/C日程に懸ける,まだ就活中の方だってわかる人がいると、自分だけが辛いんじゃないんだから、一時的に遊びたくてもやることやんなきゃってなる,https://Twitter.com/Study_western/status/1433907345877135362,2021-09-04
ダメな就活生bot,"志望動機が思いつかない
#就活",https://Twitter.com/bbbot13/status/1433866347767734272,2021-09-04
ダメな就活生bot,"やばい間に合わない！！
#就活",https://Twitter.com/bbbot13/status/1433851243168813056,2021-09-04
極楽浄土,"就活だる、くそだるだるすぎ意味わからん。
今応募しようしてるところブラックくさいし無理、カスメンタルだからそうゆうの無理。",https://Twitter.com/regotanregorego/status/1433845192805662724,2021-09-04
∠続・てぃらみす,就活進んでる、のかな,https://Twitter.com/guitar_tiramisu/status/1433829006432882691,2021-09-04
舩坂弘(みかるげ),ゼミ試が怖い、就活が怖い、家族が怖い、実家が怖い、何もかも怖い,https://Twitter.com/syafu_haijin/status/1433828630639955976,2021-09-04
ʕ•̫͡•ʕ*̫͡*ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ*̫͡*ʔ-̫͡-ʔ,"就活さすがにやばいよね。
でも、どうしていいかわかんないʕ￫ᴥ￩ʔ",https://Twitter.com/kaiken753/status/1433827538636136449,2021-09-04
みほみほ,"最近全然菅田くん追えてない、
就活病みそう、、",https://Twitter.com/woxc_c/status/1433808061034950669,2021-09-04
ネネ👼🏻@22卒NNT,就活をする意味がまず分からない,https://Twitter.com/pprZzr2XdNcYOq1/status/1433803045331095560,2021-09-04
不透明少女,就活怖い社会怖い,https://Twitter.com/num_fuji/status/1433800218273673219,2021-09-04
黒石さん,あー就活やだな,https://Twitter.com/nogi__nogizaka/status/1433793573858598914,2021-09-04
みこ,就活なにもしてない事実に病んじゃう〜,https://Twitter.com/miumiu__d/status/1433792499814780932,2021-09-04
.,就活しなきゃって頭では分かってるけど逃げてしまう,https://Twitter.com/Uv_vU_nemuri/status/1433788412415266816,2021-09-04
と,自分が何したいのか分からない。辛い。就活辞めたい。,https://Twitter.com/6FWesgVwN1uWIxL/status/1433785283300904967,2021-09-04
将吾@宅建士受験生,"就活不採用の不安。
試験不合格の不安。
二重苦😇",https://Twitter.com/dragonyys/status/1433782470617427974,2021-09-04
はな@ミオラー🐹,"しんど、、
就活のモチベ上がらん、、
25が面接なんだけど、、
しんどいどーしよう",https://Twitter.com/Run_mioBT07/status/1433777284201123850,2021-09-04
就無,は？まじでもう就活諦めていいすか？自分,https://Twitter.com/meipu___ru28/status/1433752025397796868,2021-09-04
〰〰‎ﾟ,卒制と就活辛いよな,https://Twitter.com/re_waver/status/1433747670951022592,2021-09-04
🍑,就活つらい😭,https://Twitter.com/t4i7ltIP0ZVhZZn/status/1433746150490664963,2021-09-04
takumi H bot,就活やだなーww,https://Twitter.com/takumi__h__bot/status/1433744914991357955,2021-09-04
いのずーむ🍱,これ1年早かったら就活のES書くのめんどかったかな,https://Twitter.com/lantis_zoom/status/1433735773069533187,2021-09-04
なおみん♡,就活いやや...,https://Twitter.com/pop_and_sweet/status/1433735512271974401,2021-09-04
あかり*,もう就活辛い…,https://Twitter.com/maki803456/status/1433733938795532290,2021-09-04
りょう,"就活いやだああああああああああああああああああ
面接いやだあああああああああ",https://Twitter.com/3436dametoreta/status/1433725869302763521,2021-09-04
雷華,来週の火曜日考査なのは分かってるのよ。でもそんなことより就活に焦ってて何も手が付けられない,https://Twitter.com/laika_game_/status/1433723349952184322,2021-09-04
卵焼き@奈良の清掃員,就活しんどい。一日36時間欲しい。無理。,https://Twitter.com/BiSH_Tamagoayu/status/1433704243282595847,2021-09-04
ジュペッタは嫁,就活どうしたらいいかわからん,https://Twitter.com/RiNendofworld/status/1433703690859266048,2021-09-04
r,就活嫌だなあ😢,https://Twitter.com/MzDki/status/1433702862958194691,2021-09-04
そら🦦 | HSS型HSP,新卒の時よりつらいな〜〜〜〜〜就活,https://Twitter.com/HSSHSP717056391/status/1433696848775057411,2021-09-04
メンヘラ辛いさんbot,就活失敗して辛いです…,https://Twitter.com/tsurai__desu__/status/1433693509920247814,2021-09-04
イモ子,"就活わけわからん
始まってすらないのにもう嫌だよん",https://Twitter.com/hMTam7tmJUi87NP/status/1433672625230790660,2021-09-04
みほ,就活無理死ぬ,https://Twitter.com/miho__0711/status/1433672528011022341,2021-09-04
いまっち,就活の常識を多分まるで分かってない,https://Twitter.com/corokke_idol/status/1433670033515765762,2021-09-04
はりはり,就活落ちてばっかりで嫌だ,https://Twitter.com/harrycute312/status/1433652676647014401,2021-09-04
りゅうのまる/LPM,あーもう就活どうしよう,https://Twitter.com/ryunomaru_marl/status/1433650787721252866,2021-09-04
就活生の味方,就活は今までの偏差値というわかりやすい価値観から外れて自分のしたいことを考えなければいけないから難しいんですよ。,https://Twitter.com/shuuuuuuuukatu/status/1433648264536985602,2021-09-04
えむさん,やばい。。就活辛いし疲れすぎて吐きそう。。,https://Twitter.com/__xxx_Ux_xU/status/1433644830802939904,2021-09-04
