ユーザーネーム,テキスト,URL,日付
Cain.,"中途採用の就職先って何で探せば
いいのかみなさんおしえてください",https://Twitter.com/CainzCarter/status/1427402203447234572,2021-08-17
Kira☽,うーん、就職、どうしよう,https://Twitter.com/A_lva26/status/1427303205231226883,2021-08-17
幸_無双,就職大丈夫かなぁ…(唐突な不安),https://Twitter.com/myk_musou/status/1427255595522920453,2021-08-17
あんず,就職できなかったらどうしよう？？？,https://Twitter.com/1203_0122/status/1427248651731042304,2021-08-17
ミニョッキ(禁パチ),就職しなけりゃ何も始まらないことが分かった分かっている,https://Twitter.com/minyokker/status/1427243763311681545,2021-08-17
ユキ,就職するために1人で戦っているのだけどマジでわからないしもう辞めたい！,https://Twitter.com/yukigumi912/status/1427199749434707968,2021-08-17
わたがし,時間が経つほど、就職して◯ヶ月、だからできるでしょ？みたいなの本当に嫌なので誰か時を止めてくれ,https://Twitter.com/watagashi_pac/status/1427198994548084736,2021-08-17
すみ,"就職という永遠に続く労働を勝ち取るために
こんなにも辛い思いしなきゃいけない意味がわかんない🤷‍♀️",https://Twitter.com/e92Msport/status/1427185132994056201,2021-08-17
魚見チヒロbot (生徒会役員共),でも 永久就職は焦った方がいいのでは？,https://Twitter.com/uomionechan_bot/status/1427141879607422976,2021-08-17
鷹沢彩希,生理重すぎて就職不安,https://Twitter.com/Saki_Takasawa/status/1427124881984921611,2021-08-17
おのむ,なんかまじで就職できるんかわし,https://Twitter.com/O_no_mu_/status/1427114744134045697,2021-08-17
るん@22卒,無理だったらマジで就職先今のインタン先しかないんだが？？？？？？？？？？？？？？？？？？？,https://Twitter.com/horika_horika/status/1427097179563298816,2021-08-17
れんか,"就職できない説あってやばし
内定ないの不安だ…",https://Twitter.com/Rrenka_/status/1427092984038793217,2021-08-17
龍崎,就職活動しんどすぎて草、こんなん無理無理カタツムリ,https://Twitter.com/ganransu_love/status/1427068777183674370,2021-08-17
あはは,"就職したくない
ずっとニートがいい
誰か養って",https://Twitter.com/ngongo_ngo0/status/1427061808578236417,2021-08-17
だから死にたいbot,難関大学に入学出来たのに就活つらすぎて死にたい,https://Twitter.com/wannadie_bot/status/1427414632243752990,2021-08-17
ゆうねこ,就活やだ,https://Twitter.com/yuu__cat3/status/1427393645687148561,2021-08-17
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1427370173162393613,2021-08-17
麻呂,時間かけて書いた文章より脳死して書いた文章が通るから就活わけわからん,https://Twitter.com/saw_utsu69/status/1427341922213908486,2021-08-17
🌷@22卒,就活しんどすぎ😢😢,https://Twitter.com/hanatulip22/status/1427340339501690880,2021-08-17
ぽんぬ,なんかもう落ちる気しかしない、全然無理、嫌すぎる、就活、嫌だ、嫌だ,https://Twitter.com/pon_nu00/status/1427308780748906498,2021-08-17
ﾀｸﾄ,割といい大学院まで行ったからには就活失敗できないっていう不安あった、,https://Twitter.com/takpoptak/status/1427304648222797829,2021-08-17
おしゃパン,就活もしなきゃ〜〜〜嫌すぎ,https://Twitter.com/Champon_Yan/status/1427295853257977856,2021-08-17
けん,わかんないです！数分前に就活を始めたもんで＾＾；,https://Twitter.com/second05220220/status/1427289894783655946,2021-08-17
なでこ,みんな何をモチベーションに就活がんばってるのかおしえてほしい,https://Twitter.com/b0DKuYzyx7qukyP/status/1427286283504607236,2021-08-17
まー,まじ死ぬ〜、今就活でしんどいこと多いけど、救われる,https://Twitter.com/0_s4s/status/1427285029378400267,2021-08-17
いちご@23卒,"いつからが秋インターンなのかわからない
誰か教えてください😂
9月開催は秋？9月締切が秋？
就活わからなさすぎる",https://Twitter.com/UZoPYF7n5mfnq4X/status/1427273104489811983,2021-08-17
しゅん た,来年就活だけど何がいいとか全くわかんないし進まない,https://Twitter.com/NOW_D_BiSH/status/1427269485703045122,2021-08-17
ヒラメ筋,就活嫌だ,https://Twitter.com/HirameMuscle/status/1427252314251743234,2021-08-17
つくみ(いろせ),もう就活嫌すぎる！卒論やばいよ〜誰か書いてくれ,https://Twitter.com/tsukumikei_enst/status/1427250599158960139,2021-08-17
ポ,あがりやから就活不安じゃ～,https://Twitter.com/2k2kborshi/status/1427250231364579338,2021-08-17
たくみくん,あ〜就活どうしようかなぁ〜,https://Twitter.com/Bokuwabull/status/1427236780890214410,2021-08-17
tanikou_2nd,就活何もしたくなさすぎてヤバい,https://Twitter.com/tanikou_2nd/status/1427236603768950790,2021-08-17
まっつん,就活はちゃんとしよう！！,https://Twitter.com/tommbo__nn/status/1427230194780164096,2021-08-17
ぷ,就活が辛いので死にたい,https://Twitter.com/Malus_pumila_r/status/1427229396666961924,2021-08-17
