ユーザーネーム,テキスト,URL,日付
( '-' ),あー就職不安しかない,https://Twitter.com/qe_yxz/status/1434237015545901057,2021-09-05
おでを,うわあわかんない就職,https://Twitter.com/oden_1103/status/1434168517457113091,2021-09-05
さゆり,"うーんなんか胸が苦しい…
無職でもつらいし、きっと就職してもつらい",https://Twitter.com/sayuriwaneteiru/status/1434166703672283145,2021-09-05
まめ,うーん就職の方がいいんかなぁ……,https://Twitter.com/natt0214/status/1434158557918744584,2021-09-05
𝔢𝔫𝔞𝔪𝔢𝔩㌠,本当に就職できるのか不安になってきた,https://Twitter.com/Horned_Witch/status/1434146715070656517,2021-09-05
玉鬘,就職できない自分が嫌になる。,https://Twitter.com/tamakazura_vo/status/1434142993821229058,2021-09-05
お肉。,"今年就職できるのかしら。
不安しかない。",https://Twitter.com/oniku4_4/status/1434134528482709504,2021-09-05
きよ。,就職出来なさすぎて病みそう,https://Twitter.com/tan_Kiyo/status/1434126020953530368,2021-09-05
尾張 @22卒,一生就職できる気がしない,https://Twitter.com/EmXrQwIy4JvYq54/status/1434088557535064069,2021-09-05
ナナ,就職どうなるかな不安しかない( ; _ ; ),https://Twitter.com/Jxxnnm/status/1434066551016083457,2021-09-05
🍟🍟ポテまる🍟🍟,"普通に就職試験やばい。
死ぬ。NEETしようかな",https://Twitter.com/Potemaru0707/status/1434064682256519174,2021-09-05
"花蝶さなえ@就活頑張る✊🏻""✨","就職の試験日とか面接日、いつなのか分かるのはいいけど……

いいんだけど……😊💦",https://Twitter.com/Shinoshino224/status/1434011473634684932,2021-09-05
オギノ,あと７日で帰らなければ卒論もやばい就職もやばい大学もやばいメンタルもやばい全部やばい、絶対に帰ろう,https://Twitter.com/hagino_ja_naiyo/status/1434001918938865664,2021-09-05
🗿少し癒されたeverydayざわわ🗿,就職大阪か東京でしようかな,https://Twitter.com/Titqniq/status/1433966249717878787,2021-09-05
の。:),ちゃんと就職できるか不安しかない,https://Twitter.com/tenndonn_love/status/1433954283058188292,2021-09-05
