ユーザーネーム,テキスト,URL,日付
こちゅ,就職無理ほんとに嫌だ,https://Twitter.com/ko_chu_o0/status/1425899396474957834,2021-08-13
オンカロ,就職のために何したらいいか何もわからん,https://Twitter.com/onkalo5/status/1425850570439495688,2021-08-13
ただの女子大生💐,就職先ですごく悩んでる,https://Twitter.com/gomenne_i/status/1425849742903238659,2021-08-13
かめさん,就職なんてできるのかな？不安だ…,https://Twitter.com/kamekamepakun/status/1425842997338406918,2021-08-13
たかてぃ🎨,そろそろ就職先考えないかんけど進まん...,https://Twitter.com/t412ka08/status/1425828220608258055,2021-08-13
sic,"就職するのむずい。。。。
私やっていけるかしら。。。
不安に押しつぶされそう",https://Twitter.com/165_0000/status/1425825560584806409,2021-08-13
すなにガチャ運を,えーどうしよ就職考えてただけに悩む,https://Twitter.com/KonohanaWao/status/1425794004856172550,2021-08-13
まゆう,就職した方がいいのか進学がいいのか、わけわかんねえ,https://Twitter.com/nocsiroyo/status/1425768700288802824,2021-08-13
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1425761660019429378,2021-08-13
春鹿【はるか】,就職の志望動機ってなに書けばいいの...？たくさん嘘書けばいい？嘘つくの下手だよ僕....,https://Twitter.com/Haruka_0115b/status/1425677518342742016,2021-08-13
Evil★Twin マイタケ🐬🌱🖥🎋❤️‍🔥休学中,"就職のことは一旦頭からポーイ

……できたらいいなぁ",https://Twitter.com/2434_no_kinoko/status/1425665706197061635,2021-08-13
るる,就職まじでやばい、自業自得だけど不安しかない、,https://Twitter.com/ruru_rrrri/status/1425622721367400448,2021-08-13
たま🐣【 𝗗𝗲𝗲𝗿 / 𝗘𝗕𝗚 】,誰か就活の話ししないですか（笑）,https://Twitter.com/ta_y17_/status/1425949244737736706,2021-08-13
𝙨 ☄︎,しんどい ーーー 就活 したくねえ はあ,https://Twitter.com/BeO913/status/1425927609376903177,2021-08-13
博麗組,就活辛っぴ,https://Twitter.com/huangfeihongiu/status/1425919375928827906,2021-08-13
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1425913087169683458,2021-08-13
しょう/Sho.Cyan,就活中にこんなゲームしてるけどまじで不安やな,https://Twitter.com/plory_/status/1425907499106902020,2021-08-13
ぽぽ@文系23卒,"インターンどこ受けたらいい~~
なんの業界でもいいから誰かいいところ教えてください🥺🥺🙇‍♀️

#23卒 #23卒とつながりたい  #就活 #就活垢",https://Twitter.com/Um3PhPBg7lxh8EH/status/1425857588160126980,2021-08-13
ダメな就活生bot,"志望動機が思いつかない
#就活",https://Twitter.com/bbbot13/status/1425857106888957955,2021-08-13
筋膜ローラー,私、いつかは就活しなきゃいけないの？いやです………………,https://Twitter.com/Ux_xUlx/status/1425855233431801861,2021-08-13
ちる,就活もう嫌すぎる😭,https://Twitter.com/chill_kanater/status/1425853950364848134,2021-08-13
蘭助,就活しんどい,https://Twitter.com/ransukedayo/status/1425848759196422144,2021-08-13
ダメな就活生bot,"やばい間に合わない！！
#就活",https://Twitter.com/bbbot13/status/1425841971529093121,2021-08-13
なゆちゃん,この年齢ながら、就活のやり方が分からないという、お恥ずかしいお話、だれか教えてください、、やっぱりハローワークとかに行くもの？？,https://Twitter.com/_o1O8o/status/1425841549212983303,2021-08-13
ひかり🐶,就活の不安はどこにぶつければいいんだ,https://Twitter.com/kouichi_miya/status/1425833416004554754,2021-08-13
へりくす,"自分が何をしたいのか 自分でもまだよく分からない
就活って大変...",https://Twitter.com/Hel1X290/status/1425830514607329287,2021-08-13
燈夜（）,就活つら,https://Twitter.com/gomitarou228/status/1425826337177051148,2021-08-13
杏 (あん),就活のメールとか見なきゃいけないけど今無理てか当分無理でもインターン始まるメンタルきつい,https://Twitter.com/comingcentury_6/status/1425809877855731712,2021-08-13
ぎゅん,2年やけど就活まじで不安,https://Twitter.com/shuu_417/status/1425804811811782659,2021-08-13
ほうれん草,就活やだ,https://Twitter.com/sRensouhou/status/1425790336094269442,2021-08-13
T＠22卒,就活もだけど卒論もやばい,https://Twitter.com/gGvPj6XMe2lybuf/status/1425788274883264516,2021-08-13
みさと@23卒,就活わかんないよーえーーん😭😭,https://Twitter.com/xmbD7BqyfJITexV/status/1425775334289416198,2021-08-13
まさき/卒業まで残り84単位,何年で卒業できるか分からないから就活に出遅れたのか出遅れていないのかすらわからない。,https://Twitter.com/pQu8qdhauq0qBC2/status/1425759522920927242,2021-08-13
taku(・×・)P,早よ就活しないとな〜,https://Twitter.com/ta9ma321/status/1425741002258620432,2021-08-13
ﾅﾂﾐ,就活一向に進んでることが実感出来なくてしんどい,https://Twitter.com/to____die/status/1425737715258073090,2021-08-13
初野,就活が不安すぎて文字書く気死んでたのでこれからは来年までの間に沢山書きたいです,https://Twitter.com/hatsuno_prsk/status/1425724625837707276,2021-08-13
マリンは⭐️ぬこの神⭐️,就活上手くいかない＝何をしていいか分からない,https://Twitter.com/nuko_suzumarin/status/1425721103155007491,2021-08-13
コミュ障botさん,（´-`）.｡oO（就活嫌だな…),https://Twitter.com/komyu_bot/status/1425713407186010114,2021-08-13
りなちゃん,就活、どこ受けたらいいか本気で分からなくて何も進まらない,https://Twitter.com/0713_0720/status/1425702942733004806,2021-08-13
Luna,就活落ちた ガチ病み,https://Twitter.com/haruuiuiu/status/1425686129924182023,2021-08-13
だから死にたいbot,難関大学に入学出来たのに就活つらすぎて死にたい,https://Twitter.com/wannadie_bot/status/1425685766638772230,2021-08-13
うずら,何のために就活しなきゃなのかわからん,https://Twitter.com/u_z_r_a/status/1425675400324128772,2021-08-13
奈央,就活いやすぎる,https://Twitter.com/naonao202108/status/1425668228219428865,2021-08-13
いちか,え、就活辛いんだけど,https://Twitter.com/ichicaa_/status/1425654962361667584,2021-08-13
鳥養,就活やだ〜,https://Twitter.com/aeiErA3qLXqZnTY/status/1425650714651492357,2021-08-13
紫オフサイド,実は就活しなきゃいけないのに何もわかりません 誰か助けてください！,https://Twitter.com/purple_offside/status/1425634847444258817,2021-08-13
し၈,あーまじで就活しなきゃな,https://Twitter.com/shino_spoon/status/1425614376736751617,2021-08-13
🅰🍋🍬,永遠にエントリーシートで悩む,https://Twitter.com/a_ki_a_ka_ne/status/1425879049214169088,2021-08-13
★4月内定★裏ワザ就活★メロン,"ESは、書くものではなく、出すもの！
(`･ω･´)

悩んでないでエントリーシートは早く出す！",https://Twitter.com/saranarutakamim/status/1425821908520497154,2021-08-13
ウミ子,今はエントリーシート書いてます,https://Twitter.com/umiumi_tsuda/status/1425754330649415680,2021-08-13
陬雀嗟 垙蹀(ku-cho),あ、AOのエントリーシート書かないと…,https://Twitter.com/kucho_sugarasa/status/1425749914030542849,2021-08-13
音大生支援協会,"ES（エントリーシート）
の書き方分からない人教えますよ
詳しくはDMにて
ご連絡ください！

#ES
#23卒
#新卒",https://Twitter.com/ondaiseisien/status/1425720868211023874,2021-08-13
t a m a,エントリーシート書きますカキカキ,https://Twitter.com/tamama_10/status/1425698165496303618,2021-08-13
だいくす@Re,ES(エントリーシート)ではなくES(エロタレスト),https://Twitter.com/daikusu_mnst/status/1425690864437792772,2021-08-13
推薦入試あるある,"面接って

結局何したらいいか

わからない。",https://Twitter.com/sr4454/status/1425927649906499586,2021-08-13
オレガノ,面接毎回不安しかない,https://Twitter.com/Oregano1999/status/1425914396077748225,2021-08-13
u＠23卒,明日はES4社ぐらい出して、面接練習や,https://Twitter.com/u_da12/status/1425854734762577925,2021-08-13
グッドスマイル,面接と筆記同時にある不安で眠れない,https://Twitter.com/meltalter/status/1425850906977869830,2021-08-13
ぷるん,来週東京面接やけど、不安しかないな,https://Twitter.com/toyomushiro_sou/status/1425849588586450952,2021-08-13
さー,今日は、月曜日並みにしんどいっす。明日の面接の準備全然できてない,https://Twitter.com/saa_mchiyo/status/1425841513175654402,2021-08-13
就活で狂ったミイ@22卒,明日の面接嫌だ,https://Twitter.com/___28na/status/1425826048541749259,2021-08-13
S,面接練習...嫌だ,https://Twitter.com/sasori4290/status/1425811859496599560,2021-08-13
