ユーザーネーム,テキスト,URL,日付
まえだ,就職も怖いし死ぬのも怖い,https://Twitter.com/4LPH4B4TE/status/1429469876154822656,2021-08-23
HiRo:/,え、就職企業の探し方まじでわからん多すぎてなにもわからん無理,https://Twitter.com/Lo_16sN/status/1429452713083822083,2021-08-23
レ・ナカヨシコヨシパ〜ラダ〜イス,就職ってこんなに辛いのかよ😢,https://Twitter.com/4705682ruu/status/1429433406086017024,2021-08-23
今川直昭,"京都で
就職もいいな",https://Twitter.com/cY1jacOEIwQlvoN/status/1429265550320930819,2021-08-23
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1429552036715003910,2021-08-23
卯月うの。,たぽいのやつ就活って書いてあるやつそれわたしでしょ,https://Twitter.com/riiii__koi1151/status/1429545340609306624,2021-08-23
陽奈,もう就活やだ！,https://Twitter.com/Hitori_goto_17_/status/1429533489385250820,2021-08-23
けいた,"いつになるか分かりませんが就活体験記を書きたいです。
書いて欲しいことをリプなりDMなりで教えてくれると嬉しいです。",https://Twitter.com/tech_keita/status/1429485950162194436,2021-08-23
ゆうち＠美容大好きネオニート🐿,志望理由書書くのなんて就活以来！文章書くの難しい〜🐿,https://Twitter.com/yuuchi_plus/status/1429482742694125577,2021-08-23
あーす@22卒NNT,就活無理美だわよ〜,https://Twitter.com/S57xLvekB5GDLCT/status/1429473597735653380,2021-08-23
限ﾝ界,2年後期も嫌だし3年のインターンも嫌だし4年の就活も嫌,https://Twitter.com/inmou_soup/status/1429469446817554432,2021-08-23
なおみん♡,就活いやや...,https://Twitter.com/pop_and_sweet/status/1429447248178335746,2021-08-23
よみな,就活やだ,https://Twitter.com/yomIna_437/status/1429396995538526212,2021-08-23
すももも,就活やる気ないけど大丈夫かな、不安,https://Twitter.com/sumomomojo/status/1429334864956825602,2021-08-23
就活イレブン,就活が辛いなら、辛いのごと楽しめばいいんだ！,https://Twitter.com/syuukatu_eleven/status/1429264102845607938,2021-08-23
モラトリアム期bot,エントリーシート書かなきゃ,https://Twitter.com/fuck_relations/status/1429573788325212161,2021-08-23
うーてぃん,エントリーシートむずいよ〜〜〜,https://Twitter.com/Utaso39/status/1429484488187277316,2021-08-23
セツナレイ（ドドドDON!）＠小説,エントリーシート、何を書けばいいのかわかりません,https://Twitter.com/tuna_Cambria/status/1429423246672228352,2021-08-23
ヰ都弥,面接やだ怖い,https://Twitter.com/ITSMEEEEE_09/status/1429587294198005760,2021-08-23
ぺそ,面接こわいこわいこわいこわいこわいこわい,https://Twitter.com/_xx_ou/status/1429585020138647558,2021-08-23
推薦入試あるある,"面接って

結局何したらいいか

わからない。",https://Twitter.com/sr4454/status/1429491136121376781,2021-08-23
ゑゐ荼,面接の結果が昼にわかるからちとソワる,https://Twitter.com/decobush/status/1429484441932496898,2021-08-23
リザ(鮭茶漬けの人),面接練習やだ〜〜〜〜〜〜〜〜〜〜〜,https://Twitter.com/syake_liza_10/status/1429462349174349824,2021-08-23
ﾖﾌ,面接練習嫌すぎ,https://Twitter.com/rr___4444/status/1429457027521081344,2021-08-23
❥m❥,明日面接練習初日だ……無理無理無理既に胃が痛い😇,https://Twitter.com/S_manna_2610/status/1429455678964310017,2021-08-23
kazemyu,面接やだ〜,https://Twitter.com/F_haku3600/status/1429438772400201738,2021-08-23
