ユーザーネーム,テキスト,URL,日付
OZIZI,就活は嫌だけど就職はもっと嫌だし企業しかない,https://Twitter.com/katana_OZIZI/status/1471256171038539778,2021-12-16
薬味ねぎ　6.0済,れんさんがいい場所に就職できるといいな,https://Twitter.com/negi_unk/status/1471226098466029569,2021-12-16
fumi,就職どうしようかなぁ..,https://Twitter.com/fumi_maker/status/1471156259261153282,2021-12-16
😰,何もかも不安 就職できるわけない,https://Twitter.com/ky7EBGtlbVVFZ1O/status/1471128953767493633,2021-12-16
たるみ,"いや～
今のご時世、就職難で困っちゃいますよね～

うん～わかるわかる～",https://Twitter.com/aks63/status/1471121726239285253,2021-12-16
風雅,関東の就職先いまいち情報がわからん,https://Twitter.com/kurokaze_0404/status/1471117261616590854,2021-12-16
えり,就職が無理なら起業しよう？？ #恋です,https://Twitter.com/moon1ightxx/status/1471113593701961728,2021-12-16
つんかっつん,私みたいに技術が下手andできない人でも就職できるのかな。不安だ。,https://Twitter.com/g5SUHpUreFFfgCn/status/1471111736237641734,2021-12-16
前向なり太郎,こういうのがあると就職に不安が出る,https://Twitter.com/naritarosan/status/1471098530094022660,2021-12-16
𝑚𝑎𝑠ℎ𝑖𝑟𝑜,ストーカー怖い…就職不安,https://Twitter.com/m__kannagi/status/1471093248920010761,2021-12-16
えびちり@はまったら待ち受けるは死,就職先の探しかた教えてくれ,https://Twitter.com/si123456789/status/1471083919672246277,2021-12-16
莉綾(りあ),"今更就職しようか悩んでる。
この時期は色々と考えてしまうのね",https://Twitter.com/Liapoyopoyo/status/1471074168569761793,2021-12-16
白蘭,就職出来るのかという漠然とした不安,https://Twitter.com/Rostbeafmaru/status/1471063067534700546,2021-12-16
もりぃ🍮,就職関係なんかよくわかんない,https://Twitter.com/mJUx8Qsu5ThE6Wy/status/1471049403045912577,2021-12-16
ｲﾌﾞｷ,工場就職は絶対嫌やししっかり勉強しよう…。,https://Twitter.com/Pana_special_33/status/1471037108857245698,2021-12-16
malt,本当に就職した後どうなるか不安だな,https://Twitter.com/snshy_imas/status/1471033463642144769,2021-12-16
はたの,もう就職出来なそうすぎて無理〜就活嫌〜〜,https://Twitter.com/ihate_sushi__/status/1471031028043362305,2021-12-16
こよ,来年には就職だなぁ嫌だなぁ,https://Twitter.com/Koyomi_clip/status/1471027484515008513,2021-12-16
