ユーザーネーム,テキスト,URL,日付
Takashi@自販機に200円飲み込まれた男,就職とかもうこれ分かんねえな,https://Twitter.com/Takashi_040510/status/1450140236017590272,2021-10-19
蓮@コス垢(仮),"タトゥーいいなあかっこいい〜
欲しいけど就職出来るんか",https://Twitter.com/rinren3939_/status/1450133956180037638,2021-10-19
あたあめ,就職祝いで誰か奢って,https://Twitter.com/ame_ata/status/1450130204941193218,2021-10-19
いちのせ@オルタ見てください,誰か就職して,https://Twitter.com/ichinose_tcg/status/1450087836934303747,2021-10-19
は れ っ ち,就職のことを考えると病みます😡,https://Twitter.com/kawasiroharetti/status/1450055775326375940,2021-10-19
まぐろ,就職の不安でDで病むというCS系の人多く聞くけど、そんなに不安か？（家庭が近い将来に見えている人は不安かもしれないが）,https://Twitter.com/maguroIsland/status/1450038673320251398,2021-10-19
ゆっきー,"履歴書書けねぇ〜〜〜〜〜〜
まだ練習の段階だけども…みんなこんなの書いてたの？？すご……
就職出来る気がしない",https://Twitter.com/yukky_01_12/status/1450031988509872130,2021-10-19
Naomi.,工場に就職って難しいのかな……,https://Twitter.com/naomi_neko1234/status/1450002205377916932,2021-10-19
ゅ......,授業でしんどいのに就職できる気がしない,https://Twitter.com/suk0r0_suk0suk0/status/1450001543323787264,2021-10-19
年齢=IQ,就職できるか不安すぎて虚無,https://Twitter.com/IQ51022131/status/1449985627974344713,2021-10-19
Shou@有坂真白FC,🔍就職　不安,https://Twitter.com/K0ekNbAoSNNeiJJ/status/1449973846845493251,2021-10-19
珠羽もゆる,就職とどう向き合ったらいいのかわからなくなってしまった,https://Twitter.com/TmHnV/status/1449973760476389377,2021-10-19
yuki 22卒,もう無理、何もはじめてないけど無理だ、、、就職出来ないわ,https://Twitter.com/2oKaDiGYScZOsCp/status/1449973219562188800,2021-10-19
ちむ,就職について考えるのきつい…,https://Twitter.com/timu_0_/status/1449970976129650689,2021-10-19
daigo,就職の面談、嫌すぎる,https://Twitter.com/daigo_0311mh/status/1449955989365530632,2021-10-19
赤坂 朔,今年中に就職できないと確定申告しないといけなくなる 嫌だ い……嫌だ！！！！！,https://Twitter.com/gensu_bunretu/status/1449941829059637250,2021-10-19
杏仁マンゴーさん,将来的にどこに就職するのか、そもそもできるのか不安になってくるんよね折々で,https://Twitter.com/f0reachARR/status/1449931498296004608,2021-10-19
naoki,就活の軸がわからない,https://Twitter.com/naokiblog7/status/1450226754782597124,2021-10-19
