ユーザーネーム,テキスト,URL,日付
府大高専_bot,Aに進んでも就職先がそんなになくてみんな悩む,https://Twitter.com/OPUCT_bot/status/1470882164325888001,2021-12-15
なおきん,"就職すればいいのか分からん
マジでどうしよう",https://Twitter.com/800g4/status/1470740931049824258,2021-12-15
蒼 🍯,"神戸もいいけど名古屋もいいなぁ
就職どこでしようかなあ…",https://Twitter.com/aoi6569/status/1470721408787693570,2021-12-15
まべ,来年から広島に行きますが、就職できるか不安です,https://Twitter.com/mnD3_/status/1470713996928241665,2021-12-15
とりもち,就職、つらいな…,https://Twitter.com/yasoinaba_LOVE/status/1470671827597139968,2021-12-15
チーノ,就職わからないことだらけ、、、,https://Twitter.com/Sky_tanosi_/status/1470625170889052163,2021-12-15
おもち@FDどうすりゃ買えますか,将来FD乗るためだけに就職先どうしようか悩んでる,https://Twitter.com/kkz2209/status/1470605171076255744,2021-12-15
三田さん,どこかいい就職先見つからないかな。,https://Twitter.com/mizuki_MKMMSX/status/1470581327116500994,2021-12-15
もに❕,"なんか就職先どうしよう
もうなんか間違えちゃったんだよねきっと
もうどうしたらいいかわかんないもう全部辞めたい",https://Twitter.com/xxx_11023/status/1470564484263849984,2021-12-15
りょーが,そして迫るインターンや就活にどう向き合えばいいのか全くわからん,https://Twitter.com/fourkantsu_/status/1470898832104095751,2021-12-15
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1470864226927656960,2021-12-15
eni,進みたい業種に対して資格やら何やら、何が必要か全くわからん。来年から就活始めないと色々とヤバい…,https://Twitter.com/eni_nero/status/1470798511931559937,2021-12-15
あいう,就活何やればいいのかわからんのが1番辛い,https://Twitter.com/lwAEUd9boTDNwHO/status/1470792441855102979,2021-12-15
本気ボンバー,就活嫌すぎる🤮,https://Twitter.com/medskski/status/1470788384289595393,2021-12-15
かみい,就活本当につらかった,https://Twitter.com/zxq0_/status/1470788232405471235,2021-12-15
Poisons,就活難しい( ᐛ ),https://Twitter.com/SnakeCats/status/1470774348068044802,2021-12-15
あち@23卒,"日に日に不安だけが募っていく、、
#就活　#23卒",https://Twitter.com/shukatuyametaio/status/1470769231067500545,2021-12-15
なっつん,就活辞めたい！もうやだ！！！！！！！！！！,https://Twitter.com/tsuna_oct/status/1470763444198846470,2021-12-15
ドラドラ,就活嫌だ,https://Twitter.com/dorador13570054/status/1470743942564298752,2021-12-15
たいよう,就活いやです,https://Twitter.com/taiyouha_akarui/status/1470726039269949442,2021-12-15
りん,就活しんど,https://Twitter.com/Rinnnnn____/status/1470707635381215232,2021-12-15
おりーぶ,分かる〜😭breakthroughは就活にマジで沁みる,https://Twitter.com/Ae313_olive/status/1470685148551479301,2021-12-15
natume,就活やりたくない無理無理期,https://Twitter.com/natume703/status/1470682693432406023,2021-12-15
酒井優斗,就活そろそろ無理,https://Twitter.com/yt_ski_0713/status/1470665169554804737,2021-12-15
なおみん♡,就活いやや...,https://Twitter.com/pop_and_sweet/status/1470646203511881728,2021-12-15
しゃふしゃふ,え、就活つら,https://Twitter.com/shahushahu342/status/1470635280852197376,2021-12-15
鴉,就活とかいうのもうわからん,https://Twitter.com/ravencrowkarasu/status/1470630911524089857,2021-12-15
コミュ障botさん,（´-`）.｡oO（就活嫌だな…),https://Twitter.com/komyu_bot/status/1470626794328190981,2021-12-15
就活イレブン,就活が辛いなら、辛いのごと楽しめばいいんだ！,https://Twitter.com/syuukatu_eleven/status/1470621822647672834,2021-12-15
なな＠23卒相互,ガチで病みそう #23卒 #就活,https://Twitter.com/nanano2021/status/1470619151957995520,2021-12-15
えりんぎ@23卒,面接不安だなぁ、 #23卒 #就活,https://Twitter.com/eringi14/status/1470586550547271681,2021-12-15
🐍綾鷹しかかたん！！🤡,就活しなやばいなそろそろ,https://Twitter.com/iyemon_oisiina/status/1470582324106756100,2021-12-15
takumi H bot,就活やだなーww,https://Twitter.com/takumi__h__bot/status/1470580385906327554,2021-12-15
Sen,"就活というか面接がやだ。
病む。",https://Twitter.com/pawanumber/status/1470568399248175107,2021-12-15
まり,就活辛いー,https://Twitter.com/jtmjdjgt/status/1470567891443810304,2021-12-15
pmo,就活無理なんだが？,https://Twitter.com/6409okay/status/1470546429559308289,2021-12-15
★4月内定★裏ワザ就活★メロン,"ESは、書くものではなく、出すもの！
(`･ω･´)

悩んでないでエントリーシートは早く出す！",https://Twitter.com/saranarutakamim/status/1470818344316338178,2021-12-15
🍉🌴🌺じゅん子🌺🌴🏖,明日面接死ぬむりたすけて,https://Twitter.com/junko__105__/status/1470767933286940673,2021-12-15
推薦入試あるある,"面接って

結局何したらいいか

わからない。",https://Twitter.com/sr4454/status/1470765597692952576,2021-12-15
みえにし きお,こん、今週から来週頭にかけて忙しすぎてやばい、何よりも木曜日の面接がやばい、いやだああああああ_(    」∠)_,https://Twitter.com/kio_mienishi/status/1470727823329742851,2021-12-15
鯖ヱ,Web面接、やだな,https://Twitter.com/XmbSDD/status/1470719253641052164,2021-12-15
十夏,面接無理だ…,https://Twitter.com/Touka0203/status/1470707436378288129,2021-12-15
もか@スペ上げろ,薬抜かなきゃしんどい〜明日面接もしんどい,https://Twitter.com/_P_xoxo__/status/1470704798366597120,2021-12-15
紫倉,考えながら喋るの苦手だから面接無理,https://Twitter.com/arbshkr8/status/1470700374508306434,2021-12-15
凜音🥎,面接やだ〜😭,https://Twitter.com/Rino0029291/status/1470693310457335812,2021-12-15
いつき,面接中に諦める感じなーわかるわかる,https://Twitter.com/itsukiskelton/status/1470675588847648774,2021-12-15
RV_Gucchi,"面接むずいな。。。
誰かコツみたいなの教えてくれ",https://Twitter.com/RV_Gucchi/status/1470669555236491268,2021-12-15
らいり,人間が苦手すぎるので面接無理です💀,https://Twitter.com/rairi_roulette/status/1470652774442762242,2021-12-15
白乃@返信遅れます,今日面接なんだけど怖すぎ無理〜,https://Twitter.com/shirono_sakuron/status/1470611748453744642,2021-12-15
青獅子舞あっきー/水色のあちゅあちゅミルクの人@3階のしいねの主,面接やだ〜、しいねちゃん助けて〜,https://Twitter.com/Manbolove0927/status/1470606545033773056,2021-12-15
あーくLv1.0,面接怖いよ助けて,https://Twitter.com/3510000_ark/status/1470605166571581440,2021-12-15
