ユーザーネーム,テキスト,URL,日付
めーおー𓅼,もう昨日の私くんはいないから就職の見学だるだるだるだる,https://Twitter.com/memmememe__/status/1419797260548771841,2021-07-27
ゴ=ミ,焦って就職しないほうがいいのはほんとにそう,https://Twitter.com/Xac3NC8iy4Duw3p/status/1419790011390595096,2021-07-27
辞めたい@21卒,就職するより辞める方が難しい,https://Twitter.com/opendooooor_My/status/1419784318134587393,2021-07-27
のあ,"高2で将来の夢無いのってやばいかな？
進学はないから就職だと思うけど、、
分かってるなら今から何か出来る事はしたいし",https://Twitter.com/csxy_/status/1419715408819474433,2021-07-27
照坂キセキ🌠,うーん、海外在住で日本就職は難しい？,https://Twitter.com/Terusaka_Kiseki/status/1419711466962231330,2021-07-27
らむ🦷DH学生,いい就職先ないかな〜😭,https://Twitter.com/DH89885810ramu/status/1419678933641940999,2021-07-27
躁鬱ちゃん@ほぼ裏垢23卒,"なんか本当に就職できるのかな……
不安で泣きそうなんだけど",https://Twitter.com/super__gomi/status/1419678375229026305,2021-07-27
GOS,就職が不安,https://Twitter.com/20180307yn/status/1419672488192139264,2021-07-27
ﾇ,まあ就職できるかわからないですけどね,https://Twitter.com/nunun_nun_live/status/1419633966961750026,2021-07-27
Rey,あーーーやだ無理無理無理無理就職したくない働きたくない,https://Twitter.com/Ray82267989/status/1419630144956747777,2021-07-27
影山 縫衣 Δ,就職...もう分からないよ...,https://Twitter.com/kagenui_eyes/status/1419626991775453188,2021-07-27
🍒 空 白 ち ゃ ん 🍒,就職試験の勉強してるけどどんなのが出るかわからんから難しい,https://Twitter.com/oO_KU___HAKU_Oo/status/1419611052417769474,2021-07-27
やまちゃん,どこに就職したらいいのかわかんない💦,https://Twitter.com/now_0526/status/1419593544478511110,2021-07-27
多魔急行,就職先のこととか自分にしかできないことや技能を考えるのしんどいから、早くベーシックインカムになって,https://Twitter.com/MK_EXP/status/1419592223293771779,2021-07-27
うゑのやま,就職難しいねえ,https://Twitter.com/MP218_7E/status/1419570468990832641,2021-07-27
適当ちゃん。,就職先本当に悩むなぁぁぁ,https://Twitter.com/yy_suki3/status/1419568254188589059,2021-07-27
ヒナタ,"次の就職も難しそう

さよなら",https://Twitter.com/yuuki_sao_sword/status/1419564105728286724,2021-07-27
はせがワン,就職嫌すぎてほんとに鬱になる,https://Twitter.com/Oonekoh/status/1419543305419825156,2021-07-27
鳴門零@次の配信は8/7,もーきっつい。就職関連なんでこんなきついん？,https://Twitter.com/Naruto_Rei_/status/1419542542601711618,2021-07-27
みぎゅ,就職病み病み〜🤢,https://Twitter.com/gyu__nm/status/1419524281336172548,2021-07-27
