ユーザーネーム,テキスト,URL,日付
パン多浪,就職とか絶対無理だわ,https://Twitter.com/Nintamaranta2ro/status/1472973954445111299,2021-12-21
だんご,誰か就職してる先輩方最近悩みつつある私のこれからの不安聞いてくださる方います？？,https://Twitter.com/dangogames13/status/1472971521874591747,2021-12-21
ଘ(੭ˊ꒳​ˋ)੭✧,"もーやだーーーーーー
就職先でもたぶんうまくいかんこれは。",https://Twitter.com/o___monpakari/status/1472944499504873478,2021-12-21
羽田ゲル,もうちょい時期早かったら僕も就職って書いてたかもな…,https://Twitter.com/hane_gel/status/1472924083134562306,2021-12-21
餡@酒ヤクザ,就職難すぎるなあ。いい職業ないですか,https://Twitter.com/quk_hf/status/1472881198628483078,2021-12-21
もしもし鉄朗だbot,"もしもし黒尾です、…はい。
…進学か、就職、…はい…分かってます…",https://Twitter.com/tetsurouda_bot/status/1472858936324005890,2021-12-21
東風コーチ@充電中,"あ〜
マジで東京埼玉に
いい就職先ないかな",https://Twitter.com/kochi1326/status/1472810189900369925,2021-12-21
ちぃ汰@webデザイン🔰,一月とか求人少ないし、就職できるか不安すぎる。,https://Twitter.com/kumeshin_web/status/1472809830226497536,2021-12-21
フジ@ラブトラスタッフ,"あらまぁ、
こりゃほんまにいいとこ就職できたな",https://Twitter.com/fuji_F15/status/1472799945204060160,2021-12-21
くろみ,就職不安,https://Twitter.com/satsukikunsyuki/status/1472797618128703488,2021-12-21
れい,ちゃんと就職してちゃんと仕事が出来るか不安だな,https://Twitter.com/vh_b8/status/1472788533043949568,2021-12-21
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1472773891349422084,2021-12-21
立花,就活辛いというより進んでいるかわからないことに時間を費やしてることがきつい,https://Twitter.com/shu3tamaria/status/1473075251307507713,2021-12-21
ダメな就活生bot,"志望動機が思いつかない
#就活",https://Twitter.com/bbbot13/status/1473073205544124416,2021-12-21
ちゅろめ,就活怖すぎて泣いてる、何も出来ない,https://Twitter.com/chrome_tyurome/status/1473071381126725632,2021-12-21
ダメな就活生bot,"やばい間に合わない！！
#就活",https://Twitter.com/bbbot13/status/1473058090224590848,2021-12-21
どこかのぼっち大学生,就活が怖い。自分の何にも無さが分からせられる,https://Twitter.com/ILL_LONER/status/1473003870192549888,2021-12-21
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1472993232317743104,2021-12-21
"豊臨＠C99 ２日目西 ""に ""11a",うーんw 就活辛い！w,https://Twitter.com/horin2509/status/1472988691824267265,2021-12-21
だから死にたいbot,難関大学に入学出来たのに就活つらすぎて死にたい,https://Twitter.com/wannadie_bot/status/1472984903461773316,2021-12-21
