ユーザーネーム,テキスト,URL,日付
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1471981199271010305,2021-12-18
hikoukiana ✈︎ 🇯🇵🇱🇹,リトアニア、大学ならいいけど就職は嫌や,https://Twitter.com/hikouki_212/status/1471933279397978116,2021-12-18
ぷぅちゃ@固定ツイ,就職のしかたわからん。,https://Twitter.com/RunRun_Final/status/1471883375598129152,2021-12-18
YukμtαMi/ゆくたみ Accounts Station,就職できるかすごい不安な時期再来,https://Twitter.com/yukutami527/status/1471858591871422465,2021-12-18
なる,やっぱ就職できない無理死んじゃった,https://Twitter.com/nalu_mugi/status/1471852259713875968,2021-12-18
南海大学,東京ガスに就職しよう😉,https://Twitter.com/Univ_of_NANKAI/status/1471827203306696709,2021-12-18
日向 陽＠ジャーム：ゴリラ,就職できるかもわからん,https://Twitter.com/Hyuga_yo/status/1471826502241382408,2021-12-18
おおしろ / Nobutaka OSHIRO,"Qiita書いていたら就職できました！
#QiitaEngineerSummit",https://Twitter.com/notakaos/status/1471813253169033216,2021-12-18
うえだ,3年前の自分よく就職できたな？ってなるくらい問題わからない、、泣きたい、、,https://Twitter.com/desmo_c2/status/1471796396005392385,2021-12-18
TND,就職ヤバいよな,https://Twitter.com/ondr_is_great_p/status/1471744773325455360,2021-12-18
ふぅ🩰,就職先について悩みすぎて泣きそう,https://Twitter.com/prn_cs24/status/1471744323247296513,2021-12-18
もしもし鉄朗だbot,"もしもし黒尾です、…はい。
…進学か、就職、…はい…分かってます…",https://Twitter.com/tetsurouda_bot/status/1471741597331374082,2021-12-18
マンボウ系男子,就職活動が辛くて辛くて泣いちゃう。#マンボウ系男子,https://Twitter.com/manbou_boy/status/1471739178421743618,2021-12-18
乳歯がある。,"んもおおおおおお
基礎がわからないので😊じゃないわよ
わからないなら就職するなあああ
せめて基礎の基礎はわかってから転活してくれええええ",https://Twitter.com/nyushi_girl/status/1471689610309025792,2021-12-18
府大高専_bot,Aに進んでも就職先がそんなになくてみんな悩む,https://Twitter.com/OPUCT_bot/status/1471637252539555840,2021-12-18
く゚,どこかに就職して、、いや無理ですね、社会性がなさすぎるので,https://Twitter.com/qiwdu/status/1471634578985340929,2021-12-18
shion,就活の不安が一生離れてくれない,https://Twitter.com/exceedurgrasp_/status/1471991186223411200,2021-12-18
なおみん♡,就活いやや...,https://Twitter.com/pop_and_sweet/status/1471990075508785152,2021-12-18
だから死にたいbot,難関大学に入学出来たのに就活つらすぎて死にたい,https://Twitter.com/wannadie_bot/status/1471890191657091072,2021-12-18
メンヘラ辛いさんbot,就活失敗して辛いです…,https://Twitter.com/tsurai__desu__/status/1471887671903793152,2021-12-18
ᴠʟᴀ,就活だるすぎる,https://Twitter.com/Cup_of_Lily/status/1471857099387076615,2021-12-18
い,就活以上に卒研がつらい…,https://Twitter.com/26WUr29TpVIYLR4/status/1471845011226767360,2021-12-18
らいおん,"二次選考でこの不安やからな。
先に進むにつれてどんどん不安が大きくなるんやろな。
就活辛い",https://Twitter.com/SE013041/status/1471841183723044869,2021-12-18
絵塚るこん,就活が人生の全てじゃないことはわかっているのだけれども...やっぱり不安になるよな,https://Twitter.com/karurururu_kon/status/1471827679100157960,2021-12-18
torii,そろそろ就活しようかな,https://Twitter.com/wheretoriii/status/1471812023785000964,2021-12-18
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1471807936905486347,2021-12-18
リュウ,就活下手すぎて無理,https://Twitter.com/Cody0Liu/status/1471807593882722317,2021-12-18
上白石もも🎀,ES書くことなさすぎて就活無理ーやっぱ諦めよかな、ゼミとかまだなし、資格ないし😞,https://Twitter.com/sarapi_serapist/status/1471799349516861445,2021-12-18
まつの,就活的に大丈夫かな……不安だぜ……,https://Twitter.com/kusodeka_kizai/status/1471793323509972997,2021-12-18
かわてゃん,就活の辛さを思い出してます。,https://Twitter.com/kawamoon48/status/1471784179583324160,2021-12-18
み,"やばいやばい、もう就活始めてる人いる
将来のこと何も考えてないめっちゃ焦る",https://Twitter.com/_o_o_0___0_o_o_/status/1471781286209789957,2021-12-18
kotaka♪,就活って難しいね（笑）,https://Twitter.com/kenai971971971/status/1471774641706631175,2021-12-18
さくら@23卒,なんか就活のことばかり考えるのが辛くなってきてしまう…。,https://Twitter.com/twice82ice/status/1471774595439280129,2021-12-18
ぷちゃ,来年から就活かぁやだなぁ,https://Twitter.com/j7BgUyzjLnQ6yAs/status/1471768436674265094,2021-12-18
タオーキ@23卒,僕に就活を教えてくれい誰か,https://Twitter.com/manoftheend1/status/1471761886740119553,2021-12-18
Rena(夏目)💤,就活しなきゃ…経験無さすぎて分からないことだらけ やむ,https://Twitter.com/R_na130/status/1471739285116428290,2021-12-18
おむ@23卒,就活って何すればいいのかわからない〜ってことでアカウント作りました誰か就活おしえてください🥺🥺,https://Twitter.com/omu_23sotsu/status/1471739028081094658,2021-12-18
なかお,"まじで周りより全然就活やってないくせにもう辛すぎてやめたい無理無理無理
ふぉれには無理",https://Twitter.com/nakao_32/status/1471736493333180416,2021-12-18
𝙱‌𝙸‌𝙶 𝙲𝚑𝚎𝚏,えーーーん就活辛いッピ,https://Twitter.com/ikanokakipiiii/status/1471734593812582402,2021-12-18
もも♡,1月までご帰宅出来ないしはあむり🥺💧しかも就活なんか始まったら無理じゃね,https://Twitter.com/monyan__25/status/1471723212455428096,2021-12-18
蒸気,"就活やり直しかぁ…
しんど",https://Twitter.com/poppoTRPG_photo/status/1471707575045746688,2021-12-18
ふたち,"いやーわからん
関東とか愛知でも就活するかも",https://Twitter.com/futachimaru41/status/1471706352678752257,2021-12-18
いぬこ🧹,日々就活の不安で生きている,https://Twitter.com/inuco_ineya/status/1471704894931619842,2021-12-18
就活イレブン,就活が辛いなら、辛いのごと楽しめばいいんだ！,https://Twitter.com/syuukatu_eleven/status/1471693920333864960,2021-12-18
jiyoung,就活って難しいな。2戦2敗🥺,https://Twitter.com/yukime_jiyoung/status/1471681226461577216,2021-12-18
ゆり,就活も施設のせいで上手く進まんし、嫌なことばかりだな…,https://Twitter.com/yrion1014/status/1471672979671359492,2021-12-18
みか🐰,就活むずいです.....,https://Twitter.com/Mikamikaju/status/1471669766956150788,2021-12-18
