ユーザーネーム,テキスト,URL,日付
御伽すー,就職しないとヤバいのては？,https://Twitter.com/tlmit_/status/1465408775779614723,2021-11-30
𝘴,マジで就職どこらへんがいいんだ？,https://Twitter.com/jinsei17_/status/1465384830099603464,2021-11-30
はむ🍀,まじ就職できるんか自分,https://Twitter.com/mlove_11136/status/1465349532724580355,2021-11-30
八野 ハチ@整備士Vtuber,"早いこと就職決めんとな～
まぁ焦っても仕方ないんだけどね",https://Twitter.com/Hatino_Hati/status/1465346767474413572,2021-11-30
𝔂𝓾𝓾𝓻𝓲,"年内に就職先決めろだって？！

無理無理無理無理無理",https://Twitter.com/SloveAo/status/1465335576198926342,2021-11-30
人間の安全保障,就職しようが進学して就職しようが余裕で死ぬまで独身が想像出来るので誰か助けてくれ,https://Twitter.com/Cra2yPierr0t/status/1465279265763577860,2021-11-30
ポニョョ,就職できるか不安になってきた😳,https://Twitter.com/volley_jump100/status/1465277607105089539,2021-11-30
ぱいん,"就職できるか不安になった…
志望動機とか考えるのほんっと苦手…",https://Twitter.com/lp8_c2/status/1465232118280175616,2021-11-30
🎄あずき色のイルミネーション🌟,誰か就職先を....,https://Twitter.com/Azuki_5313n/status/1465213453119852548,2021-11-30
羊飼いちゃん,就職できる気しなくてつらい,https://Twitter.com/laiA_stur_prey/status/1465210478259421194,2021-11-30
もふもふこたつ,"もう自分就職できんかも
しんどすぎてむり",https://Twitter.com/k_examm/status/1465209012450852864,2021-11-30
dB@ライスのお兄さま,就職とか考えたくないいい,https://Twitter.com/desiberu/status/1465208536644784132,2021-11-30
ちむ,将来のこととか就職とか考えたくない生きんのつら,https://Twitter.com/OWpWKDKnorjZxwV/status/1465133105518317568,2021-11-30
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1465435968388087814,2021-11-30
就活リベンジャーズ相互,今日も今日とて ES  #23卒 #就活,https://Twitter.com/revengersshu/status/1465435042386268163,2021-11-30
法定代理人くく𓁄,うわーん、就活やだよーーー！！！,https://Twitter.com/rururburu/status/1465429862110302211,2021-11-30
えりんぎ@23卒,経験も全然無いので、色々教えて下さい。 #23卒 #就活,https://Twitter.com/eringi14/status/1465419921245052935,2021-11-30
コミュ障botさん,（´-`）.｡oO（就活嫌だな…),https://Twitter.com/komyu_bot/status/1465417444236095489,2021-11-30
らいりー,"就活まだまだやけど、色んな不安が多すぎて今すぐにでも職決めたい
やりたい事ないし、どうしたらいいか分からん
抱き枕ほしい",https://Twitter.com/Raily__k/status/1465371645795729410,2021-11-30
KENT@トレ公ﾂｧｰﾝ,就活生が鬱になるのわかるわぁ,https://Twitter.com/MisaMk3/status/1465360066102452226,2021-11-30
かぷ,"就活なんも分からんからここ行くか
 #ktmr
#CultureZ",https://Twitter.com/kapuuuu09/status/1465355921601691648,2021-11-30
片平❖,たしかに就活全然焦ってない…,https://Twitter.com/perfect663/status/1465342932743983113,2021-11-30
うさなみ,もう就活つらいの舞,https://Twitter.com/usanamiOekaki/status/1465337449203187714,2021-11-30
🌷たかと@きょもになりたい🌷😷☁💡,"就活今回もダメだったぁ、、
もう無理やぁ誰か雇って🥺",https://Twitter.com/takato130507/status/1465334727057887238,2021-11-30
ゆーこ,就活実感なさすぎて無理だな,https://Twitter.com/tcifog/status/1465324296339738633,2021-11-30
ⓇⒾⓃ🐰,就活始まったら100%病む考えるだけで無理🙃,https://Twitter.com/yukirinrin_13/status/1465307383270240262,2021-11-30
はしゆき,就活のどんなところがきついですか,https://Twitter.com/shiburin_yki/status/1465307062800289806,2021-11-30
爆発わさげ@原稿,"原稿進捗やばいよ
就活キツイよ
頑張れ私",https://Twitter.com/hpmitw/status/1465303570194972673,2021-11-30
まゆか🐼🐾,就活のこと考える時間は伸びてるのに全く進んでなくて焦る,https://Twitter.com/mayupan05051/status/1465302985970307076,2021-11-30
🐾眼鏡笹団子🐾,"割と本気で無理就活やだ
びえぇえええぇぇえ
ってガチ泣きするくらいには",https://Twitter.com/pgwZgHsEA9TgPBG/status/1465301944482734080,2021-11-30
けちゃっぷ。,あー無理本当無理もう無理就活も卒論も何目標に頑張ったらいいの,https://Twitter.com/hmswmy/status/1465281773483352066,2021-11-30
そちゃみ,もう就活やだ,https://Twitter.com/awawa_ckw/status/1465275762945114120,2021-11-30
さヴぇ,就活なんもわからん,https://Twitter.com/whale_ego/status/1465262063568457729,2021-11-30
Y,就活不安すぎて垢作った(TT),https://Twitter.com/IB_exe/status/1465261586336006147,2021-11-30
民,もー就活やだ,https://Twitter.com/jwsm_mi__1542/status/1465254573119979529,2021-11-30
世紀末人,就活のために自分のいいところとか探してたら鬱になってきた,https://Twitter.com/A6hyM/status/1465253575697723394,2021-11-30
病み病み,"就活嫌だ
みんな消えろ",https://Twitter.com/agiusagiwiny/status/1465244563228876802,2021-11-30
なおみん♡,就活いやや...,https://Twitter.com/pop_and_sweet/status/1465240607878946816,2021-11-30
😚,就活のことよくわからない,https://Twitter.com/n04797121/status/1465237419347767302,2021-11-30
もふもふこたつ,"みんなが就活で死ぬ理由わかるわもうわかる
廻りとの差だよな",https://Twitter.com/k_examm/status/1465210060653547525,2021-11-30
トモ,就活ほんと悩む,https://Twitter.com/arare_tommy/status/1465208124831191040,2021-11-30
yu,ていうか就活が終わるんかという不安ww,https://Twitter.com/larpiin_jika/status/1465204316071886856,2021-11-30
