ユーザーネーム,テキスト,URL,日付
玖大入生绝望会,ガチで就職どうしようかな,https://Twitter.com/mdrm1rou/status/1454854796951781376,2021-11-01
うき@발자국,"友達の誕プレ何あげたらいい？？？
ハタチと就職祝いで良いブランド品あげたいんだけど誕プレあげたことなさすぎて全くわからん
誰か助けてください…ちなみに3日後…",https://Twitter.com/wmwmjjj_0/status/1454842082187640841,2021-11-01
?,就職して正社員でやっていける気が少しもしない不安しかないしどうしよう無理泣きそう泣きたい死にたい早く死にたい今すぐ死にたい,https://Twitter.com/__yakamashiwa/status/1454823983480655872,2021-11-01
府大高専_bot,Aに進んでも就職先がそんなになくてみんな悩む,https://Twitter.com/OPUCT_bot/status/1454808807347871746,2021-11-01
まる,あ…さ…ぶるスク工アに就職もやだけどES書くのも嫌,https://Twitter.com/_nanitozo_0/status/1454788261423976456,2021-11-01
み ち ゃ ⋆͛📢⋆,"病みまではいかないけど辛い
就職すら不安になってきた何にもできない自分がやだ",https://Twitter.com/michannnn_143/status/1454760888804593677,2021-11-01
章司,"就職の不安
一人暮らしの不安
人間関係の不安
経済的な不安

不安なこと多すぎて
少しでも不安が和らげばいいけど",https://Twitter.com/MILKBOY710/status/1454735215172087815,2021-11-01
でぃーご,やばいな、ワクワクしながら就職できねぇぞ笑,https://Twitter.com/___D5___/status/1454727314026086400,2021-11-01
ゆゆﾁｬﾝ🐣,来年、就職なんですけど昼職と夜職やってくのってしんどいですか？🥺🥺,https://Twitter.com/okane_ziyu/status/1454720985882529798,2021-11-01
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1454707374560722944,2021-11-01
じんじゃ@原稿,ラララ出来るかな僕は出来るかな(就職が),https://Twitter.com/jinjya5/status/1454668629161562118,2021-11-01
𝕋𝕆𝕂𝕀𝕄𝔸•𝔾𝔸𝕆,なんかいろいろと、将来に不安しかない…就職しようかな…,https://Twitter.com/TokimaGao/status/1454602460358602754,2021-11-01
はやちゃん@ナナニジ垢,本日は就職面接です。不安しかないです。,https://Twitter.com/hayachannnnj227/status/1454602015707828227,2021-11-01
将来をイメージできない文大イさん,就活に動いているのであり、つらい,https://Twitter.com/helmesnoitarn/status/1454911917793808390,2021-11-01
ゆちゃん,就活してないから病みもしないけどさすがにやばいな,https://Twitter.com/honestme_77/status/1454874624806686721,2021-11-01
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1454873875045502980,2021-11-01
ギア@魈復刻までガチャ禁中,俺は就活のこと考えて病みそうだよ･･･,https://Twitter.com/909n_AiG/status/1454861644039798784,2021-11-01
まの,やだやだ来年就活じゃん無理,https://Twitter.com/xx_00_mano/status/1454837481531084813,2021-11-01
あきこ,しんどいやつと一緒にいるのしんどいな。就活のときも私に頼られたときも逃げたんだろうな。,https://Twitter.com/akiko_togetsu/status/1454831206327939073,2021-11-01
らら,Fラン大学生だから就活上手くいくのか不安しかない,https://Twitter.com/Hmp5Sn/status/1454820890831507460,2021-11-01
なおみん♡,就活いやや...,https://Twitter.com/pop_and_sweet/status/1454806876764262401,2021-11-01
バスタブ🛀,就活辛いよママ,https://Twitter.com/unks333/status/1454801410478919685,2021-11-01
n🌸23卒,"就活やる気出ない！！
やばい！！！",https://Twitter.com/nam2306048861/status/1454793713100619794,2021-11-01
くわぁぁぁ@幸せ者,就活つらすぎてしんどいよyぽおおおおおよおおおお,https://Twitter.com/new70356147/status/1454788647526408197,2021-11-01
文化交渉レポート,この不安、規模感を広くすると就活以後自分がちゃんと人から認められる生活できるか、ていう不安に繋がる,https://Twitter.com/mm_ex_uni/status/1454786050706993161,2021-11-01
自由人,就活いやじゃいやじゃだるいんじゃ,https://Twitter.com/WxIp7/status/1454775307576098820,2021-11-01
禁酒ちゃん,あのさ〜自分の好きな人に好かれるのってすっごい難しくない？？就活とか入試とかより全然難しくない？？そんなことない？？,https://Twitter.com/350ml147kcal/status/1454774888892284934,2021-11-01
エフ・アイオス,"就活だるい
誰か雇ってくれ",https://Twitter.com/fiosu5655/status/1454711090491785217,2021-11-01
Hiromu_人脈ブロンズ,就活のせいでしばらくapexできてないし、これからもできないの辛すぎる,https://Twitter.com/hero_pulsurtla/status/1454688399864918023,2021-11-01
いちご@23卒,勉強　就活　不安　とても。,https://Twitter.com/niconicolife_23/status/1454661987456090117,2021-11-01
メンヘラ辛いさんbot,就活失敗して辛いです…,https://Twitter.com/tsurai__desu__/status/1454659145810857984,2021-11-01
なつちゃん(‘n’/나츠쨩,木下優樹菜のコメ欄に就活しろって書いてんのやばw,https://Twitter.com/Natu_taso17/status/1454649094639546372,2021-11-01
世界のテンキン,あー就活。鬱。,https://Twitter.com/Tenkin78506/status/1454626022813356033,2021-11-01
スイ @就活垢,就活したくないなあ〜自分のやりたいこと永遠にわからない,https://Twitter.com/kjn_ft/status/1454625648018821120,2021-11-01
まり,就活辛いー,https://Twitter.com/jtmjdjgt/status/1454622664539066369,2021-11-01
風鈴,"来月から仕事内容変わるけど、
できるか不安しかない＼(^o^)／

これで無理or今後見込め無かったら就活かなぁ…",https://Twitter.com/favoritesea16ga/status/1454618632286183432,2021-11-01
院生の毒舌な妹bot,お兄ちゃん、エントリーシートの書き方教えて!,https://Twitter.com/grad_bot/status/1454911958189178881,2021-11-01
ami,エントリーシート2番以外は書いたのに、肝心の2番が書けない,https://Twitter.com/ami__134/status/1454724989387636749,2021-11-01
