ユーザーネーム,テキスト,URL,日付
七十,就職、嫌だ・・・・・・,https://Twitter.com/tongariShichito/status/1445520747636482053,2021-10-06
有染える,"人に比べてポンコツなのか、それでも普通なのかはわかんないけど
就職が不安すぎて怖い
やりたいことないし
勤務地の希望くらいしかない",https://Twitter.com/al_eru_01172/status/1445423321193930759,2021-10-06
クエルテン,今更就職不安になってきた,https://Twitter.com/cueruten16/status/1445409228924071942,2021-10-06
はるたそ@専垢運用方法模索中,まぁ就職してからも色々悩むんだけどね…,https://Twitter.com/rurutason/status/1445405759064449031,2021-10-06
m,あー，就職どうしようかなーんんんん,https://Twitter.com/o0o0o9c/status/1445381642055561231,2021-10-06
もしもし鉄朗だbot,"もしもし黒尾です、…はい。
…進学か、就職、…はい…分かってます…",https://Twitter.com/tetsurouda_bot/status/1445377854238126087,2021-10-06
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1445368326369079308,2021-10-06
ペンギンうんち2号,就職したくない！！こわい！！嫌じゃ！！,https://Twitter.com/ZO29nj4jm/status/1445365923141992458,2021-10-06
AKIRA,就職して3日なのにもう病みそう,https://Twitter.com/10aki17ra/status/1445351498704064519,2021-10-06
M,"人間関係の悩み、恋愛の悩み、勉強の悩み、進路の悩み、就職の悩み、など
気軽にどうぞ〜

#悩み相談　#悩み　#悩み事　#相談事",https://Twitter.com/M2lO__/status/1445346772075778050,2021-10-06
カビゴン,就職は埼玉以外でしよう。,https://Twitter.com/_kabi_gon__/status/1445341155340652546,2021-10-06
ぽ,いい就職先を教えてくれ頼む,https://Twitter.com/xoxy_no/status/1445333968048443395,2021-10-06
のふ,一生独り身で就職もできなかったらどうしよう,https://Twitter.com/lPDvF1Bj7nPMRr6/status/1445332547672494087,2021-10-06
その,就職できない！詰んだ！,https://Twitter.com/poysfgjhg/status/1445319322511953922,2021-10-06
カルラ@You Tube配信,"就職キツイ‥
ほんとに",https://Twitter.com/Karura_sbuu/status/1445310866862182405,2021-10-06
あや。,誰か東北に就職しろよ,https://Twitter.com/mymt0303/status/1445308363907080194,2021-10-06
Limu,そんないきなり神奈川だったりで就職はきついよな〜そーよなぁ...,https://Twitter.com/14m_s_o/status/1445300443228225536,2021-10-06
つばさくん,疲れたマジで就職のやつ辛い,https://Twitter.com/awtubasa/status/1445294254679601152,2021-10-06
うじまっちゃ🥐,学歴ないから就職むずい,https://Twitter.com/matcha_chu_2/status/1445290035675209729,2021-10-06
志鷹,就職って難しいね,https://Twitter.com/shitaka73/status/1445287788052566017,2021-10-06
R4lcha🦈,"就職先って何に意識して決めるべきなんだろ
誰か教えて",https://Twitter.com/RRRRlcha_p/status/1445287021912621060,2021-10-06
ちぬりり,どこかいい就職先ないかなー,https://Twitter.com/chinu_rere/status/1445273135763259393,2021-10-06
