ユーザーネーム,テキスト,URL,日付
みたんᐡ - ﻌ • ᐡ🍞💭,みのりバナーの就職先…悩む…,https://Twitter.com/_O3O2_S2/status/1443351694541144068,2021-09-30
ゴッド,就職かぁ…何がいいんじゃろか。,https://Twitter.com/goukakukaku/status/1443311496310652933,2021-09-30
メンヘラ辛いさんbot,就職先が見つからなくて辛いです…,https://Twitter.com/tsurai__desu__/status/1443289228733870081,2021-09-30
無,漠然とした不安一生消えなそう　就職したところで今度は失うのが不安になるだけじゃん,https://Twitter.com/ending_sos/status/1443266861810937856,2021-09-30
イキトイキ,進路ってか就職悩みすぎてどうしていいかわかんない,https://Twitter.com/atmosphere2319/status/1443266345466937345,2021-09-30
缶,どこにも就職できなかったらどうしよう,https://Twitter.com/meIt_over/status/1443241367694544898,2021-09-30
Sana,就職とか無理やだ,https://Twitter.com/RSqymQkKnzO1AH7/status/1443232762975055875,2021-09-30
ni,まじでラポネに就職しようか悩んでる。,https://Twitter.com/niiii1_2/status/1443219956666015747,2021-09-30
ゆーと,後から就職先見つかる、なら分かるけど,https://Twitter.com/___Aizs/status/1443209041090531328,2021-09-30
太郎,就職も嫌だけど大学もめっちゃだるいなもーどしよ,https://Twitter.com/1130TAROMAN/status/1443189542966628358,2021-09-30
春瀬ひなり🌸,"来年の今頃には就職先決まってるのかなあ
どんな仕事に就きたいかも分からない…不安…",https://Twitter.com/m_y_o0/status/1443183947039449092,2021-09-30
日向ちゃん@年越し子,"明日就職試験です。
不安で吐きそうです",https://Twitter.com/hyuuganatu3kan/status/1443168575942922241,2021-09-30
⚪️⚫️Milky⚪️⚫️,就職は何でこんなに難しいだろう,https://Twitter.com/_imagun_/status/1443139077457334281,2021-09-30
鮭✊🔥,就職どうするか悩み続けてる,https://Twitter.com/SHi_peN68a/status/1443135902000115714,2021-09-30
ねまき,就職試験第1志望落ちてたから辛い,https://Twitter.com/syuuhanemaki/status/1443127734658482176,2021-09-30
I華,就職先も見つけなやのにだるいだるいだるいきついきつい,https://Twitter.com/0dfqkCsxmh3eWqE/status/1443121528413962240,2021-09-30
🐰,就職するのにこんなにつらいなら耐えれない、とやめる人もいるそうだけど、どう考えてもやめたほうが辛いやろ...,https://Twitter.com/VpeNHiK8qAewWHw/status/1443107372914806785,2021-09-30
