ユーザーネーム,テキスト,URL,日付
あかり！！,成績も進路も就職も全部不安,https://Twitter.com/hdytda_0yamma/status/1439288315052638213,2021-09-19
けふかちゃん♍️,就職より就活が嫌なのはわかりすぎる,https://Twitter.com/o__0w0__o/status/1439287245681278976,2021-09-19
ゆうか,就職もなにもかも悩むわからん！,https://Twitter.com/ky__0318/status/1439283822495875074,2021-09-19
ただの創,就職活動不安でしかない,https://Twitter.com/sou_321634/status/1439256655221325829,2021-09-19
まっちゃん🥳🥳,どうしても就職試験落ちたんじゃないかと不安になる,https://Twitter.com/mattyan_1212/status/1439252250967216128,2021-09-19
はむ,将来就職できる気がしなくて無理,https://Twitter.com/kojimapup/status/1439248288180420612,2021-09-19
実録　人生墓場,アイルランドって求人無いの？Chris Harkinさんはなぜ就職できないのだろう。,https://Twitter.com/ADHDUSAGI/status/1439244085332570120,2021-09-19
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1439230401055129607,2021-09-19
なな,就職どうしようね,https://Twitter.com/n213169/status/1439226429128859648,2021-09-19
スコール,"就職……
無理では？",https://Twitter.com/skal_game/status/1439202701653381123,2021-09-19
カルラ@You Tube配信,就職先マジで悩んでる,https://Twitter.com/Karura_sbuu/status/1439183845337681921,2021-09-19
ぱん,就職・進学に悩むシーンがある漫画みるの辛くなってきて辛い,https://Twitter.com/Wotak__________/status/1439175339251359747,2021-09-19
あまて,来週就職試験なんだが、やばい,https://Twitter.com/Mulreyk/status/1439153366509121536,2021-09-19
ma,自分がやりたいことが見つかっていないまま、今学んでいる分野で就職していいのだろうかと悩んでいる,https://Twitter.com/machan_ii/status/1439118660547735553,2021-09-19
参号機,就職できるか不安でしかない,https://Twitter.com/0C_CONTROL/status/1439116854111260672,2021-09-19
結ヶ浜,就職試験の日程が分かった。,https://Twitter.com/Yuigahama_art/status/1439105640979329029,2021-09-19
叫ぶラーマソ,就職やだ〜,https://Twitter.com/zrzr0141/status/1439059933002035201,2021-09-19
yn,イケメン就職決まったっぽくて来月からいないらしい、しんどい、きつい、はあああああ,https://Twitter.com/yn__1125/status/1439041157829312514,2021-09-19
( ˙-˙ )@22卒,就活のこと踏み込まれたくなさすぎてつらいᐟ( ˆᐤˆ )ᐠ,https://Twitter.com/J0tBTYuL7ZWWcYt/status/1439377946888708096,2021-09-19
ｳｴｯﾋﾟｰ🙆‍♀️,"就活のことは考えないようにしようとしたけど無理だ
不安だから頭の片隅にずっといる",https://Twitter.com/mokusa2_0602/status/1439377231025868800,2021-09-19
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1439336460344180738,2021-09-19
コミュ障botさん,（´-`）.｡oO（就活嫌だな…),https://Twitter.com/komyu_bot/status/1439317936481529858,2021-09-19
おほし,寝れなくて色々考えて調べる程どうすればいいか分からんくなってくる…誰か就活こうだったよって教えて欲しい,https://Twitter.com/masakado_hoshi/status/1439301611331866630,2021-09-19
エビ太郎🐣,ふと、就活に対する不安が襲ってきて眠れなくなった🥲,https://Twitter.com/ebi_ebi_tarosan/status/1439296816940404736,2021-09-19
りと,就活しんどすぎて始まってもないのに辞めたい,https://Twitter.com/rito__chann/status/1439276621572108294,2021-09-19
小原世界観,就活嫌すぎる,https://Twitter.com/oharasekaikan/status/1439269358107123714,2021-09-19
Vito,最近マジで就活が不安で寝不足になってる。鬱,https://Twitter.com/vito_hitori510/status/1439268273875525638,2021-09-19
こば🐣23卒,"＃23卒
不安しかない就活。
就活仲間がほしぃ。",https://Twitter.com/___koba___0655/status/1439266229164789762,2021-09-19
りっかす,無理だな、さらば就活,https://Twitter.com/rikkas_XD/status/1439265774359638018,2021-09-19
メンヘラ辛いさんbot,就活失敗して辛いです…,https://Twitter.com/tsurai__desu__/status/1439265208224993280,2021-09-19
ずず💉,U🔴Sは就活で嫌な思い出しかない,https://Twitter.com/zuzuk30/status/1439263030127198211,2021-09-19
ぐっちい@23卒,"私の強みは逆算した考えが出来ることです！って、ES書いてるw
#就活
#23卒と繋がりたい 
#23卒",https://Twitter.com/gu2000cch0930/status/1439256058006888450,2021-09-19
みうか,私は就活で悩んでます(),https://Twitter.com/Belial_2110/status/1439255011624587266,2021-09-19
だいな@グラブル,"団活するかー
自分のプロフィールとか書けばいいんだっけ……
あれ、就活？履歴書書けばいいのか……",https://Twitter.com/NUuzBLgUNF6jajr/status/1439226613959258114,2021-09-19
いのうえわたる,卒論も就活もしんどい。,https://Twitter.com/summer_dislike/status/1439225330904952833,2021-09-19
深緋🍩,まじで就活嫌過ぎて死んでる,https://Twitter.com/kokihi_10/status/1439224937059799043,2021-09-19
☁️,就活以外のことで悩む時間なんてとりたくないのにくそくそくそー,https://Twitter.com/_icmos/status/1439222689307054085,2021-09-19
