ユーザーネーム,テキスト,URL,日付
しー／ADHD,今日はうつ状態がひどくて私はなにも進んでない、就職もしてないって不安になって辛いです,https://Twitter.com/CJZVXshrUL5ZuWZ/status/1427771401646182403,2021-08-18
一美りん,別に就職できたら何でもいいとは思う,https://Twitter.com/mirin_imoruna/status/1427758178729545729,2021-08-18
許斐,"エクセルとかいうの全然わからへん
就職無理やね",https://Twitter.com/zzzmyHO/status/1427689372795564033,2021-08-18
ヨメちゃん,"就職迷走中
今のままでいいのかと不安になってたけど今が1番いいかもしれない　ぎゃー

ところで雷こわい",https://Twitter.com/q2pwp/status/1427684851709214720,2021-08-18
aki (旧hkxlover),日本で就職するの難しいということが分かった。この好景気で人余りだと無理だわ。,https://Twitter.com/aki_tech0/status/1427680167800057858,2021-08-18
りあてゃ🎀🐰,ちゃんと就職できる気がしなくて病みそう…←早い,https://Twitter.com/tddUx_xU/status/1427664630390816770,2021-08-18
🥕,就職って一生モンだと考えると難しいー,https://Twitter.com/Tangun2814/status/1427651091139731458,2021-08-18
だいき🐯🏀@9/1 甲子園,就職ほんまにどうしよう、困った,https://Twitter.com/Tigers_33_46/status/1427635956597854209,2021-08-18
モル,就活もしんどかったけど就職してからの方が断然しんどい！,https://Twitter.com/AliceI1500/status/1427622453858246664,2021-08-18
犬リン,就職できる気がしない,https://Twitter.com/inurin_wanwan/status/1427614094824075264,2021-08-18
ryou.k,就職するって難しいわ,https://Twitter.com/ryouk20864925/status/1427605628361474054,2021-08-18
マナと(レギュラーマンタン),就職試験受かるかな毎日不安,https://Twitter.com/manatooon2616/status/1427603214690517004,2021-08-18
sakura,誰か私に就職先をください,https://Twitter.com/cerisier_fs/status/1427599656918261760,2021-08-18
オルト,就職した後も勉強し続けないといけないのが辛いところだよ　なんもわからん,https://Twitter.com/ortho896/status/1427592113647099906,2021-08-18
七嶋キキ（養殖）,でも実績ないと就職できない仕組みも嫌だよね,https://Twitter.com/Noname_Crisis/status/1427584754157645827,2021-08-18
㋛ちゃん,9月に就職は難しそうだなあ,https://Twitter.com/_sichqn_/status/1427569312663891971,2021-08-18
