ユーザーネーム,テキスト,URL,日付
和田士季,実際がどうかとかは僕は就職したことないのでわかりません,https://Twitter.com/tjytrfjytg/status/1424434787188547586,2021-08-09
ゆなゆな,自分がどこに就職したいのか分かりません😔,https://Twitter.com/wawawawa5656/status/1424400805054976000,2021-08-09
マンボウ系男子,就職活動が辛くて辛くて泣いちゃう。#マンボウ系男子,https://Twitter.com/manbou_boy/status/1424319207143919623,2021-08-09
mako,未だに進学か就職か迷っとる高３おるんじゃけど誰か助けて、、、！,https://Twitter.com/mAkO___81/status/1424274812256485379,2021-08-09
とうめ🔰,世界一就職が難しいIT企業ってどこだろう,https://Twitter.com/ulibou_oknct/status/1424268649297190912,2021-08-09
埜(ノ),次の就職先永遠に悩んでる,https://Twitter.com/IliasHomeros/status/1424229146494832648,2021-08-09
さつまいも,"就職先どこにするか悩んでるって....w
お前まだ高一やしお前無理やろwwwwww",https://Twitter.com/satumaimotorai/status/1424220081991475205,2021-08-09
らすくうぃず,就活で1番辛いのは面接よりも何よりも志望動機,https://Twitter.com/AnRaskCR4ft/status/1424418879070031874,2021-08-09
takumi H bot,就活やだなーww,https://Twitter.com/takumi__h__bot/status/1424383586099089411,2021-08-09
如月,"あーーー
就活無理すぎ！",https://Twitter.com/tsubuyaki98/status/1424382218328154113,2021-08-09
に@22卒,就活難しいな,https://Twitter.com/ZWRIRknanbPVMqb/status/1424381201951821836,2021-08-09
ゆあ,就活で皆めっちゃ病んでる…,https://Twitter.com/yuadayo_2107/status/1424380289141280784,2021-08-09
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1424365392563113984,2021-08-09
思考力が溶けた銀次郎,もう就活やだ〜〜〜〜〜,https://Twitter.com/FugakuM/status/1424359578255331328,2021-08-09
ぽぽ,わたしも就活時に周りと同じように進んでなかったからめちゃくちゃ分かるわ,https://Twitter.com/apopo423/status/1424351077005103111,2021-08-09
𝕊𝔸ℝ𝕀,あ〜就活やだな😭,https://Twitter.com/S_Mmnt_/status/1424336590210420737,2021-08-09
ﾀﾍﾞﾙﾉｽｷｰII世,就活　わからん！,https://Twitter.com/go_gwp/status/1424321769209425927,2021-08-09
おこわ,やばい、何がやばいって就活がやばい,https://Twitter.com/Norinori_9Ri/status/1424316592670732289,2021-08-09
カナコ,数弱すぎて就活きつい,https://Twitter.com/ryunivkanac/status/1424312562473050120,2021-08-09
内定ゼロ不細工,就活辛い〜,https://Twitter.com/P51lM/status/1424305714768478214,2021-08-09
おろかみ・そ,"10年前...悩んでたなぁ
就活",https://Twitter.com/oryoco2/status/1424300390867083265,2021-08-09
かわいくなりたいアライさん,どうしたらいいのかわからないのだ 就活が不安なのだ,https://Twitter.com/kawai_O1/status/1424288221203075081,2021-08-09
もみあげ,あーーーマジで就活いやや,https://Twitter.com/momiagekarakara/status/1424286209379995648,2021-08-09
光線バブル,就活が不安で仕方ない,https://Twitter.com/ptcm420/status/1424276681146048512,2021-08-09
ルイフ,就活つらいです,https://Twitter.com/23ThanksIKITERU/status/1424264593191235587,2021-08-09
就活中tanakamegane(返信遅れます),就活辛い,https://Twitter.com/tanakamegane039/status/1424225868717596675,2021-08-09
つき,"就活考えなきゃで焦ってる
もう全然わかんないよ〜〜",https://Twitter.com/tsukimin_0/status/1424222885342715909,2021-08-09
🐥,就活ってなんか辛い！,https://Twitter.com/rzh0_u3/status/1424220177407758341,2021-08-09
乳首逝きしたいドM(サスケ),就活辛いはよ終われ,https://Twitter.com/doMhenntai/status/1424200854417018885,2021-08-09
月は綺麗ですね,エントリーシート書けないよ；；；；；；；；；；；；；；；；；；；；；；；,https://Twitter.com/tukidake____/status/1424332457642364938,2021-08-09
小市民,大量にエントリーシート書くやつガ◯ジなのでは?何書いてるかよくわからないまま書いてる,https://Twitter.com/whereismexican/status/1424322015792570370,2021-08-09
('-' 鯵)з,エントリーシート何書こうな 小さい挑戦しかしてないからどれ書けばいいか悩むな,https://Twitter.com/zawa_koinoizumi/status/1424287180499816449,2021-08-09
鑑那,エントリーシート書いてるけどアピール出来る点がなくて泣いてる,https://Twitter.com/kanna_hararii__/status/1424260850865434627,2021-08-09
wanda,明日面接つら(Ｔ_Ｔ)(Ｔ_Ｔ)(Ｔ_Ｔ),https://Twitter.com/wqndafuwo/status/1424410820444786688,2021-08-09
ほろ酔い*,ホカホカブルブルって感じまじでしんどい( ᐪ꒳ᐪ )( ᐪ꒳ᐪ )( ᐪ꒳ᐪ )今週の面接行けなさそうしんどすぎ( ᐪ꒳ᐪ ),https://Twitter.com/ahonoko753/status/1424395317328302081,2021-08-09
推薦入試あるある,"面接って

結局何したらいいか

わからない。",https://Twitter.com/sr4454/status/1424379963176669188,2021-08-09
アポロちゃん@23卒,ES書いて面接対策した、、、いよいよ明日だ🥲,https://Twitter.com/n_aporo15/status/1424377315799142412,2021-08-09
ㄷダック,明日面接、助けて,https://Twitter.com/h_a6fl/status/1424375314302390275,2021-08-09
ﾊ ﾙ ｶ ⋆⸜ ⚘ ⸝⋆💙🤍,あしたの面接19:00からなのしんどい！！！！！！！,https://Twitter.com/Haruka_Ux_xU/status/1424354946539950080,2021-08-09
橋本祐樹⛄シモン,"誰か分からんけど僕のアドレスでほっともっとの面接に応募しないでくれー
どうしたらいいんだこの場合",https://Twitter.com/yuki_seal/status/1424348764098101249,2021-08-09
ｸﾗｹﾞ,そろそろ面接用のあれを書かないとなぁ…,https://Twitter.com/ku_ra_ge_34/status/1424344119573241856,2021-08-09
yumijisan,今から面接だけ受かるかどうか不安なんだけど😨,https://Twitter.com/yumijisan1122/status/1424339807539367938,2021-08-09
ゆず,通信制高校行こうと思ってるけど面接怖いまじで無理人が無理,https://Twitter.com/Yuzu__32/status/1424312073496920071,2021-08-09
鬱な就活生bot,数十分の面接で俺の何がわかるの,https://Twitter.com/fuckin_shukatsu/status/1424303131391713281,2021-08-09
杏娜,面接って何！！！無理です！！！出来ません！！！,https://Twitter.com/Sakuya_1031_/status/1424291338938306565,2021-08-09
ままれもんちゃん,やば、4日後だそろそろ面接の準備を…,https://Twitter.com/remonsuppaikana/status/1424256773175742475,2021-08-09
しぃ,いちばん無理面接死ぬ,https://Twitter.com/fnabeyond_shy/status/1424233365226418180,2021-08-09
ito,バイトの面接やだやだやだやだやだやだ,https://Twitter.com/nenuphar__0/status/1424204951010512896,2021-08-09
星音カケル☪︎📛🔫🏢🌸❇️,"マジで怖かったよ面接…
も〜",https://Twitter.com/kakeru_hoshine/status/1424195533896261634,2021-08-09
はなえ,面接やだああああああ,https://Twitter.com/h_fn_314/status/1424190108522094592,2021-08-09
シュガー/マーマレード,面接怖い怖い…,https://Twitter.com/yVl4pAw0rdB6CjF/status/1424177812190072835,2021-08-09
ねてち🌷,でも、そうだよねもう全曲に夏鈴ちゃんvoice入らないのかっやっぱり辛いわつらっうわ、つっらっ明日からインターンくる辛っつらっ,https://Twitter.com/one_sakura46/status/1424423636014821376,2021-08-09
やどかり🦀🔞,次回インターンの時はぜひ…（いつになるのかわからない）（開催するのかすらわからない）（なにもわからない）,https://Twitter.com/yadokaribranch/status/1424396733740556299,2021-08-09
ゆんけるv2,インターンを応募したほうがいいのかもっと勉強したほうがいいのか悩む...,https://Twitter.com/yunkel_v2/status/1424378530847105026,2021-08-09
そうそ@23卒,"みなさんインターンの申し込みはマイナビやリクナビなどからの申し込みですか？
誰か教えてください！",https://Twitter.com/nagisotakoumib/status/1424373310964396038,2021-08-09
ゆい,やばいやばい。まだ人材のインターンしか行ってないじゃない自分,https://Twitter.com/yui97684754/status/1424347062909374470,2021-08-09
🟨亜鉛,明日から1週間インターンなのでまた毎日1枚描けるかわからん………,https://Twitter.com/Zn_Atomic30/status/1424343290413862915,2021-08-09
sohei morimoto,明日からインターンやけど、初めてやから不安しかない,https://Twitter.com/NNooopy/status/1424325995885064202,2021-08-09
淳@9/12ヒロアカ交流会inソロモン,インターンいいな,https://Twitter.com/jmpm5676/status/1424321405026398208,2021-08-09
テレフ,"どうせ落ちるインターンのES書いてる時間が1番虚無
勝てないってわかって行く平日大会より虚無",https://Twitter.com/TeLeF02/status/1424302885479731206,2021-08-09
りょ,インターンしんど,https://Twitter.com/izumoRere/status/1424295443236753410,2021-08-09
雨音,インターンきつーいバ先だから慣れてるけどとりあえずきつーい,https://Twitter.com/fab_env/status/1424227730250375177,2021-08-09
