ユーザーネーム,テキスト,URL,日付
そあ,就職活動難しい😢,https://Twitter.com/sodomapple/status/1461408641928601601,2021-11-19
NemuMi@ばななななななな,"なんか病みそうなものが直感で分かるようになりました
さすがに就職となると分からん、大抵企業側に嘘つかれてるだろうし",https://Twitter.com/NEMUMI_37564/status/1461379943535833092,2021-11-19
皐月,今求人サイトとかで就職探してるけど面接クソ苦手やから不安しかない,https://Twitter.com/satsuki_tune/status/1461371278850342915,2021-11-19
?,でもやっぱり就職は怖すぎるし無理すぎる死にたい無理,https://Twitter.com/__yakamashiwa/status/1461357447923200008,2021-11-19
09.,"就職先決まったけど、
上手くやっていけるか、不安しかない。",https://Twitter.com/wako_no_sab/status/1461343622557700100,2021-11-19
かりんとう,医療系に就職するけど不安しかない,https://Twitter.com/uwakikizukana98/status/1461340023526023173,2021-11-19
たろ,"またダメだった
本当に就職できるのか自分",https://Twitter.com/uraaka_1kome/status/1461324840262983684,2021-11-19
さといも⛰️,就職かんがえると病むｱﾝﾏﾔﾒﾄｸ,https://Twitter.com/makio_965/status/1461313274918498305,2021-11-19
再就職を誓イさん@借金220万,どこに就職しようがどうせ30前に辞めることになるんだ　俺にはわかる,https://Twitter.com/hukoukorosuman/status/1461300281652641796,2021-11-19
みお🎋,仲村冬馬さん就職先吉本でいいんですか…王子…,https://Twitter.com/lullabySS7/status/1461276452746240004,2021-11-19
ｴﾀﾞﾏﾒﾁｬﾝ,トーマさん就職先吉本興業でいいんだ⁉️(吉本興業でいいんだ),https://Twitter.com/ms_jo1/status/1461262730585804806,2021-11-19
凛梨,企業説明会とか業界セミナーやるたびやりたいことも特にないから就職出来るか不安になるし出来たとしてもそこでちゃんとやっていけるかも不安,https://Twitter.com/riri_sion16/status/1461259051430342659,2021-11-19
なーぽん＠固定見てね,就職が辛いです（）,https://Twitter.com/naponNithijo/status/1461254184305500164,2021-11-19
Noah valo垢,就職か進学か悩むなぁ,https://Twitter.com/Noah_valorant/status/1461231922059755520,2021-11-19
煮右衛門,とりあえず今は就職が漠然と不安である,https://Twitter.com/Niemon369/status/1461219855676305416,2021-11-19
へくじぇい【CAT】,就職するか悩む案件量だな。。ちょっ耐えでもいいかも,https://Twitter.com/ttvfcj/status/1461210247222071298,2021-11-19
♣︎桃愛♣︎ゆの厨ഒ,就職できる気がしない,https://Twitter.com/momoa125/status/1461158811264118785,2021-11-19
妲己@,結局自分は何に適性があるのか分からん  これ就活前にも言ってましたね？  自分のことが何も分からない,https://Twitter.com/mimikku8oo/status/1461483680728182785,2021-11-19
もちもちお座布団さくら,え、ねえDISH//ってまだ紅白確実じゃないよね？？内定って何？あれ100出られるの？？わからんわからん就活の内定は分かるけど紅白の内定は分からん,https://Twitter.com/tsuyojeanBLUE/status/1461479480652750850,2021-11-19
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1461457221020434432,2021-11-19
ダメな就活生bot,"志望動機が思いつかない
#就活",https://Twitter.com/bbbot13/status/1461438017563148290,2021-11-19
ダメな就活生bot,"やばい間に合わない！！
#就活",https://Twitter.com/bbbot13/status/1461422913719267328,2021-11-19
まろ,就活しんどーー,https://Twitter.com/maloooooooumi/status/1461357359582756883,2021-11-19
マロン,就活って難しい（号泣）,https://Twitter.com/maronponpo/status/1461351257893839013,2021-11-19
羽田ゲル,就活つらいぽよ〜〜〜〜〜〜,https://Twitter.com/hane_gel/status/1461344234032676872,2021-11-19
べく,就活のやり方わからんすぎて何からしたらいいんかわからんのでとりあえず形から………,https://Twitter.com/baito_yametazo/status/1461335779901259776,2021-11-19
室賀彪馬,卒業は出来るのに就活に不安残りすぎてまじで沼,https://Twitter.com/al_pvrl5/status/1461330972746518532,2021-11-19
ヨモギプロテイン(無職),いやでもその時期は就活しなきゃマジヤヴァイ,https://Twitter.com/Yomogi_Protein/status/1461329046340456448,2021-11-19
たらちね,嫌なことは特にない就活と冬期講習がしんどいくらい,https://Twitter.com/muitenaitwihai/status/1461325209340768262,2021-11-19
TAKAYUKI,"しんどい
#23卒就活 #就活",https://Twitter.com/HIRO50956093/status/1461324680942407683,2021-11-19
