ユーザーネーム,テキスト,URL,日付
いちえぬ bot,立体無理＿|￣|○　就職できない＿|￣|○,https://Twitter.com/bot1nrt/status/1468360507665297410,2021-12-08
わっか,就職先が東京だから引っ越すんだけど、どうやっていいのか全くわからん😭😭😭,https://Twitter.com/wakka_0707/status/1468342555444391937,2021-12-08
あやつじ,正味、就職先での不安はある,https://Twitter.com/ayqtsuji/status/1468329517010026498,2021-12-08
暇な大学生K（JOKERの卵）,アメリカで就職って難しいですかね？,https://Twitter.com/K18947860/status/1468248019917479936,2021-12-08
クソメ,海外に飛ばされるのが怖すぎて就職が不安,https://Twitter.com/Fairlady_Z32_/status/1468242136680251404,2021-12-08
158さん,"わからん
就職ってどうやるんだろ",https://Twitter.com/1_5_8_3/status/1468216810646687746,2021-12-08
"佐川""ﾄｷｼｯｸ""レオナ",就職はできれば関東がいいな,https://Twitter.com/OTGR_TXN/status/1468201979508031488,2021-12-08
府大高専_bot,Aに進んでも就職先がそんなになくてみんな悩む,https://Twitter.com/OPUCT_bot/status/1468194362899443716,2021-12-08
兎,就職活動が不安なんだけどこれって全通ですか？,https://Twitter.com/a2023graduate/status/1468170635394568199,2021-12-08
夜桜よも,就職できるのか不安なってきたわ,https://Twitter.com/yomomomo_vrc/status/1468169952830320641,2021-12-08
SKR,就職に詰んでます、助けて〜笑笑,https://Twitter.com/SKR_mancity/status/1468139938101460994,2021-12-08
あかり@転職活動中,"こんな状態で就職できるのか
不安になってしまいます
どうしようの波が襲ってくる",https://Twitter.com/akari_cin/status/1468127812775452678,2021-12-08
あかりん🎀,まあ就職先によってこの先どうなるか分からんけど😅,https://Twitter.com/akllyn/status/1468113666587631616,2021-12-08
スペア@プログラミング勉強,就職活動って難しいなあ,https://Twitter.com/C8eCx/status/1468103858698469376,2021-12-08
おとね,マジで私東京就職しようか悩んでるんです、誰か案内してほしいです🥲🥲,https://Twitter.com/hakuoukioto1/status/1468067231552909316,2021-12-08
さと,就職面接まじむずい,https://Twitter.com/Kana_da_yo/status/1468050880180404224,2021-12-08
チャーグ助🦊🦊🦊,"Excelの毎日。
単体機能だけ考えているけど、会社のExcelって、複合機能だよね。不安。
それより、就活止まっているのも、不安。",https://Twitter.com/StbVCs2AIUIU0sV/status/1468346805700407300,2021-12-08
ダメな就活生bot,"志望動機が思いつかない
#就活",https://Twitter.com/bbbot13/status/1468316848563585029,2021-12-08
ダメな就活生bot,"やばい間に合わない！！
#就活",https://Twitter.com/bbbot13/status/1468301743566254080,2021-12-08
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1468289780668846081,2021-12-08
💩,就活浪人は嫌だ就活浪人は嫌だ就活浪人は嫌だ,https://Twitter.com/kurorekisikusaw/status/1468286717031776256,2021-12-08
ガレット焼き屋🍳,就活への漠然とした不安がありすぎて無理だな       TOEICもやべ〜し   も〜無理〜,https://Twitter.com/Sirius_Mi/status/1468286678351872000,2021-12-08
鈴木歯車,就活嫌すぎるな、、、,https://Twitter.com/suzuki_haguruma/status/1468270869302890496,2021-12-08
pymana,ああああああああああああああああしんどい疲れた。（就活）,https://Twitter.com/_pymana_/status/1468267124888305664,2021-12-08
剱堕円,あれ書くの嫌で就活やめたみたいなとこある,https://Twitter.com/Ndamake/status/1468257738405085184,2021-12-08
鬱だ…死のうbot,就活…鬱だ…死のう,https://Twitter.com/utsu_shino_bot/status/1468255420758503425,2021-12-08
nao🐯最終戦現地,就活のアドバイス誰か教えてください…,https://Twitter.com/Tigers_5chika/status/1468249353580019718,2021-12-08
Lisa,就活向いてなさすぎてもうやだ…,https://Twitter.com/candycorn_lisa/status/1468246649709510664,2021-12-08
