ユーザーネーム,テキスト,URL,日付
マンボウ系男子,就職活動が辛くて辛くて泣いちゃう。#マンボウ系男子,https://Twitter.com/manbou_boy/status/1452774257742602244,2021-10-26
MoB,1ヶ月先の未来もとい、今日の朝のことすら分からないんだから、就職した後のことなんて専ら分からんよ,https://Twitter.com/0806sorami/status/1452668497067069441,2021-10-26
おずぴよ,東海で就職したいから悩む,https://Twitter.com/o2p1yo/status/1452642096662282245,2021-10-26
アリカ^在処/ARIKA,"なんのために辛い思いしてるんだかわからなくなってきた
ちゃんと卒業できるのか、ちゃんと就職できるのか、ちゃんと生きていけるのか
不安が溜まりすぎている",https://Twitter.com/yamikira1999/status/1452630301142708229,2021-10-26
🎃ましま🎃,つらいつらい言いながら就活したらつらいつらい言いながら卒論書いてつらいつらい言いながら就職して....,https://Twitter.com/mewl_msh/status/1452611758825226244,2021-10-26
🦷虫歯✨,あ、就職が無理でしたか…,https://Twitter.com/penwhy/status/1452572784098381829,2021-10-26
とるめ,就職先悩む、、、、,https://Twitter.com/torme_kig/status/1452570264441483266,2021-10-26
べん,就職先が永遠と悩んでる。困ったなぁ,https://Twitter.com/vinvindatta/status/1452561992036667394,2021-10-26
ﾄｷｼｯｸ,就職どうしようかな〜、、,https://Twitter.com/OTGR_TXN/status/1452557468098170887,2021-10-26
府大高専_bot,Aに進んでも就職先がそんなになくてみんな悩む,https://Twitter.com/OPUCT_bot/status/1452536438231240708,2021-10-26
はるよこい,だれか永久就職できる相手探した方がいいのかな、そっいは嫌になってもすぐに辞めれないからやだしな,https://Twitter.com/SIlm0OOxLD7rCbq/status/1452533513522089986,2021-10-26
みくぼー,いやぁぁぁ就職きつぃぃ,https://Twitter.com/Miku_nino_0724/status/1452519354059223043,2021-10-26
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1452510381612539904,2021-10-26
❄️🤍,なんもしたくないよおおおおおお不安だよおおおおおおわたしちゃんと就職できのかなあああああああああ,https://Twitter.com/yuyuyueu/status/1452507978444140545,2021-10-26
弱々とかげ@21卒,あーーー無理無理マジで無理。なんでこんなとこ就職してしまったのかなあーーー💢,https://Twitter.com/yC1Ozm8MWtKkEFM/status/1452481897901133826,2021-10-26
アストロ,就職できる気がしないや,https://Twitter.com/Astro_1133/status/1452474437152903171,2021-10-26
😷空鯖🍮寝落ちの民,やばい、ほんま就職やばい,https://Twitter.com/Sorasaba2026/status/1452460993401950208,2021-10-26
マしゅ,"就職模擬全然出来なかったしやばい😭
あーーー当落やばい😭",https://Twitter.com/ma_syu0415/status/1452459828060647429,2021-10-26
うひょ,就職休みというのがよくわからない,https://Twitter.com/uhyo5/status/1452447881453916160,2021-10-26
DMMゲー民,釜元就活だったんかよ,https://Twitter.com/HIRATA_SAWASAWA/status/1452782062839033860,2021-10-26
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1452759903630622720,2021-10-26
metcha_yqm,ガチで就活どうしよう、、、なんかこの界隈いいとかあるのかな,https://Twitter.com/metcha_86/status/1452657436846821376,2021-10-26
なおみん♡,就活いやや...,https://Twitter.com/pop_and_sweet/status/1452632574547824640,2021-10-26
こ,就活やだやだやだやだやだやだ,https://Twitter.com/koishi_556514/status/1452618378888167434,2021-10-26
yk,ほんとに就活何していいのかわからん,https://Twitter.com/_yanyako85_/status/1452615082232324096,2021-10-26
とん,四年生の就活が病むという理由はよく分かりました,https://Twitter.com/ton_ton_44/status/1452608541118787586,2021-10-26
緋症ちゃん,就活なう。明日面接。長所とか短所とか考えると永遠に病みます。,https://Twitter.com/BETUAKAyami/status/1452601088977166337,2021-10-26
ナカツ(),"就活マジでメンタルにくる...
不安しかねえ。",https://Twitter.com/yutaka_nk2/status/1452595218545463296,2021-10-26
菫,就活本当に辛くて何しても泣いちゃいそう,https://Twitter.com/__violet0o/status/1452589125375123456,2021-10-26
🌖テトラ🍋,はあ、就活つら,https://Twitter.com/aysztetra/status/1452581132101292038,2021-10-26
2500円,就活が嫌すぎて虚無まみれですわ〜,https://Twitter.com/Chikuwaa_com/status/1452577296364179458,2021-10-26
おきゃゆ,就活だるwwww,https://Twitter.com/skyokmt/status/1452570585850998784,2021-10-26
てつろう,就活で苦労する事は分かってたけど、ここまで辛いとマジどうしていいか分からなくなるなぁ〜,https://Twitter.com/HTXoRHNeLIADW5b/status/1452560447559720964,2021-10-26
Syuya,es書いても通らないので就活やる気失せるわ,https://Twitter.com/XBrVRChSpVOPyrK/status/1452557094654132225,2021-10-26
健康,就活無理すぎる,https://Twitter.com/ShuheiK1111/status/1452556491630669826,2021-10-26
アナログ人間,就活無理だわ,https://Twitter.com/1998yuzu/status/1452529344027389954,2021-10-26
豊臣秀吉🍷🍾,"おいおいおいおい、就活で初めて行った駅わからなさすぎて迷子やねんけど
マジ無理",https://Twitter.com/T12Hideyosi/status/1452492807336124418,2021-10-26
5ユーロ♬,就活がストレスで吐きそう。辛い,https://Twitter.com/neko_knights/status/1452490638864175109,2021-10-26
あかね,就活無理すぎんか？？,https://Twitter.com/mk_usg724/status/1452479629197864960,2021-10-26
じょーさん@23卒,"就活生って具体的にどんなことに悩むんですか？
誰か教えてください

#23卒
#23卒と繋がりたい",https://Twitter.com/sanjyook23/status/1452476272211161090,2021-10-26
酸素,わかる〜。身内に誰も就活してないのつらすぎる,https://Twitter.com/Urusai1915/status/1452459332327526404,2021-10-26
まり,就活辛いー,https://Twitter.com/jtmjdjgt/status/1452448324468953091,2021-10-26
