ユーザーネーム,テキスト,URL,日付
ガンギマリチワワ.com,やば初めて就職したい所見つかった,https://Twitter.com/miyuchidesukedo/status/1433537887333539844,2021-09-03
terry,LT会しかできないがわかりすぎてわかってしまった、今から就職が鬱です,https://Twitter.com/terry_univ/status/1433528786528595969,2021-09-03
ななし,就職不安になってきた,https://Twitter.com/noname__53/status/1433487475884756997,2021-09-03
みらんふ🐹🧡,とりあえず就職することが難しいンだよね,https://Twitter.com/mirranffe_krsk/status/1433478084108296199,2021-09-03
まき,就職近づきすぎて怖い,https://Twitter.com/Smmmkkk1556/status/1433461651903168512,2021-09-03
はると / (ぽてと) (42),どうしよう、まじで就職先を見据えて専門考えた方がいいよな,https://Twitter.com/photo_he/status/1433444865430327300,2021-09-03
花畑のちか🥀9月でサ終,行きたかったインターーン無理やったから病んだ૮₍´｡• ᵕ •｡`₎აもう就職怖い,https://Twitter.com/chica__desu/status/1433440297275461639,2021-09-03
サ仆ワ匕力ﾉﾚ,俺が苦手で嫌なこと全部しないと就職できないんだろうな、つらい,https://Twitter.com/gautama0424/status/1433436114979745799,2021-09-03
はす,自分はしっかりしようって就職の事考えるけど本当にやりたいのか、向いてるのかが分からない,https://Twitter.com/haidokawaii/status/1433431361713360901,2021-09-03
(^^),なんか漠然と就職について悩む,https://Twitter.com/SuguUtu/status/1433425386390491142,2021-09-03
夜桜,"そろそろ真面目にトレードしないと
就職はやだ就職はやだ就職はやだ",https://Twitter.com/Neptunia_Blanc/status/1433406402190462976,2021-09-03
近くの田中さん @ばたばたしばたさん大大余韻,"あーーでも就職試験…
日にちがわからんことには…",https://Twitter.com/tikaku_tanaka/status/1433403030154596359,2021-09-03
ノスト,俺どこに就職すりゃいいのか分からん,https://Twitter.com/Nost_IIDX/status/1433379936807514112,2021-09-03
［しょぴの］,誰か、おすすめの就職先ないですか…,https://Twitter.com/meron_eeeekk154/status/1433343396295294977,2021-09-03
七瀬✿ฺ ஐ𓆉,嫌だ嫌だ嫌だ就職したくない,https://Twitter.com/NanashinoNanase/status/1433329658951462914,2021-09-03
Owl@ゲーム垢,就職できないだれか養って,https://Twitter.com/Owl86516586/status/1433329448904839168,2021-09-03
😔如月z,"私WEB系でも就職できないわ。
本当にこれからどうしよう。",https://Twitter.com/kisaragiz84/status/1433306687507599366,2021-09-03
もしもし鉄朗だbot,"もしもし黒尾です、…はい。
…進学か、就職、…はい…分かってます…",https://Twitter.com/tetsurouda_bot/status/1433283135064526850,2021-09-03
アンド安堵,就職活動とはなぜこんなに難しい,https://Twitter.com/AnshinShimasu/status/1433267357485514756,2021-09-03
𝚁𝚊𝚊❁¨̮,"自分バカすぎて無理
もう就職できない気がしてきた😓",https://Twitter.com/_123OO218/status/1433219934750855171,2021-09-03
佐原明,就活の特技欄に書け書け,https://Twitter.com/paint_OuO/status/1433577200691789859,2021-09-03
コミュ障botさん,（´-`）.｡oO（就活嫌だな…),https://Twitter.com/komyu_bot/status/1433527323844694016,2021-09-03
あーす@22卒NNT,"最近就活心折れそう
もう本当に無理辛い、しんどいよ",https://Twitter.com/S57xLvekB5GDLCT/status/1433503410993565698,2021-09-03
るかパンダ,来年就活や無理や。,https://Twitter.com/rukapanda73/status/1433497322625724417,2021-09-03
a🐚,就活したくないほんとにやだ,https://Twitter.com/Os6K10/status/1433490936764370947,2021-09-03
もちこ,就活怖い いまから吐きそう,https://Twitter.com/mochimochiko_39/status/1433488798076178432,2021-09-03
かもたに,就活延長だ~~しんど,https://Twitter.com/0o_kmtn_o0/status/1433484906554794008,2021-09-03
はちみつ,就活嫌だ,https://Twitter.com/atsumorimitsu/status/1433478150336524295,2021-09-03
くまたん@23卒,最近就活のやる気減ってきたかも。、これはやばいとわかってる。,https://Twitter.com/uuuuuuuu2300/status/1433477891363250183,2021-09-03
むうま,就活こわいよーたすけてー,https://Twitter.com/Maum_wsd/status/1433471494961569807,2021-09-03
なおみん♡,就活いやや...,https://Twitter.com/pop_and_sweet/status/1433471250995703811,2021-09-03
🎏๑₹ﾟﾟ🐙𓈒𓏸,就活嫌すぎるな,https://Twitter.com/xxxNo_Gixxx/status/1433470421928583173,2021-09-03
鵺,就活嫌だァ〜,https://Twitter.com/Nue_Airsoft/status/1433456908002684932,2021-09-03
アボカド,就活いや！インターンいけない！自分が悪いのはわかってる！😇,https://Twitter.com/nikudango29yo/status/1433449105980682244,2021-09-03
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1433447790265323535,2021-09-03
むり,就活から逃げたワイに自分の長所など分かるはずない,https://Twitter.com/inukawaiiganbar/status/1433444273974775810,2021-09-03
華雷,就活無理だなあ。。。D進はもっと無理だけど（）,https://Twitter.com/Chemika710/status/1433443444614074371,2021-09-03
しの,就活が嫌すぎる,https://Twitter.com/mga_shino/status/1433437400802357251,2021-09-03
たふと,"就活しないといけないのはわかってる
手をつけるのが怖い",https://Twitter.com/Tatao_oh/status/1433433682916773891,2021-09-03
しぐにゃん,就活しんどいにゃね,https://Twitter.com/sigure_nek0/status/1433433302359101446,2021-09-03
来,就活マジであかんかもしれん、って死ぬほど辛くなってきた。むり,https://Twitter.com/Tw0Gy/status/1433430940026507276,2021-09-03
