ユーザーネーム,テキスト,URL,日付
ぼっちさくら,"年金不安は若者だけではないよ。まともに就職できなかった氷河期世代も不安だよ。
 #モニフラ",https://Twitter.com/7hqq7wqHj0DA4ig/status/1447692744877502464,2021-10-12
kjeuinko 10勝3敗,いやでも（野球だめでもソフトバンクで就職できるからいいや）なんていう選手は魅力ないです。,https://Twitter.com/kjeuinko/status/1447682422909255681,2021-10-12
あいりん(垢残しでアプリ消してる),生命科学就職いい話なさすぎてめちゃ不安なんだが,https://Twitter.com/airin_two/status/1447580526559121412,2021-10-12
Chiaki-千愛幸,書類選考だけで落ちまくって就職できるか不安😢やっぱり留学先から就活は不利なのかな。,https://Twitter.com/GyouzaNe/status/1447564405802106883,2021-10-12
凜ト,"就職と学校どっちか
まじで悩んでる状態。",https://Twitter.com/SABOTEN_0805/status/1447540889568505861,2021-10-12
217,就職したらもっときついだろうな頑張れるかわからん,https://Twitter.com/Mukai_syu_toku/status/1447539702693728261,2021-10-12
あおい,もうどこにも就職できる気がしない,https://Twitter.com/aoi_dearu/status/1447483253338697728,2021-10-12
綾羅( ՞ਊ ՞）,数年ぶりに履歴書書くが志望動機書いたの初めて就職する時にしかやったことないから不安でしかないwww,https://Twitter.com/fayakr2334/status/1447482342499512326,2021-10-12
しみず7,就職不安すぎる,https://Twitter.com/432Vll/status/1447474036095668224,2021-10-12
あまちん,なんかもう…いい就職先ないのかな,https://Twitter.com/tmkuxx2tm/status/1447470864807522304,2021-10-12
🐟🪳さしみ😎【小人族】【あがんね？】,"今から就職試験の練習だからゴルタイ取りにいけねぇ、、、
やべえ",https://Twitter.com/_xS1xm/status/1447460378611384322,2021-10-12
てかさあ,早く早く早く早く就職したい,https://Twitter.com/tekasaa_____/status/1447451583600496650,2021-10-12
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1447421849290170371,2021-10-12
魚見チヒロbot (生徒会役員共),でも 永久就職は焦った方がいいのでは？,https://Twitter.com/uomionechan_bot/status/1447412931994345475,2021-10-12
のん,誰か、正しい休日の過ごし方を教えてください。就職してから、まともに休めたことないので、何をしたらいいのかわかりません。,https://Twitter.com/paolo31968/status/1447384351608492035,2021-10-12
ｱﾉ,スッキリをリアタイできない辛さ（朝から就活）,https://Twitter.com/___hC6mdN10/status/1447713309101228037,2021-10-12
ダメな就活生bot,"志望動機が思いつかない
#就活",https://Twitter.com/bbbot13/status/1447690939556716545,2021-10-12
マーシャル諸島Yモン♪,就活嫌だなあ,https://Twitter.com/MariMashaY/status/1447684489916735496,2021-10-12
ダメな就活生bot,"やばい間に合わない！！
#就活",https://Twitter.com/bbbot13/status/1447675844768399362,2021-10-12
コミュ障botさん,（´-`）.｡oO（就活嫌だな…),https://Twitter.com/komyu_bot/status/1447668065135579144,2021-10-12
豆腐.txt,周りの就活状況わからなさすぎて分からん,https://Twitter.com/suzaku_san01/status/1447627322509586435,2021-10-12
労働 スライド スライド 開発 就活,就活，どうしようね．マジで,https://Twitter.com/n01e0/status/1447621561612050434,2021-10-12
もりもり,あかん就活しないと卒論書かないと,https://Twitter.com/omoti16351121/status/1447620455913836544,2021-10-12
渡邊美聖,就活怖すぎる嫌すぎる無理すぎる,https://Twitter.com/TrPT8IvTY8AQv0d/status/1447606931187638273,2021-10-12
みらぁじゅ,そろそろ就活の志望度みたいなのを考えた方がいいのかしら,https://Twitter.com/nanaminbeeeeeam/status/1447596758469513219,2021-10-12
ふゆさめ,"就活
つらい
そろそろねま",https://Twitter.com/winter_same/status/1447595279377600514,2021-10-12
ゆゆ（🍜落ちの作間担）,マジで就活嫌なのですが…,https://Twitter.com/hihi_yuu17/status/1447594334820339714,2021-10-12
左手 784,Dはほしいけど就活当時D真に振り切る元気はないし今も金がないと死ぬという不安できついですね,https://Twitter.com/univ_784/status/1447589558636269570,2021-10-12
milkyway,まじ就活おしえてほしい、,https://Twitter.com/MilkyWa46359987/status/1447582974090694658,2021-10-12
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1447580870458548228,2021-10-12
あや,ネイル好きだけどどうすればいいか分からない就活しようにも求人ないし中途採用ばっかりだしどうすればいいのかな笑,https://Twitter.com/1101Ena/status/1447577198999703554,2021-10-12
うじ,就活より研究の方がよっぽどしんどいわ,https://Twitter.com/gtyjf1867/status/1447572153986027524,2021-10-12
ﾓｴ〜㍿,つらい、就活や仕事はもっとつらいのか,https://Twitter.com/__kimo__otaku__/status/1447570228863389701,2021-10-12
なせなす,なんか就活を自分がほんとにできるのかという不安に駆られている,https://Twitter.com/GVXOGRBTZT/status/1447557508592123917,2021-10-12
見習い,就活はね、つらい,https://Twitter.com/UtopianF/status/1447556079001354241,2021-10-12
おいちゃん@レスポンス,就活どうしようか,https://Twitter.com/C91J43XxOFKHQOT/status/1447551573568081922,2021-10-12
かしを,就活をやるとしんどいのでやらないでいるよ,https://Twitter.com/i_kvyd/status/1447546107152662528,2021-10-12
kuma@23卒,"昨日と今日で2つESを書き終えました_✍🏻

#就活 
#23卒 
#23卒と繋がりたい",https://Twitter.com/__kuma23/status/1447545711243919366,2021-10-12
ｍａｉ🏖🍵,就活ほんとにしんどい泣きそう,https://Twitter.com/iam__0123/status/1447542626173870094,2021-10-12
liangyue,就活中　まじ　きついっす。,https://Twitter.com/liangyu77744318/status/1447524629296205827,2021-10-12
くろぶち,就活の現実がつらみ,https://Twitter.com/megane_ota00/status/1447517277134286849,2021-10-12
古橋,たすけてフォロワ～！就活が迫って来るよ,https://Twitter.com/hurukake0441/status/1447510889477799939,2021-10-12
やみーちゃん,"しんど。だる。
23卒の就活始まってるとかなんかもう無理すぎ
インスタ消そうかな",https://Twitter.com/__yummychan__/status/1447507290739724297,2021-10-12
ニア(骸),得意なこと何一つないのに就活とか無理やろ,https://Twitter.com/TN093_nia01/status/1447507125471637507,2021-10-12
しずま＝1/512,就活は嫌だよね,https://Twitter.com/shizuma0918/status/1447506210496737283,2021-10-12
しろは…………*2,マジで就活終わるんかな〜…不安だ…,https://Twitter.com/kuromatsu_trpg/status/1447505919579852800,2021-10-12
いのうえわたる,夜勤が見つかればそれが一番いいけど、就活、、、おい、、、,https://Twitter.com/summer_dislike/status/1447501707114520579,2021-10-12
あさの。,就活isむり,https://Twitter.com/ASaNo_natsu2525/status/1447500797357395968,2021-10-12
ぶ,就活、毎日何かやんなきゃやんなきゃで既に結構しんどいんだけどこれ6月まで続くのやばくない？？？？？？？,https://Twitter.com/045me/status/1447500044123328513,2021-10-12
憂路,"卒論？半分しか書けてないよ
就活？アハハ",https://Twitter.com/wilou_kr/status/1447496519163154436,2021-10-12
yoshikan,"この業界の就活つらすぎる
何も出来ない自分と常に対峙しなければならない",https://Twitter.com/kan25d5/status/1447491985573486594,2021-10-12
ミᕱ ᕱ,就活向いてないです。もう無理何もできない,https://Twitter.com/cpcccno/status/1447490826158829573,2021-10-12
たけのこ,"就活が不安すぎて永遠に調べたり考えすぎちゃうので一旦離れよ〜

なんとかなるさーー",https://Twitter.com/onlytakenoko/status/1447483369026031619,2021-10-12
みー,就活やだなぁァァァァ,https://Twitter.com/_mi_rock_/status/1447472198755643399,2021-10-12
みずみか@21卒,彼氏が就活つらい,https://Twitter.com/renge3476/status/1447446083500593152,2021-10-12
ミᕱ ᕱ,怖い怖い怖い怖い怖い怖い怖い怖い面接が怖い就活が怖い落ちるのが怖い,https://Twitter.com/cpcccno/status/1447439520392044545,2021-10-12
鈴南(れーなん),もう就活無理だな,https://Twitter.com/Renan_Inf/status/1447437794129768454,2021-10-12
だから死にたいbot,難関大学に入学出来たのに就活つらすぎて死にたい,https://Twitter.com/wannadie_bot/status/1447429012989435907,2021-10-12
おれんじ,辞めるの3月だけど今から就活不安だ…,https://Twitter.com/meiple_Orange/status/1447428846576279553,2021-10-12
どっかの22卒NNT大学生,無理無理もう就活まじで無理だわ、考えるだけで死にたくなる,https://Twitter.com/kyo_mupurin/status/1447428023007858693,2021-10-12
くわはらるな,就活もしよう,https://Twitter.com/C0iAEX7RCZKfiQL/status/1447409009804255237,2021-10-12
痩,資格無しの高卒見込みなんて生きてる価値が無さすぎる就活まじで無理ほんとに無理もう辞めたいしんどい,https://Twitter.com/XUL14Endd3WvrmS/status/1447408090941308932,2021-10-12
ウサリン,さとこの就活心配すぎるよ,https://Twitter.com/HTFof252537564/status/1447397528614281221,2021-10-12
カエデ♍︎,就活嫌やなぁ,https://Twitter.com/kaedemaru25/status/1447396428171526144,2021-10-12
清野◽️,就活のwebテストなんかになんで替え玉必要なのかまじでわかんない,https://Twitter.com/rh6jt/status/1447378400058888194,2021-10-12
まり,就活辛いー,https://Twitter.com/jtmjdjgt/status/1447374930811654144,2021-10-12
寿司頭@糖尿病RTA,"就活のためにパンプスです

しぬむりやだ",https://Twitter.com/ikr_ikr_sushi/status/1447373869409398789,2021-10-12
アヤっち＊低浮上,就活嫌だなぁ,https://Twitter.com/1925_Princess/status/1447369992643616775,2021-10-12
なおみん♡,就活いやや...,https://Twitter.com/pop_and_sweet/status/1447362815124115461,2021-10-12
ハシビロコウ（鴨）,エントリーシート書いたぞ,https://Twitter.com/kamos03668733/status/1447629462787354625,2021-10-12
獅子丸,"エントリーシートって何書いたらいいの？
今まで何も考えずに生きてきたから書くことがなんにもなくて草",https://Twitter.com/kerokero0402_47/status/1447569033474174979,2021-10-12
あぼ,エントリーシート書いてて思ったこと日本語って難しい,https://Twitter.com/wtkysk/status/1447550225992667149,2021-10-12
★4月内定★裏ワザ就活★メロン,"ESは、書くものではなく、出すもの！
(`･ω･´)

悩んでないでエントリーシートは早く出す！",https://Twitter.com/saranarutakamim/status/1447361307036897281,2021-10-12
銀月は柳の魔王@レティーと結婚したい,面接やだなー！,https://Twitter.com/silver00moon/status/1447708178196492289,2021-10-12
雨,明日面接嫌すぎる………体調崩したり忙しかったりで今までで1番対策できてないから不安,https://Twitter.com/3505amaoto/status/1447707867193044996,2021-10-12
もふ 9.11🌊 9.18🏰,面接練習怖い,https://Twitter.com/69_donadona/status/1447702131129995267,2021-10-12
おみそはん,面接やだなーがんばろ,https://Twitter.com/omisohandesu/status/1447690492569743361,2021-10-12
就活中(22卒),"明日の9時から役員面接とか、
早いし、初最終面接だから不安しかない.....",https://Twitter.com/76K1dp/status/1447683926839885828,2021-10-12
推薦入試あるある,"面接って

結局何したらいいか

わからない。",https://Twitter.com/sr4454/status/1447678472516554753,2021-10-12
まめこ 23卒,もーーーーー、面接難しい。ずーーーっと面接対策について考えてる。これが苦手意識か。,https://Twitter.com/maigo_no_mameko/status/1447678284892753924,2021-10-12
けいごり@２次元と３次元を往復中,面接がほんとに嫌なんだよなー,https://Twitter.com/pinkichi5/status/1447673938364960769,2021-10-12
ゆ な,面接練習やだ、、(；_；)(；_；),https://Twitter.com/yu_rinu105/status/1447602271303262208,2021-10-12
あずみん,面接苦手すぎて絶対やばい聞きがする😭,https://Twitter.com/mt_svt_sh0826/status/1447597734941265920,2021-10-12
