ユーザーネーム,テキスト,URL,日付
サック5日目,就職の不安でゲロが出そう,https://Twitter.com/suck_cherry18/status/1476963800385732608,2022-01-01
HIG🎍,今年から就職か、、嫌すぎる,https://Twitter.com/shikkari_se/status/1476960389724192770,2022-01-01
肩の救急志望🫀(*^^*)にこ,自分の将来の就職先について最近悩んでる,https://Twitter.com/pi_yazamurai/status/1476936906705231880,2022-01-01
こうき,今年は就職できるといいな,https://Twitter.com/koki0q0/status/1476935756249993216,2022-01-01
ギルティ,来年は就職に上京に不安だらけだけと頑張るぞ！！,https://Twitter.com/Guilty0905/status/1476935567992451078,2022-01-01
プラッド,"はあーー今年の3月から就職かぁ〜
不安だーーー",https://Twitter.com/rmr52403918/status/1476933831852654595,2022-01-01
なつみ,嫌だ！就職したくない！！やだやだ！,https://Twitter.com/Natsumi529sk/status/1476919448296914947,2022-01-01
しんでるちゃん,来年もよろしくお願いします。 来年こそ就職できるといいな。,https://Twitter.com/nigetai_chan/status/1476900230847434754,2022-01-01
pura_ripura,今年度中の就職決定とか多分無理だろうし、そもそも就職できそうになくてとても病んでいる・・,https://Twitter.com/ripura_df/status/1476892622346416137,2022-01-01
ま ほ,来年は就職かフリーターか悩むなあ,https://Twitter.com/naoseiyu/status/1476875724229607430,2022-01-01
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1476790394579222528,2022-01-01
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1476994597473898496,2022-01-01
なおみん♡,就活いやや...,https://Twitter.com/pop_and_sweet/status/1476965309706031104,2022-01-01
長靴をはかない猫。🍭低浮上,就活ってめんどいよりも不安が勝つんよな,https://Twitter.com/Candy_Cat42/status/1476952548603207681,2022-01-01
長靴をはかない猫。🍭低浮上,"やっぱりみんな就活で悲鳴あげるよな
わかるわぁ…",https://Twitter.com/Candy_Cat42/status/1476952484929175553,2022-01-01
