ユーザーネーム,テキスト,URL,日付
Kei ガンバ,就職したらまぁほぼ毎日か、しんど,https://Twitter.com/yattoendo07/status/1445164711595548673,2021-10-05
コーシー,無理だ、俺に就職などできん,https://Twitter.com/yume1610rein/status/1445124038070726665,2021-10-05
府大高専_bot,Aに進んでも就職先がそんなになくてみんな悩む,https://Twitter.com/OPUCT_bot/status/1445092226028097536,2021-10-05
10月は両立:;(∩´﹏`∩);:エリカてゃ🎀,就職が不安すぎてマジで泣いてる🥺,https://Twitter.com/puellae_parvae/status/1445086710979645446,2021-10-05
ちとせ,就職に対して普通に不安あるし、嫌なイメージとか多すぎてここ最近泣いてるし、なんなら今泣いてる,https://Twitter.com/Oppai_Candy_/status/1445053584228315142,2021-10-05
鶴町はくか,就職しんどいさん,https://Twitter.com/rnnyan_ui_iu/status/1445052580401324034,2021-10-05
Odoru-inu,俺プログラミングは多少出来るけど勉強はできないから、就職出来るか分からん,https://Twitter.com/odoruinu/status/1445026182336901122,2021-10-05
Riku,就職どこがいいんだろ,https://Twitter.com/Riku39025716/status/1444971072391028742,2021-10-05
紅茶,どこにも就職できる気がしない,https://Twitter.com/Teapot236223/status/1444968171002216453,2021-10-05
あちゃ🐻‍❄️❤︎,就職無理すぎる〜〜〜 ˆᴗˆ,https://Twitter.com/___kaeritaina/status/1444954090761453570,2021-10-05
りる子,一生就職出来る気しない,https://Twitter.com/__Rilpp__/status/1444887751724179456,2021-10-05
しおり,"病んだよ！学校無理！てか就職無理！わたしが何がやりたいのか何になりたいのかわからない！病んだ！！
楽しい夏休みからの落差がデカすぎてまじで死ぬ",https://Twitter.com/krzlhjslomsto/status/1444884921860825091,2021-10-05
𝚉𝚘𝚝𝚝 𝙱𝚘𝚖𝚖𝚢,就職活動あまりにも不安,https://Twitter.com/zobomi/status/1444874353313599495,2021-10-05
まめ,高一だけどもう就職に悩んでる,https://Twitter.com/9_ma_me/status/1444860858807455748,2021-10-05
