ユーザーネーム,テキスト,URL,日付
唐虎/とぅーこ,就職のも書かなきゃいけないのに……そもそもどこに就職すればいいのかわからない……誰か全部決めてくれ……,https://Twitter.com/kalatola02/status/1475951961761812481,2021-12-29
つみ,"何で就職できないんだろう
4を選ぶのが一番効率いいと分かってるけどそれはいやだし、
寒いせいか病む",https://Twitter.com/3prQF1gmDfaOzWA/status/1475945357612023808,2021-12-29
就職きまったらかその前に絶対迎えにいくからな🌷,"時間過ぎるの遅すぎるよ、
まじでやばい(´ฅω•ฅ｀)ﾁﾗｯ
まじでお前大好きです
就職するまでかその前までのしんぼうか、辛い辛い辛い",https://Twitter.com/Hampok_/status/1475810071720632322,2021-12-29
neco,就職先への年賀状何書いたらいいんだよ,https://Twitter.com/Sake44862562/status/1475797995463806979,2021-12-29
レイ爺,誰か山口県のいいところ教えてください。就職先山口県にしようか迷っています。,https://Twitter.com/paisenpan_gomi/status/1475777760279040004,2021-12-29
ぞんね,就職への漠然とした不安,https://Twitter.com/SO_N_NE/status/1475752258923274240,2021-12-29
就活戦士ガンダムbot,"就職って...難しいね
（ユリン・ルシェル）",https://Twitter.com/syukatu_gundam/status/1475748530182844420,2021-12-29
와이케 💫,もうダメだ〜就職嫌すぎる、将来ないもん,https://Twitter.com/_v_UwU_v_/status/1475691302910324742,2021-12-29
やみーちゃん,"やべえー
就職無理ぽでしにたー",https://Twitter.com/__yummychan__/status/1475682666578333700,2021-12-29
コサカ@性癖の原点はアルクェイド,みんな就活どうしてるんだ……何もわからんの怖、,https://Twitter.com/sekaikan_ota/status/1475856290434134024,2021-12-29
A-Han,0からの就活やだよ〜〜〜,https://Twitter.com/charachara_no/status/1475846648060575744,2021-12-29
みんてぃあ(あやみん),就活なんてむり,https://Twitter.com/Ochakk_2020/status/1475838827713695748,2021-12-29
コミュ障botさん,（´-`）.｡oO（就活嫌だな…),https://Twitter.com/komyu_bot/status/1475836096110292992,2021-12-29
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1475809358508625922,2021-12-29
とっとこキノ太郎のこかのん✨＠TP昼＆夜参戦！！,就活の事を考えると不安しかなくて死にたくなる,https://Twitter.com/stock_a57/status/1475742783537573897,2021-12-29
hib@はいびー,就活なんもわからん,https://Twitter.com/hib0303/status/1475731844390096897,2021-12-29
らん,就活無理〜！！！！！！！,https://Twitter.com/kutushitanekoko/status/1475727928197804034,2021-12-29
なおみん♡,就活いやや...,https://Twitter.com/pop_and_sweet/status/1475689493340778498,2021-12-29
僕もそう思います,いやー就活きついわーマジで就活きついわー,https://Twitter.com/memeitochan/status/1475683276484648963,2021-12-29
まり,就活辛いー,https://Twitter.com/jtmjdjgt/status/1475641078250610689,2021-12-29
🌾おぅの🌙🦔,いまからWebインターンなんだけどゲボ無理就活嫌すぎ無理,https://Twitter.com/harunaga00/status/1475639774430244866,2021-12-29
★4月内定★裏ワザ就活★メロン,"ESは、書くものではなく、出すもの！
(`･ω･´)

悩んでないでエントリーシートは早く出す！",https://Twitter.com/saranarutakamim/status/1475944648548175872,2021-12-29
🌷たかと@きょもになりたい🌷😷☁💡,まじでエントリーシート助けて,https://Twitter.com/takato130507/status/1475838266947817476,2021-12-29
さきぃ,"エントリーシートってなんでこんなに自分晒さなきゃ書けないんだ。
弘中綾香になりたい。
辛い。",https://Twitter.com/skisjhappy2/status/1475787265171664904,2021-12-29
しむしこ,エントリーシートまだ書いてねえよおねえ,https://Twitter.com/Sim4562/status/1475640043276763138,2021-12-29
🍜菜田🐿,"面接やだなぁ
おやすみなさい",https://Twitter.com/natamatu367/status/1475868631351570432,2021-12-29
公務員試験に苦しむ小悪魔bot,正直、面接の何がダメだったのかわからないの。,https://Twitter.com/komuin_fail_koa/status/1475821077024866304,2021-12-29
ねむた,面接やだっ,https://Twitter.com/baku_ne_ko/status/1475819577330528267,2021-12-29
ちなつみ@23卒,"面接通った理由がよくわからんくて不安になる
反省点しかない",https://Twitter.com/16Dl0a04y8VcFa3/status/1475810624420859906,2021-12-29
さぺ,面接やだ、、,https://Twitter.com/sstdrk/status/1475802560921747458,2021-12-29
松本で〜す,面接苦手,https://Twitter.com/ma_472155/status/1475788528244371460,2021-12-29
推薦入試あるある,"面接って

結局何したらいいか

わからない。",https://Twitter.com/sr4454/status/1475778632320950274,2021-12-29
うん❕,あーーーーやだな面接,https://Twitter.com/unisushimaguro/status/1475656244761624576,2021-12-29
夜流,面接無理！！！！！,https://Twitter.com/my_kynn/status/1475651359118868481,2021-12-29
渼涼(みすず)@月永レオスカウトせめてもの2凸,面接何聞かれるかすごく不安だし、一般常識の問題もちゃと解けるか不安だよー,https://Twitter.com/misuzu1736/status/1475649417818800129,2021-12-29
妃奈,面接嫌だ😭,https://Twitter.com/hina_tirotiro2/status/1475638105877381122,2021-12-29
