ユーザーネーム,テキスト,URL,日付
すー(カワウソ),まじで部活無理辛い辞めたいしかし就職のためにもがんばる😌,https://Twitter.com/Skykawauso_321/status/1447326733481377794,2021-10-11
とりっぴー,"就活どうしよう...
就職できる気がしない...",https://Twitter.com/yakitori_genki/status/1447243357353222152,2021-10-11
智色玲亜,"今のバ先に就職とか嫌すぎて嫌だからほんとに嫌。
飲食店はむりーーーー",https://Twitter.com/CHI_ROREIA/status/1447221417943044105,2021-10-11
じゃすぱぁ,早く就職先決めて書きたい…,https://Twitter.com/Qg6sctIibinSWC7/status/1447219547195392001,2021-10-11
淡水,俺3月がわからぬ…俺就職できてるかな…,https://Twitter.com/5ans78/status/1447196173547163652,2021-10-11
ざきお,就職先どうするか悩むな,https://Twitter.com/dkykydydk/status/1447185185959649287,2021-10-11
きくラげ,就職先マジでどうしよう…,https://Twitter.com/Kikukiku___/status/1447167697704271875,2021-10-11
限界イモ,なお就職後死ぬほどつらい模様,https://Twitter.com/kimo_ol/status/1447163825380225027,2021-10-11
ぱ💫,あー就職でいいんかな,https://Twitter.com/pa_fuka05/status/1447141653244833793,2021-10-11
オイなり,就職するために施設調べてるけど何処がいいか分からん〜〜^^;,https://Twitter.com/0038R1/status/1447130532127649795,2021-10-11
チョコっとまことstrawberry,"就職先どうしよう
進路のこと考えると本当に病みたくなる自分が自分じゃないみたいで怖くなる。",https://Twitter.com/1130makotoberry/status/1447122630553702402,2021-10-11
うみღ,"就職できるまでは不安が耐えないんだろうな。
就職してからも不安が耐えないんだろうな。
不安が落ち着くことなんて無いか。
仕方ないよね。",https://Twitter.com/kywnmftr/status/1447121597886648324,2021-10-11
hakua,妹が東京に就職とか不安しかない🙂,https://Twitter.com/hakua663/status/1447054633084407811,2021-10-11
マンボウ系男子,就職活動が辛くて辛くて泣いちゃう。#マンボウ系男子,https://Twitter.com/manbou_boy/status/1447036618624233472,2021-10-11
muchobirupan,就活のストレスで悩み続けて10ヶ月。どうすればいいかわからない。,https://Twitter.com/muchobirupan/status/1447346816157028361,2021-10-11
就活おじさん（就職活動のエキスパート？）,今日も誰かの役に立てているといいな。 #就活,https://Twitter.com/shukatu_ojisan/status/1447342353769910276,2021-10-11
けむ介てう,自分らしい就活ってなんだよ。わからんよ,https://Twitter.com/sksk_oden/status/1447312838528094210,2021-10-11
ｳﾝｺ野郎,"卒研わからん卒研わからん
就活もわからん
人間もわからん
人生もわからん",https://Twitter.com/SAKAJUNO/status/1447257935390797829,2021-10-11
平和,漏れ就活ほんまに不安なんや,https://Twitter.com/bokenasubigayoo/status/1447256827108868104,2021-10-11
ヴィ,"国試勉強と就活の両立つらいです
もうやだ",https://Twitter.com/wishikaienai/status/1447215796468400133,2021-10-11
minato,就活できる気がしないから普段から出来ることコツコツやってどうにかしないとな…,https://Twitter.com/minato_nnnnnn/status/1447210575411310598,2021-10-11
citrea . @ 駅メモ,またnote に更新しときます 、就活記書いてるから 、安来の事全く書けてない …,https://Twitter.com/rk__non/status/1447207240423796749,2021-10-11
